frame,ID,center_x,center_y,v_x,v_y,a_x,a_y,lane,preceding_rel_v_x,preceding_rel_v_y,right_preceding_rel_v_x,right_preceding_rel_v_y,left_preceding_rel_v_x,left_preceding_rel_v_y,following_rel_v_x,following_rel_v_y,right_following_rel_v_x,right_following_rel_v_y,left_following_rel_v_x,left_following_rel_v_y,preceding_distance,right_preceding_distance,left_preceding_distance,following_distance,right_following_distance,left_following_distance
0.0,10,1322.97,555.96,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,,,,,,,,,95.85774877389932,131.09105423330763,,,,
0.03,10,1320.4,555.98,-23.8,0.19,0.0,0.0,2,23.8,-0.19,23.8,-0.19,,,,,,,,,93.02095462851372,128.3005272787295,,,,
0.07,10,1317.98,555.93,-22.41,-0.46,46.33,-21.67,2,22.41,0.46,22.41,0.46,,,,,,,,,90.51107004118342,125.8236118540555,,,,
0.1,10,1315.26,555.96,-25.19,0.28,-92.67,24.67,2,25.19,-0.28,25.19,-0.28,,,,,,,,,88.33437666050517,123.68720305674312,,,,
0.13,10,1312.24,555.88,-27.96,-0.74,-92.33,-34.0,2,27.96,0.74,,,,,,,,,,,85.42367353374581,,,,,
0.17,10,1309.56,555.78,-24.81,-0.93,105.0,-6.33,2,24.81,0.93,24.81,0.93,,,,,,,,,82.87174729665107,118.29345628562888,,,,
0.2,10,1306.5,555.76,-28.33,-0.19,-117.33,24.67,2,28.33,0.19,28.33,0.19,,,,,,,,,79.75402497679984,115.23076065009732,,,,
0.23,10,1303.63,555.64,-26.57,-1.11,58.67,-30.67,2,26.57,1.11,26.57,1.11,,,,,,,,,76.52192626953406,112.0430921565449,,,,
0.27,10,1301.17,555.54,-22.78,-0.93,126.33,6.0,2,22.78,0.93,22.78,0.93,,,,,,,,,74.00000000000007,109.55660500398876,,,,
0.3,10,1298.89,555.18,-21.11,-3.33,55.67,-80.0,2,21.11,3.33,21.11,3.33,,,,,,,,,71.70617825543334,107.25166339036413,,,,
