0.00, 3, white car, 927.13, 537.36, 955.76, 549.31, 941.44, 543.34, 927.13, 543.34, 955.76, 543.34, 28.63, 11.95
0.00, 10, white car, 1306.24, 548.90, 1339.71, 563.03, 1322.97, 555.96, 1306.24, 555.96, 1339.71, 555.96, 33.46, 14.14
0.00, 14, white car, 1210.46, 545.33, 1242.15, 558.87, 1226.31, 552.10, 1210.46, 552.10, 1242.15, 552.10, 31.69, 13.54
0.00, 18, white car, 1122.05, 542.62, 1150.14, 554.99, 1136.10, 548.81, 1122.05, 548.81, 1150.14, 548.81, 28.10, 12.37
0.03, 3, white car, 925.33, 537.52, 953.63, 549.33, 939.48, 543.42, 925.33, 543.42, 953.63, 543.42, 28.30, 11.81
0.03, 10, white car, 1303.40, 548.80, 1337.41, 563.16, 1320.40, 555.98, 1303.40, 555.98, 1337.41, 555.98, 34.00, 14.36
0.03, 14, white car, 1208.85, 545.13, 1240.22, 558.53, 1224.53, 551.83, 1208.85, 551.83, 1240.22, 551.83, 31.36, 13.40
0.03, 18, white car, 1120.07, 542.74, 1147.63, 554.87, 1133.85, 548.80, 1120.07, 548.80, 1147.63, 548.80, 27.55, 12.13
0.07, 3, white car, 923.46, 537.24, 951.18, 548.80, 937.32, 543.02, 923.46, 543.02, 951.18, 543.02, 27.72, 11.56
0.07, 10, white car, 1300.89, 548.72, 1335.07, 563.15, 1317.98, 555.93, 1300.89, 555.93, 1335.07, 555.93, 34.18, 14.44
0.07, 14, white car, 1206.44, 544.86, 1238.20, 558.43, 1222.32, 551.65, 1206.44, 551.65, 1238.20, 551.65, 31.76, 13.56
0.07, 18, white car, 1117.97, 542.76, 1145.09, 554.69, 1131.53, 548.72, 1117.97, 548.72, 1145.09, 548.72, 27.12, 11.93
0.10, 3, white car, 920.93, 536.88, 948.64, 548.43, 934.78, 542.66, 920.93, 542.66, 948.64, 542.66, 27.72, 11.56
0.10, 10, white car, 1298.71, 548.98, 1331.80, 562.93, 1315.26, 555.96, 1298.71, 555.96, 1331.80, 555.96, 33.09, 13.95
0.10, 14, white car, 1203.61, 544.82, 1235.34, 558.37, 1219.47, 551.59, 1203.61, 551.59, 1235.34, 551.59, 31.73, 13.55
0.10, 18, white car, 1115.73, 542.82, 1142.50, 554.58, 1129.12, 548.70, 1115.73, 548.70, 1142.50, 548.70, 26.77, 11.75
0.13, 3, white car, 918.32, 536.49, 946.65, 548.31, 932.49, 542.40, 918.32, 542.40, 946.65, 542.40, 28.33, 11.82
0.13, 10, white car, 1295.80, 548.95, 1328.68, 562.81, 1312.24, 555.88, 1295.80, 555.88, 1328.68, 555.88, 32.88, 13.86
0.13, 14, white car, 1200.66, 544.80, 1232.31, 558.30, 1216.49, 551.55, 1200.66, 551.55, 1232.31, 551.55, 31.65, 13.50
0.13, 18, white car, 1113.05, 542.78, 1139.81, 554.51, 1126.43, 548.64, 1113.05, 548.64, 1139.81, 548.64, 26.76, 11.74
0.17, 3, white car, 916.26, 536.27, 944.29, 547.96, 930.28, 542.11, 916.26, 542.11, 944.29, 542.11, 28.03, 11.69
0.17, 10, white car, 1293.25, 548.90, 1325.88, 562.65, 1309.56, 555.78, 1293.25, 555.78, 1325.88, 555.78, 32.63, 13.75
0.17, 14, white car, 1198.04, 544.64, 1229.90, 558.22, 1213.97, 551.43, 1198.04, 551.43, 1229.90, 551.43, 31.85, 13.58
0.17, 18, white car, 1110.00, 542.51, 1137.03, 554.36, 1123.51, 548.44, 1110.00, 548.44, 1137.03, 548.44, 27.03, 11.85
0.20, 3, white car, 913.75, 535.97, 941.81, 547.67, 927.78, 541.82, 913.75, 541.82, 941.81, 541.82, 28.06, 11.70
0.20, 10, white car, 1290.13, 548.86, 1322.88, 562.66, 1306.50, 555.76, 1290.13, 555.76, 1322.88, 555.76, 32.75, 13.80
0.20, 14, white car, 1196.16, 544.67, 1227.20, 557.87, 1211.68, 551.27, 1196.16, 551.27, 1227.20, 551.27, 31.05, 13.20
0.20, 18, white car, 1107.35, 542.34, 1134.76, 554.35, 1121.05, 548.35, 1107.35, 548.35, 1134.76, 548.35, 27.41, 12.01
0.23, 3, white car, 911.17, 535.90, 939.41, 547.67, 925.29, 541.79, 911.17, 541.79, 939.41, 541.79, 28.25, 11.78
0.23, 10, white car, 1286.90, 548.58, 1320.36, 562.69, 1303.63, 555.64, 1286.90, 555.64, 1320.36, 555.64, 33.46, 14.11
0.23, 14, white car, 1193.40, 544.49, 1224.73, 557.80, 1209.07, 551.15, 1193.40, 551.15, 1224.73, 551.15, 31.33, 13.31
0.23, 18, white car, 1105.08, 542.34, 1132.06, 554.15, 1118.57, 548.24, 1105.08, 548.24, 1132.06, 548.24, 26.98, 11.81
0.27, 3, white car, 908.82, 535.89, 937.05, 547.68, 922.94, 541.79, 908.82, 541.79, 937.05, 541.79, 28.23, 11.79
0.27, 10, white car, 1284.38, 548.45, 1317.97, 562.63, 1301.17, 555.54, 1284.38, 555.54, 1317.97, 555.54, 33.59, 14.18
0.27, 14, white car, 1190.84, 544.42, 1222.38, 557.81, 1206.61, 551.11, 1190.84, 551.11, 1222.38, 551.11, 31.54, 13.40
0.27, 18, white car, 1102.99, 542.38, 1129.46, 553.94, 1116.23, 548.16, 1102.99, 548.16, 1129.46, 548.16, 26.47, 11.57
0.30, 3, white car, 906.22, 535.68, 934.89, 547.68, 920.55, 541.68, 906.22, 541.68, 934.89, 541.68, 28.67, 12.00
0.30, 10, white car, 1282.10, 548.09, 1315.68, 562.28, 1298.89, 555.18, 1282.10, 555.18, 1315.68, 555.18, 33.58, 14.20
0.30, 14, white car, 1188.01, 544.31, 1219.86, 557.83, 1203.94, 551.07, 1188.01, 551.07, 1219.86, 551.07, 31.85, 13.52
0.30, 18, white car, 1100.47, 542.33, 1127.16, 553.97, 1113.81, 548.15, 1100.47, 548.15, 1127.16, 548.15, 26.69, 11.64
0.33, 3, white car, 903.77, 535.68, 932.45, 547.70, 918.11, 541.69, 903.77, 541.69, 932.45, 541.69, 28.68, 12.02
0.33, 10, white car, 1279.80, 547.80, 1313.21, 561.92, 1296.51, 554.86, 1279.80, 554.86, 1313.21, 554.86, 33.41, 14.11
0.33, 14, white car, 1185.84, 544.09, 1217.57, 557.56, 1201.71, 550.82, 1185.84, 550.82, 1217.57, 550.82, 31.72, 13.47
0.33, 18, white car, 1098.10, 542.28, 1124.74, 553.89, 1111.42, 548.08, 1098.10, 548.08, 1124.74, 548.08, 26.63, 11.61
0.37, 3, white car, 901.44, 535.77, 929.87, 547.70, 915.66, 541.73, 901.44, 541.73, 929.87, 541.73, 28.42, 11.93
0.37, 10, white car, 1277.47, 547.73, 1310.66, 561.73, 1294.06, 554.73, 1277.47, 554.73, 1310.66, 554.73, 33.19, 14.00
