frame,ID,car_type,x1,y1,x2,y2,center_x,center_y,front_x,front_y,back_x,back_y,width,height,lane
0.0,1, white car,41.17,527.95,70.33,540.68,55.75,534.32,41.17,534.32,70.33,534.32,29.16,12.74,3
0.03,1, white car,40.92,527.93,70.12,540.69,55.52,534.31,40.92,534.31,70.12,534.31,29.2,12.76,3
0.07,1, white car,40.74,527.89,69.95,540.65,55.34,534.27,40.74,534.27,69.95,534.27,29.2,12.76,3
0.1,1, white car,40.53,527.86,69.69,540.62,55.11,534.24,40.53,534.24,69.69,534.24,29.16,12.75,3
0.13,1, white car,40.34,527.81,69.5,540.57,54.92,534.19,40.34,534.19,69.5,534.19,29.16,12.76,3
0.17,1, white car,40.16,527.76,69.39,540.57,54.77,534.17,40.16,534.17,69.39,534.17,29.23,12.8,3
0.2,1, white car,40.13,527.76,69.33,540.56,54.73,534.16,40.13,534.16,69.33,534.16,29.2,12.8,3
0.23,1, white car,39.94,527.78,69.03,540.54,54.48,534.16,39.94,534.16,69.03,534.16,29.09,12.76,3
0.27,1, white car,39.77,527.79,68.68,540.49,54.23,534.14,39.77,534.14,68.68,534.14,28.92,12.69,3
0.3,1, white car,39.54,527.7,68.52,540.44,54.03,534.07,39.54,534.07,68.52,534.07,28.98,12.74,3
0.33,1, white car,39.18,527.68,68.23,540.48,53.7,534.08,39.18,534.08,68.23,534.08,29.05,12.79,3
0.37,1, white car,38.82,527.67,67.94,540.53,53.38,534.1,38.82,534.1,67.94,534.1,29.13,12.85,3
0.4,1, white car,38.48,527.64,67.74,540.57,53.11,534.11,38.48,534.11,67.74,534.11,29.26,12.93,3
0.43,1, white car,38.33,527.72,67.5,540.62,52.91,534.17,38.33,534.17,67.5,534.17,29.17,12.91,3
0.47,1, white car,38.12,527.69,67.31,540.63,52.71,534.16,38.12,534.16,67.31,534.16,29.19,12.94,3
0.5,1, white car,37.57,527.56,67.02,540.64,52.3,534.1,37.57,534.1,67.02,534.1,29.45,13.08,3
0.53,1, white car,37.26,527.51,66.76,540.63,52.01,534.07,37.26,534.07,66.76,534.07,29.5,13.11,3
0.57,1, white car,37.03,527.53,66.47,540.62,51.75,534.07,37.03,534.07,66.47,534.07,29.44,13.1,3
0.6,1, white car,36.84,527.6,66.08,540.61,51.46,534.1,36.84,534.1,66.08,534.1,29.24,13.02,3
0.63,1, white car,36.52,527.62,65.73,540.62,51.12,534.12,36.52,534.12,65.73,534.12,29.21,13.0,3
0.67,1, white car,36.28,527.57,65.59,540.61,50.94,534.09,36.28,534.09,65.59,534.09,29.3,13.04,3
0.7,1, white car,35.94,527.6,65.25,540.65,50.59,534.13,35.94,534.13,65.25,534.13,29.3,13.05,3
0.73,1, white car,35.68,527.62,64.94,540.67,50.31,534.15,35.68,534.15,64.94,534.15,29.26,13.05,3
0.77,1, white car,35.38,527.65,64.5,540.66,49.94,534.15,35.38,534.15,64.5,534.15,29.12,13.01,3
0.8,1, white car,35.21,527.65,64.24,540.63,49.72,534.14,35.21,534.14,64.24,534.14,29.03,12.98,3
0.83,1, white car,35.07,527.6,64.13,540.6,49.6,534.1,35.07,534.1,64.13,534.1,29.06,13.0,3
0.87,1, white car,34.86,527.63,63.9,540.61,49.38,534.12,34.86,534.12,63.9,534.12,29.04,12.98,3
0.9,1, white car,34.65,527.63,63.72,540.62,49.19,534.13,34.65,534.13,63.72,534.13,29.08,12.98,3
0.93,1, white car,34.28,527.64,63.32,540.59,48.8,534.12,34.28,534.12,63.32,534.12,29.04,12.95,3
0.97,1, white car,33.86,527.63,62.97,540.61,48.42,534.12,33.86,534.12,62.97,534.12,29.11,12.98,3
1.0,1, white car,33.46,527.57,62.59,540.56,48.02,534.07,33.46,534.07,62.59,534.07,29.13,12.99,3
1.03,1, white car,33.0,527.54,62.24,540.57,47.62,534.05,33.0,534.05,62.24,534.05,29.24,13.03,3
1.07,1, white car,32.68,527.53,61.94,540.56,47.31,534.05,32.68,534.05,61.94,534.05,29.26,13.03,3
1.1,1, white car,32.43,527.52,61.63,540.52,47.03,534.02,32.43,534.02,61.63,534.02,29.21,13.0,3
1.13,1, white car,32.21,527.53,61.26,540.46,46.74,534.0,32.21,534.0,61.26,534.0,29.05,12.92,3
1.17,1, white car,32.0,527.54,60.98,540.42,46.49,533.98,32.0,533.98,60.98,533.98,28.98,12.88,3
1.2,1, white car,31.75,527.57,60.53,540.35,46.14,533.96,31.75,533.96,60.53,533.96,28.78,12.78,3
1.23,1, white car,31.48,527.59,60.25,540.35,45.86,533.97,31.48,533.97,60.25,533.97,28.77,12.77,3
1.27,1, white car,31.23,527.55,60.05,540.34,45.64,533.94,31.23,533.94,60.05,533.94,28.82,12.78,3
1.3,1, white car,30.85,527.47,59.69,540.25,45.27,533.86,30.85,533.86,59.69,533.86,28.84,12.78,3
1.33,1, white car,30.49,527.41,59.32,540.18,44.91,533.8,30.49,533.8,59.32,533.8,28.83,12.76,3
1.37,1, white car,30.18,527.39,58.92,540.1,44.55,533.75,30.18,533.75,58.92,533.75,28.74,12.71,3
1.4,1, white car,29.86,527.44,58.47,540.06,44.16,533.75,29.86,533.75,58.47,533.75,28.61,12.63,3
