frame,ID,car_type,x1,y1,x2,y2,center_x,center_y,front_x,front_y,back_x,back_y,width,height,lane
0.0,1, white car,288.12,522.78,317.97,535.84,303.04,529.31,288.12,529.31,317.97,529.31,29.85,13.06,2
0.03,1, white car,286.42,522.94,315.89,535.83,301.16,529.39,286.42,529.39,315.89,529.39,29.47,12.89,2
0.07,1, white car,284.77,523.27,313.56,535.85,299.16,529.56,284.77,529.56,313.56,529.56,28.79,12.58,2
0.1,1, white car,281.99,522.97,310.97,535.62,296.48,529.29,281.99,529.29,310.97,529.29,28.98,12.65,2
0.13,1, white car,279.76,522.75,308.95,535.48,294.35,529.12,279.76,529.12,308.95,529.12,29.18,12.74,2
0.17,1, white car,278.1,522.53,306.93,535.08,292.51,528.81,278.1,528.81,306.93,528.81,28.83,12.56,2
0.2,1, white car,275.67,522.18,304.59,534.77,290.13,528.48,275.67,528.48,304.59,528.48,28.92,12.59,2
0.23,1, white car,273.08,522.07,302.66,534.98,287.87,528.52,273.08,528.52,302.66,528.52,29.58,12.91,2
0.27,1, white car,270.65,521.83,300.82,535.02,285.74,528.42,270.65,528.42,300.82,528.42,30.18,13.18,2
0.3,1, white car,267.9,521.78,298.42,535.13,283.16,528.46,267.9,528.46,298.42,528.46,30.51,13.35,2
0.33,1, white car,265.32,521.5,296.42,535.15,280.87,528.33,265.32,528.33,296.42,528.33,31.1,13.65,2
0.37,1, white car,263.07,521.33,293.95,534.9,278.51,528.12,263.07,528.12,293.95,528.12,30.88,13.57,2
0.4,1, white car,260.98,521.21,291.95,534.83,276.47,528.02,260.98,528.02,291.95,528.02,30.97,13.63,2
0.43,1, white car,258.9,521.13,289.63,534.66,274.26,527.9,258.9,527.9,289.63,527.9,30.72,13.53,2
0.47,1, white car,256.93,521.21,287.3,534.57,272.12,527.89,256.93,527.89,287.3,527.89,30.37,13.36,2
0.5,1, white car,254.59,521.29,284.98,534.65,269.78,527.97,254.59,527.97,284.98,527.97,30.4,13.36,2
0.53,1, white car,252.33,521.41,282.03,534.46,267.18,527.94,252.33,527.94,282.03,527.94,29.7,13.06,2
0.57,1, white car,250.1,521.13,279.72,534.15,264.91,527.64,250.1,527.64,279.72,527.64,29.62,13.02,2
0.6,1, white car,247.68,520.9,277.95,534.22,262.82,527.56,247.68,527.56,277.95,527.56,30.27,13.32,2
0.63,1, white car,245.52,520.78,276.11,534.27,260.81,527.53,245.52,527.53,276.11,527.53,30.59,13.49,2
0.67,1, white car,243.28,520.78,273.83,534.27,258.55,527.53,243.28,527.53,273.83,527.53,30.55,13.49,2
0.7,1, white car,241.32,520.83,271.78,534.29,256.55,527.56,241.32,527.56,271.78,527.56,30.46,13.46,2
0.73,1, white car,239.33,520.83,269.34,534.09,254.33,527.46,239.33,527.46,269.34,527.46,30.0,13.26,2
0.77,1, white car,237.03,520.73,266.66,533.85,251.84,527.29,237.03,527.29,266.66,527.29,29.62,13.11,2
0.8,1, white car,234.8,520.73,264.46,533.84,249.63,527.29,234.8,527.29,264.46,527.29,29.66,13.1,2
0.83,1, white car,232.55,520.61,262.24,533.73,247.4,527.17,232.55,527.17,262.24,527.17,29.69,13.12,2
0.87,1, white car,229.96,520.33,260.0,533.61,244.98,526.97,229.96,526.97,260.0,526.97,30.04,13.27,2
0.9,1, white car,227.84,520.16,257.9,533.44,242.87,526.8,227.84,526.8,257.9,526.8,30.05,13.28,2
0.93,1, white car,225.38,520.13,255.13,533.28,240.26,526.71,225.38,526.71,255.13,526.71,29.75,13.16,2
