frame,ID,center_x,center_y,v_x,v_y,a_x,a_y,lane,preceding_rel_v_x,preceding_rel_v_y,right_preceding_rel_v_x,right_preceding_rel_v_y,left_preceding_rel_v_x,left_preceding_rel_v_y,following_rel_v_x,following_rel_v_y,right_following_rel_v_x,right_following_rel_v_y,left_following_rel_v_x,left_following_rel_v_y,preceding_distance,right_preceding_distance,left_preceding_distance,following_distance,right_following_distance,left_following_distance
0.0,26,868.37,508.89,0.0,0.0,0.0,0.0,1,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,131.75491072442048,,107.7189885767593,,,51.65077346952322
0.03,26,865.1,509.03,-30.28,1.3,0.0,0.0,1,30.28,-1.3,,,30.28,-1.3,,,,,30.28,-1.3,128.05881148909668,,103.98784544359017,,,54.238259559097195
0.07,26,864.18,509.0,-8.52,-0.28,725.33,-52.67,1,8.52,0.28,,,8.52,0.28,,,,,8.52,0.28,127.56835736184738,,103.50092270120105,,,55.51771789257912
0.1,26,862.52,508.69,-15.37,-2.87,-228.33,-86.33,1,15.37,2.87,,,15.37,2.87,,,,,15.37,2.87,126.1437327020253,,102.12553696309263,,,57.4309716094026
0.13,26,861.08,508.69,-13.33,0.0,68.0,95.67,1,13.33,0.0,,,13.33,0.0,,,,,13.33,0.0,124.85074809547594,,100.82883169014697,,,58.90520265647171
0.17,26,859.57,508.67,-13.98,-0.19,-21.67,-6.33,1,13.98,0.19,,,13.98,0.19,,,,,13.98,0.19,123.47624913318346,,99.453877249708,,,60.465971421949384
0.2,26,856.86,508.13,-25.09,-5.0,-370.33,-160.33,1,25.09,5.0,,,25.09,5.0,,,,,25.09,5.0,120.58546844458503,,96.65362900584749,,,63.09498236785556
0.23,26,854.25,507.77,-24.17,-3.33,30.67,55.67,1,24.17,3.33,,,24.17,3.33,,,,,24.17,3.33,117.71354255139893,,93.84369824340898,,,65.44182531072927
0.27,26,851.67,507.63,-23.89,-1.3,9.33,67.67,1,23.89,1.3,,,23.89,1.3,,,,,23.89,1.3,115.10304948175788,,91.25641237743241,,,67.93538400568586
0.3,26,849.54,507.48,-19.72,-1.39,139.0,-3.0,1,19.72,1.39,,,19.72,1.39,,,,,19.72,1.39,113.12814061938788,,89.30875097099944,,,70.16943066606717
0.33,26,847.46,507.29,-19.26,-1.76,15.33,-12.33,1,19.26,1.76,,,19.26,1.76,,,,,19.26,1.76,111.22863300427638,,87.44589641601254,,,72.38017684421618
0.37,26,845.07,507.05,-22.13,-2.22,-95.67,-15.33,1,22.13,2.22,,,22.13,2.22,,,,,22.13,2.22,109.01559888382943,,85.28148685383005,,,74.943960397086
0.4,26,843.22,506.76,-17.13,-2.69,166.67,-15.67,1,17.13,2.69,,,17.13,2.69,,,,,17.13,2.69,107.17531478843439,,83.50282929338383,,,76.81218978781948
0.43,26,840.84,506.52,-22.04,-2.22,-163.67,15.67,1,22.04,2.22,,,,,,,,,22.04,2.22,104.55449583829478,,,,,78.95656844113728
0.47,26,838.61,506.3,-20.65,-2.04,46.33,6.0,1,20.65,2.04,,,,,,,,,20.65,2.04,102.06506258264871,,,,,80.93324780335949
0.5,26,835.86,505.92,-25.46,-3.52,-160.33,-49.33,1,25.46,3.52,,,,,,,,,25.46,3.52,98.79316828607126,,,,,83.2039307965675
0.53,26,833.31,505.68,-23.61,-2.22,61.67,43.33,1,23.61,2.22,,,,,,,,,23.61,2.22,96.07290252719541,,,,,85.57427767734887
0.57,26,831.59,505.65,-15.93,-0.28,256.0,64.67,1,15.93,0.28,,,,,,,,,15.93,0.28,94.49847247442682,,,,,87.36111549196244
0.6,26,829.1,505.54,-23.06,-1.02,-237.67,-24.67,1,23.06,1.02,,,,,,,,,23.06,1.02,91.65299395000689,,,,,89.45090552923428
0.63,26,826.71,505.27,-22.13,-2.5,31.0,-49.33,1,22.13,2.5,,,,,,,,,22.13,2.5,88.95950539430852,,,,,91.56236399307305
0.67,26,824.85,505.15,-17.22,-1.11,163.67,46.33,1,17.22,1.11,,,,,,,,,17.22,1.11,87.24656612153858,,,,,93.54123155058414
0.7,26,821.82,504.9,-28.06,-2.31,-361.33,-40.0,1,28.06,2.31,,,,,,,,,28.06,2.31,83.95889113131501,,,,,96.31012926997872
0.73,26,819.91,504.95,-17.69,0.46,345.67,92.33,1,17.69,-0.46,,,,,,,,,17.69,-0.46,82.39426739767761,,,,,98.4568011871196
0.77,26,817.61,504.77,-21.3,-1.67,-120.33,-71.0,1,21.3,1.67,,,21.3,1.67,,,,,21.3,1.67,80.23769936881294,,57.214980555795,,,100.89254729661653
0.8,26,815.58,504.3,-18.8,-4.35,83.33,-89.33,1,18.8,4.35,,,18.8,4.35,,,,,18.8,4.35,78.2175459855396,,55.3708560526203,,,103.01519548105519
0.83,26,813.71,503.89,-17.31,-3.8,49.67,18.33,1,17.31,3.8,,,17.31,3.8,,,,,17.31,3.8,76.20463240512349,,53.52705857788186,,,104.8223201422293
0.87,26,811.51,503.75,-20.37,-1.3,-102.0,83.33,1,20.37,1.3,,,20.37,1.3,,,,,20.37,1.3,74.28076467026982,,51.69064905763904,,,107.2895987502983
0.9,26,808.89,503.42,-24.26,-3.06,-129.67,-58.67,1,24.26,3.06,,,24.26,3.06,,,,,24.26,3.06,71.98838378516362,,49.56935545273916,,,110.2393078715573
0.93,26,807.17,503.23,-15.93,-1.76,277.67,43.33,1,15.93,1.76,,,15.93,1.76,,,,,15.93,1.76,70.32751950694689,,48.024210560924296,,,112.02737522587955
0.97,26,805.12,502.73,-18.98,-4.63,-101.67,-95.67,1,18.98,4.63,,,18.98,4.63,,,,,18.98,4.63,67.9477740621428,,45.91244711404523,,,113.86390341104598
1.0,26,802.87,502.46,-20.83,-2.5,-61.67,71.0,1,20.83,2.5,,,20.83,2.5,,,,,20.83,2.5,65.60233684862148,,43.76785350002896,,,116.03070714254913
1.03,26,801.31,502.14,-14.44,-2.96,213.0,-15.33,1,14.44,2.96,,,14.44,2.96,,,,,14.44,2.96,64.17696938933781,,42.54027973579863,,,117.77913991874796
1.07,26,799.05,501.54,-20.93,-5.56,-216.33,-86.67,1,20.93,5.56,,,20.93,5.56,,,,,20.93,5.56,61.421140497389,,40.19637421459796,,,119.68614372599691
1.1,26,796.48,501.36,-23.8,-1.67,-95.67,129.67,1,23.8,1.67,,,23.8,1.67,,,,,23.8,1.67,58.48743625771268,,37.544035478355276,,,121.87264910553148
1.13,26,794.49,501.26,-18.43,-0.93,179.0,24.67,1,18.43,0.93,,,18.43,0.93,,,,,18.43,0.93,56.606686884148274,,35.859104841030266,,,123.94511123880606
1.17,26,792.64,500.69,-17.13,-5.28,43.33,-145.0,1,17.13,5.28,,,17.13,5.28,,,,,17.13,5.28,54.86016131948574,,34.561673859927524,,,126.04028125960369
1.2,26,790.24,500.39,-22.22,-2.78,-169.67,83.33,1,22.22,2.78,,,22.22,2.78,,,,,22.22,2.78,52.8013872923809,,32.882981920744356,,,128.80077367780058
1.23,26,787.62,500.5,-24.26,1.02,-68.0,126.67,1,24.26,-1.02,,,24.26,-1.02,,,,,24.26,-1.02,50.58113680019462,,30.871193692502384,,,131.70149467640832
1.27,26,786.02,500.08,-14.81,-3.89,315.0,-163.67,1,14.81,3.89,,,14.81,3.89,,,,,14.81,3.89,49.427128178764356,,30.124504975185886,,,133.82339294757108
1.3,26,783.2,499.92,-26.11,-1.48,-376.67,80.33,1,26.11,1.48,,,26.11,1.48,,,,,26.11,1.48,46.63406587463724,,27.880919999167887,,,136.63591219002416
1.33,26,781.0,499.8,-20.37,-1.11,191.33,12.33,1,,,,,20.37,1.11,,,,,20.37,1.11,,,26.324978632469882,,,139.00085251537126
1.37,26,779.13,499.52,-17.31,-2.59,102.0,-49.33,1,,,,,17.31,2.59,,,,,17.31,2.59,,,24.77596617692228,,,140.536324485878
1.4,26,777.53,499.31,-14.81,-1.94,83.33,21.67,1,,,,,14.81,1.94,14.81,1.94,,,14.81,1.94,,,23.724723391432754,78.5015955251866,,142.11658066531155
1.43,26,775.76,499.28,-16.39,-0.28,-52.67,55.33,1,,,,,16.39,0.28,,,,,16.39,0.28,,,22.651739447556775,,,144.05330020516715
1.47,26,773.49,499.43,-21.02,1.39,-154.33,55.67,1,,,,,21.02,-1.39,,,,,21.02,-1.39,,,21.071006145886784,,,146.2698824091959
1.5,26,770.81,499.0,-24.81,-3.98,-126.33,-179.0,1,,,,,24.81,3.98,,,,,24.81,3.98,,,19.883654090734865,,,148.97267031237638
1.53,26,768.27,498.58,-23.52,-3.89,43.0,3.0,1,,,,,23.52,3.89,,,,,23.52,3.89,,,18.931278350919666,,,151.26143527019698
1.57,26,766.39,498.36,-17.41,-2.04,203.67,61.67,1,,,,,17.41,2.04,,,,,17.41,2.04,,,18.376751617192784,,,152.8542528031196
1.6,26,765.3,498.23,-10.09,-1.2,244.0,28.0,1,10.09,1.2,,,10.09,1.2,,,,,10.09,1.2,28.047076496490632,,18.20250806894472,,,153.92932404191222
1.63,26,763.92,498.07,-12.78,-1.48,-89.67,-9.33,1,12.78,1.48,,,12.78,1.48,,,,,12.78,1.48,26.548702416502444,,18.06463949266631,,,155.2064821455599
1.67,26,761.72,497.76,-20.37,-2.87,-253.0,-46.33,1,20.37,2.87,,,20.37,2.87,,,,,20.37,2.87,24.569055740911185,,18.171320810551972,,,157.66085944203144
1.7,26,758.71,497.71,-27.87,-0.46,-250.0,80.33,1,27.87,0.46,,,27.87,0.46,,,,,27.87,0.46,21.845459482464538,,18.293783096997725,,,160.8916557811499
1.73,26,755.34,497.6,-31.2,-1.02,-111.0,-18.67,1,31.2,1.02,,,31.2,1.02,,,,,31.2,1.02,18.33187933628194,,19.081221134927347,,,164.07643401780766
1.77,26,753.33,497.47,-18.61,-1.2,419.67,-6.0,1,18.61,1.2,,,18.61,1.2,,,,,18.61,1.2,16.399085340347447,,19.83238765252431,,,166.1746599214212
1.8,26,751.52,497.35,-16.76,-1.11,61.67,3.0,1,16.76,1.11,,,16.76,1.11,,,,,16.76,1.11,14.56719945631283,,20.684063914037733,,,167.94690232332357
1.83,26,749.36,497.28,-20.0,-0.65,-108.0,15.33,1,20.0,0.65,,,20.0,0.65,,,,,20.0,0.65,12.276033561374737,,21.856847897169466,,,169.93669703745576
1.87,26,747.5,497.08,-17.22,-1.85,92.67,-40.0,1,17.22,1.85,,,17.22,1.85,,,,,17.22,1.85,10.475328157150964,,23.007331440217055,,,171.87138010733491
1.9,26,745.69,496.88,-16.76,-1.85,15.33,0.0,1,16.76,1.85,,,16.76,1.85,,,,,16.76,1.85,8.575791508659718,,24.29923867120119,,,173.61920544686296
1.93,26,742.03,496.99,-33.89,1.02,-571.0,95.67,1,33.89,-1.02,,,33.89,-1.02,,,,,33.89,-1.02,4.50760468541769,,27.01981680174759,,,176.69102523897473
1.97,26,739.34,496.81,-24.91,-1.67,299.33,-89.67,1,24.91,1.67,,,24.91,1.67,,,,,24.91,1.67,1.8999999999999773,,29.194800907010833,,,179.27308247475418
2.0,26,737.91,496.41,-13.24,-3.7,389.0,-67.67,1,13.24,3.7,,,13.24,3.7,13.24,3.7,,,13.24,3.7,0.7640026177965846,,30.4676566214075,77.66935624813692,,180.83932675167756
2.03,26,735.95,495.9,-18.15,-4.72,-163.67,-34.0,1,18.15,4.72,,,18.15,4.72,,,,,18.15,4.72,2.4109956449566377,,32.808536998775175,,,182.24757501816046
2.07,26,734.31,495.72,-15.19,-1.67,98.67,101.67,1,15.19,1.67,,,15.19,1.67,,,,,15.19,1.67,4.160300469917977,,34.32570028418935,,,183.7756811985743
2.1,26,732.4,495.53,-17.69,-1.76,-83.33,-3.0,1,17.69,1.76,,,17.69,1.76,,,,,17.69,1.76,5.851674973885706,,35.814060088183275,,,185.89647791176682
2.13,26,730.35,495.16,-18.98,-3.43,-43.0,-55.67,1,18.98,3.43,,,18.98,3.43,,,,,18.98,3.43,7.6470255655385335,,37.4950050006664,,,188.25535556790936
2.17,26,728.05,494.78,-21.3,-3.52,-77.33,-3.0,1,21.3,3.52,,,21.3,3.52,,,,,21.3,3.52,9.929964753210346,,39.59869947359383,,,190.61596837620925
2.2,26,726.29,494.57,-16.3,-1.94,166.67,52.67,1,16.3,1.94,,,16.3,1.94,16.3,1.94,,,16.3,1.94,11.383272815846986,,40.93287798335225,89.5473310601718,,192.7207360405206
2.23,26,724.14,494.55,-19.91,-0.19,-120.33,58.33,1,19.91,0.19,,,19.91,0.19,19.91,0.19,,,19.91,0.19,12.799097624442123,,42.16126302662196,92.39720883230191,,195.5519981999673
2.27,26,721.99,494.14,-19.91,-3.8,0.0,-120.33,1,19.91,3.8,,,19.91,3.8,,,,,19.91,3.8,15.147468435352543,,44.37681601917836,,,197.57285972521635
2.3,26,720.69,493.86,-12.04,-2.59,262.33,40.33,1,12.04,2.59,,,12.04,2.59,12.04,2.59,,,12.04,2.59,16.449881458539473,,45.63118451234859,95.76747882240609,,198.93110214343054
2.33,26,718.61,493.61,-19.26,-2.31,-240.67,9.33,1,19.26,2.31,,,19.26,2.31,,,,,19.26,2.31,18.40564315638002,,47.45589636704797,,,201.15145438201534
2.37,26,715.7,493.1,-26.94,-4.72,-256.0,-80.33,1,26.94,4.72,,,26.94,4.72,,,,,26.94,4.72,21.43462852488932,,50.34392217537284,,,204.03680672859008
2.4,26,713.4,492.96,-21.3,-1.3,188.0,114.0,1,21.3,1.3,,,21.3,1.3,,,,,21.3,1.3,23.84450041414168,,52.564689669016474,,,206.19923617705282
2.43,26,711.11,492.79,-21.2,-1.57,3.33,-9.0,1,21.2,1.57,,,21.2,1.57,,,,,21.2,1.57,26.218657478978535,,54.77818909018438,,,208.4260943356182
2.47,26,708.83,492.55,-21.11,-2.22,3.0,-21.67,1,21.11,2.22,,,21.11,2.22,,,,,21.11,2.22,28.302496356328707,,56.75986698363554,,,210.90146538134823
2.5,26,705.86,492.33,-27.5,-2.04,-213.0,6.0,1,27.5,2.04,,,27.5,2.04,,,,,27.5,2.04,31.169467432088098,,59.464985495667975,,,213.9851069584049
2.53,26,703.72,492.08,-19.81,-2.31,256.33,-9.0,1,19.81,2.31,,,,,,,,,19.81,2.31,33.01576138755554,,,,,216.4427799673623
2.57,26,701.43,491.74,-21.2,-3.15,-46.33,-28.0,1,21.2,3.15,,,,,21.2,3.15,,,,,35.54790851794241,,,115.41932247245266,,
2.6,26,699.47,491.63,-18.15,-1.02,101.67,71.0,1,18.15,1.02,,,,,18.15,1.02,,,,,37.65733925810484,,,117.20929058739333,,
2.63,26,697.48,491.51,-18.43,-1.11,-9.33,-3.0,1,18.43,1.11,,,18.43,1.11,18.43,1.11,,,,,39.58917149928754,,67.53207312085127,119.25865545108246,,
2.67,26,695.31,491.48,-20.09,-0.28,-55.33,27.67,1,20.09,0.28,,,20.09,0.28,20.09,0.28,,,,,42.049277044914845,,69.8514029923523,121.1286010816603,,
2.7,26,693.6,491.27,-15.83,-1.94,142.0,-55.33,1,15.83,1.94,,,15.83,1.94,,,,,15.83,1.94,43.97070047201887,,71.71577302100286,,,225.77017008453527
