frame,leading,right_leading,left_leading,following,right_following,left_following
1.33,18.0,16.0,,,,
1.37,18.0,16.0,,,,
1.4,18.0,16.0,,,,
1.43,18.0,16.0,,,,
1.47,18.0,16.0,,,,
1.5,18.0,16.0,,,,
1.53,18.0,16.0,,,,
1.57,18.0,16.0,,,,
1.6,18.0,16.0,,,,
1.63,18.0,16.0,,,,
1.67,18.0,16.0,,,,
1.7,18.0,16.0,,,,
1.73,18.0,16.0,,,,
1.77,18.0,16.0,,,,
1.8,18.0,16.0,,,,
1.83,18.0,16.0,,,,
1.87,18.0,16.0,,,,
1.9,18.0,16.0,,,,
1.93,18.0,16.0,,,,
1.97,18.0,16.0,,,,
2.0,18.0,16.0,,,,
2.03,18.0,16.0,,,,
2.1,18.0,16.0,,,,
2.13,18.0,16.0,,,,
2.17,18.0,16.0,,,,
2.2,18.0,16.0,,,,
2.23,18.0,16.0,,,,
2.27,18.0,16.0,,,,
2.3,18.0,16.0,,,,
2.33,18.0,16.0,,,,
2.37,18.0,16.0,,,,
2.4,18.0,16.0,,,,
2.43,18.0,16.0,,,,
2.47,18.0,16.0,,,,
2.5,18.0,16.0,,,,
2.57,18.0,16.0,,,,
2.6,18.0,16.0,,,,
2.63,18.0,16.0,,,,
2.67,18.0,16.0,,,,
2.7,18.0,16.0,,,,
2.73,18.0,16.0,,,,
2.77,18.0,16.0,,,,
2.8,18.0,16.0,,,,
2.83,18.0,16.0,,,,
2.87,18.0,16.0,,,,
2.9,18.0,16.0,,,,
2.93,18.0,16.0,,,,
2.97,18.0,,,,,
3.0,18.0,,,,,
3.03,18.0,,,,,
3.07,18.0,,,,,
3.1,18.0,,,,,
3.13,18.0,,,,,
3.17,18.0,,,,,
3.2,18.0,,,,,
3.23,18.0,,,,,
3.27,18.0,,,,,
3.3,18.0,,,,,
3.33,18.0,,,,,
3.37,18.0,,,,,
3.4,18.0,,,30.0,,
3.43,18.0,,,30.0,,
3.47,18.0,,,30.0,,
3.5,18.0,,,30.0,,
