frame,ID,center_x,center_y,v_x,v_y,a_x,a_y,lane,preceding_rel_v_x,preceding_rel_v_y,right_preceding_rel_v_x,right_preceding_rel_v_y,left_preceding_rel_v_x,left_preceding_rel_v_y,following_rel_v_x,following_rel_v_y,right_following_rel_v_x,right_following_rel_v_y,left_following_rel_v_x,left_following_rel_v_y,preceding_distance,right_preceding_distance,left_preceding_distance,following_distance,right_following_distance,left_following_distance
0.0,14,920.55,520.79,0.0,0.0,0.0,0.0,1,,,,,,,,,,,0.0,0.0,,,,,,33.680629447799795
0.03,14,918.08,520.4,-22.87,-3.61,0.0,0.0,1,,,,,,,,,,,22.87,3.61,,,,,,36.440067233747
0.07,14,915.78,520.31,-21.3,-0.83,52.33,92.67,1,,,,,,,,,,,21.3,0.83,,,,,,38.39802599092823
0.1,14,912.59,520.04,-29.54,-2.5,-274.67,-55.67,1,,,,,,,,,,,29.54,2.5,,,,,,41.04111353265167
0.13,14,909.7,519.77,-26.76,-2.5,92.67,0.0,1,,,,,,,,,,,26.76,2.5,,,,,,43.94418277770106
0.17,14,906.52,519.47,-29.44,-2.78,-89.33,-9.33,1,,,,,,,,,,,29.44,2.78,,,,,,47.26001692763131
0.2,14,903.9,519.21,-24.26,-2.41,172.67,12.33,1,,,,,,,,,,,24.26,2.41,,,,,,50.25925685881157
0.23,14,901.2,519.11,-25.0,-0.93,-24.67,49.33,1,,,,,,,,,,,25.0,0.93,,,,,,52.75045023504537
0.27,14,898.2,519.0,-27.78,-1.02,-92.67,-3.0,1,,,,,,,,,,,27.78,1.02,,,,,,55.27689028879968
0.3,14,895.32,518.86,-26.67,-1.3,37.0,-9.33,1,,,,,,,,,,,26.67,1.3,,,,,,58.0892666505612
0.33,14,892.18,518.96,-29.07,0.93,-80.0,74.33,1,29.07,-0.93,,,,,,,,,29.07,-0.93,99.24559033025085,,,,,61.124680776262466
0.37,14,889.42,518.95,-25.56,-0.09,117.0,-34.0,1,25.56,0.09,,,,,,,,,25.56,0.09,96.63514112371327,,,,,63.90500762851061
0.4,14,886.8,518.86,-24.26,-0.83,43.33,-24.67,1,24.26,0.83,,,,,,,,,24.26,0.83,93.89834716330209,,,,,119.47825618077958
0.43,14,883.94,518.78,-26.48,-0.74,-74.0,3.0,1,26.48,0.74,,,,,,,,,26.48,0.74,90.88401399586168,,,,,122.16338976960314
0.47,14,881.23,518.83,-25.09,0.46,46.33,40.0,1,25.09,-0.46,,,,,,,,,25.09,-0.46,88.35053480313512,,,,,124.98641526181946
0.5,14,878.37,518.64,-26.48,-1.76,-46.33,-74.0,1,26.48,1.76,,,,,,,,,26.48,1.76,85.53543593154828,,,,,127.88913401849274
0.53,14,875.7,518.37,-24.72,-2.5,58.67,-24.67,1,24.72,2.5,,,,,,,,,24.72,2.5,82.95134115853699,,,,,130.65696498847657
0.57,14,872.77,518.03,-27.13,-3.15,-80.33,-21.67,1,27.13,3.15,,,,,,,,,27.13,3.15,80.00212809669503,,,,,133.60390712849676
0.6,14,869.77,517.74,-27.78,-2.69,-21.67,15.33,1,27.78,2.69,,,,,,,,,27.78,2.69,76.65973193274286,,,,,136.30610037705574
0.63,14,867.01,517.49,-25.56,-2.31,74.0,12.67,1,25.56,2.31,,,,,,,,,25.56,2.31,73.69944708069382,,,,,138.86391179856625
0.67,14,864.17,517.12,-26.3,-3.43,-24.67,-37.33,1,26.3,3.43,,,,,,,,,26.3,3.43,71.31458756804238,,,,,142.22093833187853
0.7,14,861.48,517.03,-24.91,-0.83,46.33,86.67,1,24.91,0.83,,,,,,,,,24.91,0.83,68.6486139699848,,,,,144.9127782495387
0.73,14,858.65,516.8,-26.2,-2.13,-43.0,-43.33,1,26.2,2.13,,,,,,,,,26.2,2.13,65.68043011430412,,,,,147.61648756151862
0.77,14,855.68,516.78,-27.5,-0.19,-43.33,64.67,1,27.5,0.19,,,27.5,0.19,,,,,27.5,0.19,62.52508296675818,,149.3193614371559,,,150.34849184478034
