frame,ID,car_type,center_x,center_y,front_x,front_y,back_x,back_y,width,height,lane,v_x,v_y,a_x,a_y
0.0,3, white car,44.65,430.54,32.87,430.54,56.43,430.54,23.56,11.13,1,0.0,0.0,0.0,0.0
0.03,3, white car,43.0,430.39,31.21,430.39,54.78,430.39,23.57,11.13,1,-15.28,-1.39,0.0,0.0
0.07,3, white car,41.49,430.07,29.8,430.07,53.18,430.07,23.38,11.03,1,-13.98,-2.96,43.33,-52.33
0.1,3, white car,39.41,430.11,27.78,430.11,51.03,430.11,23.25,10.95,1,-19.26,0.37,-176.0,111.0
0.13,3, white car,37.43,429.95,25.63,429.95,49.23,429.95,23.6,11.12,1,-18.33,-1.48,31.0,-61.67
0.17,3, white car,35.54,429.58,23.58,429.58,47.51,429.58,23.93,11.3,1,-17.5,-3.43,27.67,-65.0
0.2,3, white car,33.93,429.23,21.88,429.23,45.98,429.23,24.11,11.41,1,-14.91,-3.24,86.33,6.33
0.27,3, white car,30.51,428.85,17.89,428.85,43.13,428.85,25.24,12.0,1,-31.67,-3.52,-558.67,-9.33
0.3,3, white car,29.0,428.71,16.46,428.71,41.55,428.71,25.09,11.97,1,-13.98,-1.3,589.67,74.0
0.0,5, white car,145.91,447.28,131.26,447.28,160.56,447.28,29.3,13.05,1,0.0,0.0,0.0,0.0
0.03,5, white car,144.17,447.12,129.5,447.12,158.84,447.12,29.34,13.07,1,-16.11,-1.48,0.0,0.0
0.07,5, white car,142.41,446.74,127.77,446.74,157.06,446.74,29.3,13.04,1,-16.3,-3.52,-6.33,-68.0
0.1,5, white car,140.57,446.45,125.92,446.45,155.22,446.45,29.3,13.04,1,-17.04,-2.69,-24.67,27.67
0.13,5, white car,138.76,446.13,124.09,446.13,153.42,446.13,29.34,13.07,1,-16.76,-2.96,9.33,-9.0
0.17,5, white car,136.84,446.0,122.05,446.0,151.63,446.0,29.58,13.19,1,-17.78,-1.2,-34.0,58.67
0.2,5, white car,135.02,445.79,120.2,445.79,149.83,445.79,29.63,13.22,1,-16.85,-1.94,31.0,-24.67
0.23,5, white car,133.18,445.63,118.24,445.63,148.12,445.63,29.88,13.34,1,-17.04,-1.48,-6.33,15.33
0.27,5, white car,131.5,445.41,116.84,445.41,146.17,445.41,29.33,13.09,1,-15.56,-2.04,49.33,-18.67
0.3,5, white car,129.48,445.01,114.84,445.01,144.11,445.01,29.27,13.03,1,-18.7,-3.7,-104.67,-55.33
