frame,ID,car_type,x1,y1,x2,y2,center_x,center_y,front_x,front_y,back_x,back_y,width,height,lane
0.0,2, white car,825.13,520.89,846.61,530.74,835.87,525.82,825.13,525.82,846.61,525.82,21.48,9.86,1
0.03,2, white car,822.67,520.85,844.08,530.67,833.37,525.76,822.67,525.76,844.08,525.76,21.41,9.82,1
0.07,2, white car,820.37,521.04,841.85,530.9,831.11,525.97,820.37,525.97,841.85,525.97,21.48,9.85,1
0.1,2, white car,817.5,521.04,839.45,531.09,828.48,526.07,817.5,526.07,839.45,526.07,21.94,10.05,1
0.13,2, white car,814.73,520.96,836.48,530.9,825.61,525.93,814.73,525.93,836.48,525.93,21.76,9.94,1
0.17,2, white car,811.88,520.94,834.0,531.04,822.94,525.99,811.88,525.99,834.0,525.99,22.12,10.1,1
0.27,2, white car,804.05,520.81,825.79,530.72,814.92,525.76,804.05,525.76,825.79,525.76,21.74,9.91,1
0.3,2, white car,801.72,520.92,823.41,530.8,812.56,525.86,801.72,525.86,823.41,525.86,21.69,9.88,1
0.33,2, white car,798.74,521.0,820.37,530.84,809.55,525.92,798.74,525.92,820.37,525.92,21.62,9.85,1
0.37,2, white car,795.97,521.02,817.41,530.76,806.69,525.89,795.97,525.89,817.41,525.89,21.43,9.75,1
0.4,2, white car,793.7,521.28,814.67,530.8,804.18,526.04,793.7,526.04,814.67,526.04,20.97,9.52,1
0.43,2, white car,791.19,521.49,811.92,530.88,801.56,526.18,791.19,526.18,811.92,526.18,20.73,9.39,1
0.47,2, white car,788.68,521.58,809.31,530.9,798.99,526.24,788.68,526.24,809.31,526.24,20.63,9.33,1
0.5,2, white car,785.41,521.78,806.13,531.11,795.77,526.44,785.41,526.44,806.13,526.44,20.73,9.34,1
0.63,2, white car,774.58,521.62,795.98,531.25,785.28,526.43,774.58,526.43,795.98,526.43,21.39,9.63,1
0.67,2, white car,771.71,521.77,793.28,531.48,782.49,526.62,771.71,526.62,793.28,526.62,21.57,9.72,1
0.7,2, white car,768.71,521.56,790.64,531.43,779.67,526.49,768.71,526.49,790.64,526.49,21.93,9.88,1
0.73,2, white car,766.33,521.42,788.01,531.17,777.17,526.3,766.33,526.3,788.01,526.3,21.68,9.75,1
0.77,2, white car,763.47,521.59,785.08,531.29,774.27,526.44,763.47,526.44,785.08,526.44,21.62,9.7,1
0.8,2, white car,760.69,521.72,782.38,531.39,771.54,526.56,760.69,526.56,782.38,526.56,21.69,9.68,1
0.83,2, white car,757.56,521.69,779.5,531.42,768.53,526.56,757.56,526.56,779.5,526.56,21.94,9.73,1
0.87,2, white car,754.86,521.57,777.09,531.4,765.97,526.48,754.86,526.48,777.09,526.48,22.24,9.83,1
0.97,2, white car,747.53,521.48,769.76,531.28,758.64,526.38,747.53,526.38,769.76,526.38,22.23,9.8,1
1.0,2, white car,745.24,521.59,767.42,531.37,756.33,526.48,745.24,526.48,767.42,526.48,22.18,9.78,1
1.03,2, white car,742.5,521.82,764.4,531.5,753.45,526.66,742.5,526.66,764.4,526.66,21.9,9.68,1
1.07,2, white car,739.6,521.73,761.6,531.47,750.6,526.6,739.6,526.6,761.6,526.6,22.0,9.73,1
1.1,2, white car,737.14,521.87,758.78,531.45,747.96,526.66,737.14,526.66,758.78,526.66,21.64,9.58,1
1.13,2, white car,734.36,521.94,755.98,531.51,745.17,526.72,734.36,526.72,755.98,526.72,21.62,9.57,1
1.17,2, white car,731.56,522.14,753.16,531.68,742.36,526.91,731.56,526.91,753.16,526.91,21.6,9.54,1
1.2,2, white car,728.22,522.02,749.89,531.56,739.06,526.79,728.22,526.79,749.89,526.79,21.67,9.54,1
1.33,2, white car,718.02,521.64,739.92,531.27,728.97,526.45,718.02,526.45,739.92,526.45,21.9,9.63,1
1.37,2, white car,715.24,521.8,737.08,531.43,726.16,526.61,715.24,526.61,737.08,526.61,21.84,9.63,1
1.4,2, white car,712.21,521.73,734.37,531.53,723.29,526.63,712.21,526.63,734.37,526.63,22.16,9.8,1
1.43,2, white car,709.46,521.79,731.23,531.45,720.35,526.62,709.46,526.62,731.23,526.62,21.78,9.66,1
1.47,2, white car,706.73,521.96,728.31,531.59,717.52,526.77,706.73,526.77,728.31,526.77,21.58,9.63,1
1.5,2, white car,704.35,521.73,725.87,531.33,715.11,526.53,704.35,526.53,725.87,526.53,21.51,9.6,1
1.53,2, white car,701.99,521.73,723.39,531.28,712.69,526.51,701.99,526.51,723.39,526.51,21.4,9.54,1
1.57,2, white car,699.78,521.88,720.84,531.26,710.31,526.57,699.78,526.57,720.84,526.57,21.06,9.38,1
1.67,2, white car,690.39,521.0,712.45,530.82,701.42,525.91,690.39,525.91,712.45,525.91,22.06,9.82,1
1.7,2, white car,687.93,521.2,710.2,531.14,699.06,526.17,687.93,526.17,710.2,526.17,22.27,9.94,1
1.73,2, white car,685.74,521.31,707.74,531.17,696.74,526.24,685.74,526.24,707.74,526.24,21.99,9.86,1
1.77,2, white car,682.77,521.27,704.75,531.13,693.76,526.2,682.77,526.2,704.75,526.2,21.98,9.86,1
1.8,2, white car,680.17,521.44,701.66,531.11,690.91,526.27,680.17,526.27,701.66,526.27,21.49,9.67,1
1.83,2, white car,677.49,521.36,699.04,531.08,688.26,526.22,677.49,526.22,699.04,526.22,21.56,9.72,1
1.87,2, white car,674.97,521.08,696.44,530.76,685.71,525.92,674.97,525.92,696.44,525.92,21.47,9.68,1
1.9,2, white car,672.06,521.04,693.45,530.69,682.75,525.86,672.06,525.86,693.45,525.86,21.4,9.65,1
2.03,2, white car,661.74,520.89,683.6,530.78,672.67,525.83,661.74,525.83,683.6,525.83,21.85,9.89,1
2.07,2, white car,658.98,521.15,680.55,530.94,669.77,526.05,658.98,526.05,680.55,526.05,21.57,9.79,1
2.1,2, white car,656.02,521.05,677.68,530.89,666.85,525.97,656.02,525.97,677.68,525.97,21.66,9.84,1
2.13,2, white car,653.65,520.99,674.85,530.63,664.25,525.81,653.65,525.81,674.85,525.81,21.19,9.63,1
2.17,2, white car,650.7,521.16,671.96,530.86,661.33,526.01,650.7,526.01,671.96,526.01,21.25,9.7,1
2.2,2, white car,647.66,521.08,669.37,530.95,658.52,526.02,647.66,526.02,669.37,526.02,21.71,9.87,1
2.23,2, white car,645.03,520.85,666.56,530.61,655.8,525.73,645.03,525.73,666.56,525.73,21.53,9.75,1
2.37,2, white car,634.06,520.43,656.46,530.56,645.26,525.5,634.06,525.5,656.46,525.5,22.41,10.14,1
2.4,2, white car,631.57,520.6,653.8,530.61,642.68,525.6,631.57,525.6,653.8,525.6,22.22,10.0,1
