frame,ID,center_x,center_y,v_x,v_y,a_x,a_y,lane,preceding_rel_v_x,preceding_rel_v_y,right_preceding_rel_v_x,right_preceding_rel_v_y,left_preceding_rel_v_x,left_preceding_rel_v_y,following_rel_v_x,following_rel_v_y,right_following_rel_v_x,right_following_rel_v_y,left_following_rel_v_x,left_following_rel_v_y,preceding_distance,right_preceding_distance,left_preceding_distance,following_distance,right_following_distance,left_following_distance
0.0,10,1325.23,538.09,0.0,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,
0.03,10,1322.07,538.36,-29.26,2.5,0.0,0.0,1,,,,,,,,,,,,,,,,,,
0.07,10,1319.36,538.22,-25.09,-1.3,139.0,-126.67,1,,,,,,,,,,,,,,,,,,
0.1,10,1316.38,538.07,-27.59,-1.39,-83.33,-3.0,1,,,,,,,,,,,,,,,,,,
0.13,10,1313.14,537.97,-30.0,-0.93,-80.33,15.33,1,,,,,,,,,,,,,,,,,,
0.17,10,1309.24,537.65,-36.11,-2.96,-203.67,-67.67,1,,,,,,,,,,,,,,,,,,
0.2,10,1305.67,537.57,-33.06,-0.74,101.67,74.0,1,,,,,,,,,,,,,,,,,,
0.23,10,1302.68,537.56,-27.69,-0.09,179.0,21.67,1,,,,,,,,,,,,,,,,,,
0.27,10,1299.73,537.45,-27.31,-1.02,12.67,-31.0,1,,,,,,,,,,,,,,,,,,
0.3,10,1296.75,537.31,-27.59,-1.3,-9.33,-9.33,1,,,,,,,,,,,,,,,,,,
0.33,10,1293.56,537.43,-29.54,1.11,-65.0,80.33,1,,,,,,,,,,,,,,,,,,
0.37,10,1290.52,537.22,-28.15,-1.94,46.33,-101.67,1,,,,,,,,,,,,,,,,,,
0.4,10,1286.83,537.19,-34.17,-0.28,-200.67,55.33,1,,,,,,,,,,,,,,,,,,
0.43,10,1283.65,536.99,-29.44,-1.85,157.67,-52.33,1,,,,,,,,,,,,,,,,,,
0.47,10,1280.41,536.97,-30.0,-0.19,-18.67,55.33,1,,,,,,,,,,,,,,,,,,
0.5,10,1277.21,536.98,-29.63,0.09,12.33,9.33,1,,,,,,,,,,,,,,,,,,
0.53,10,1273.88,536.74,-30.83,-2.22,-40.0,-77.0,1,,,,,,,,,,,,,,,,,,
0.57,10,1270.41,536.37,-32.13,-3.43,-43.33,-40.33,1,,,,,,,,,,,,,,,,,,
0.6,10,1267.21,536.21,-29.63,-1.48,83.33,65.0,1,,,,,,,,,,,,,,,,,,
0.63,10,1264.25,536.12,-27.41,-0.83,74.0,21.67,1,,,,,,,,,,,,,,,,,,
0.67,10,1261.2,536.15,-28.24,0.28,-27.67,37.0,1,,,,,,,,,,,,,,,,,,
0.7,10,1257.93,536.08,-30.28,-0.65,-68.0,-31.0,1,,,,,,,,,,,,,,,,,,
0.73,10,1254.72,535.99,-29.72,-0.83,18.67,-6.0,1,,,,,,,,,,,,,,,,,,
0.77,10,1251.58,536.07,-29.07,0.74,21.67,52.33,1,,,,,,,,,,,,,,,,,,
0.8,10,1248.67,536.19,-26.94,1.11,71.0,12.33,1,,,,,,,,,,,,,,,,,,
0.83,10,1245.83,536.07,-26.3,-1.11,21.33,-74.0,1,,,,,,,,,,,,,,,,,,
0.87,10,1242.37,536.04,-32.04,-0.28,-191.33,27.67,1,,,,,,,,,,,,,,,,,,
0.9,10,1238.62,535.8,-34.72,-2.22,-89.33,-64.67,1,,,,,,,,,,,,,,,,,,
0.93,10,1235.09,535.6,-32.69,-1.85,67.67,12.33,1,,,,,,,,,,,,,,,,,,
0.97,10,1231.76,535.53,-30.83,-0.65,62.0,40.0,1,,,,,,,,,,,,,,,,,,
1.0,10,1228.44,535.34,-30.74,-1.76,3.0,-37.0,1,,,,,,,,,,,,,,,,,,
1.03,10,1225.21,534.95,-29.91,-3.61,27.67,-61.67,1,29.91,3.61,,,,,,,,,,,97.30197223078264,,,,,
1.07,10,1222.09,534.75,-28.89,-1.85,34.0,58.67,1,28.89,1.85,,,,,,,,,,,93.77688947709878,,,,,
1.1,10,1218.71,534.65,-31.3,-0.93,-80.33,30.67,1,31.3,0.93,,,,,,,,,,,90.39910287165453,,,,,
1.13,10,1215.3,534.46,-31.57,-1.76,-9.0,-27.67,1,31.57,1.76,,,,,,,,,,,87.07436189832224,,,,,
1.17,10,1212.19,534.46,-28.8,0.0,92.33,58.67,1,28.8,0.0,,,,,,,,,,,83.94425114324396,,,,,
1.2,10,1209.05,534.68,-29.07,2.04,-9.0,68.0,1,29.07,-2.04,,,,,,,,,,,80.86354926665037,,,,,
1.23,10,1205.68,534.85,-31.2,1.57,-71.0,-15.67,1,31.2,-1.57,,,,,,,,,,,77.33310351977347,,,,,
1.27,10,1202.28,534.81,-31.48,-0.37,-9.33,-64.67,1,31.48,0.37,,,,,,,,,,,74.25311441279761,,,,,
1.3,10,1199.29,534.7,-27.69,-1.02,126.33,-21.67,1,27.69,1.02,,,,,,,,,,,71.28649240915146,,,,,
1.33,10,1196.18,534.44,-28.8,-2.41,-37.0,-46.33,1,28.8,2.41,,,,,,,,,,,68.0167626398082,,,,,
1.37,10,1192.61,534.02,-33.06,-3.89,-142.0,-49.33,1,33.06,3.89,,,,,,,,,,,64.28340765703078,,,,,
1.4,10,1189.32,533.73,-30.46,-2.69,86.67,40.0,1,30.46,2.69,,,,,,,,,,,61.140069512554454,,,,,
1.43,10,1186.25,533.46,-28.43,-2.5,67.67,6.33,1,28.43,2.5,,,,,,,,,,,57.948977557848345,,,,,
1.47,10,1182.46,533.21,-35.09,-2.31,-222.0,6.33,1,35.09,2.31,,,,,,,,,,,54.36200235458581,,,,,
1.5,10,1178.22,533.12,-39.26,-0.83,-139.0,49.33,1,39.26,0.83,,,,,,,,,,,50.76233347670301,,,,,
1.53,10,1174.95,533.01,-30.28,-1.02,299.33,-6.33,1,30.28,1.02,,,,,,,,,,,47.480114785034026,,,,,
1.57,10,1171.7,532.86,-30.09,-1.39,6.33,-12.33,1,30.09,1.39,,,,,,,,,,,44.44290719563685,,,,,
1.6,10,1168.42,532.81,-30.37,-0.46,-9.33,31.0,1,30.37,0.46,,,,,,,,,,,41.20062256811164,,,,,
1.63,10,1165.72,532.88,-25.0,0.65,179.0,37.0,1,25.0,-0.65,,,,,,,,,,,37.90834340880642,,,,,
1.67,10,1162.67,532.69,-28.24,-1.76,-108.0,-80.33,1,28.24,1.76,,,,,,,,,,,34.456177965642034,,,,,
1.7,10,1159.25,532.9,-31.67,1.94,-114.33,123.33,1,31.67,-1.94,,,,,,,,,,,31.396974376522376,,,,,
1.73,10,1155.95,532.89,-30.56,-0.09,37.0,-67.67,1,30.56,0.09,,,,,,,,,,,27.969528061803285,,,,,
1.77,10,1152.58,532.8,-31.2,-0.83,-21.33,-24.67,1,31.2,0.83,,,,,,,,,,,24.686775812162946,,,,,
1.8,10,1149.41,533.0,-29.35,1.85,61.67,89.33,1,29.35,-1.85,,,,,,,,,,,21.40175927348033,,,,,
1.83,10,1146.06,533.07,-31.02,0.65,-55.67,-40.0,1,31.02,-0.65,,,,,,,,,,,18.607745699036172,,,,,
1.87,10,1142.93,533.09,-28.98,0.19,68.0,-15.33,1,28.98,-0.19,,,,,,,,,,,15.579480094021044,,,,,
1.9,10,1139.46,533.0,-32.13,-0.83,-105.0,-34.0,1,32.13,0.83,,,,,,,,,,,12.580238471507501,,,,,
1.93,10,1135.95,532.81,-32.5,-1.76,-12.33,-31.0,1,32.5,1.76,,,,,,,,,,,9.38597357763159,,,,,
1.97,10,1132.47,532.62,-32.22,-1.76,9.33,0.0,1,32.22,1.76,,,,,,,,,,,6.736467917239707,,,,,
2.0,10,1129.0,532.58,-32.13,-0.37,3.0,46.33,1,32.13,0.37,,,,,,,,,,,5.054463374088382,,,,,
2.03,10,1125.48,532.49,-32.59,-0.83,-15.33,-15.33,1,32.59,0.83,,,,,,,,,,,5.331613264294434,,,,,
2.07,10,1122.01,532.4,-32.13,-0.83,15.33,0.0,1,32.13,0.83,,,,,,,,,,,7.6026311234993305,,,,,
2.1,10,1118.71,532.31,-30.56,-0.83,52.33,0.0,1,30.56,0.83,,,,,,,,,,,10.281502808442019,,,,,
2.13,10,1115.28,532.25,-31.76,-0.56,-40.0,9.0,1,31.76,0.56,,,,,,,,,,,13.205945630662082,,,,,
2.17,10,1112.06,532.03,-29.81,-2.04,65.0,-49.33,1,29.81,2.04,,,,,,,,,,,16.349314970358847,,,,,
2.2,10,1108.74,531.93,-30.74,-0.93,-31.0,37.0,1,30.74,0.93,,,,,,,,,,,19.684280530413123,,,,,
2.23,10,1105.24,532.01,-32.41,0.74,-55.67,55.67,1,32.41,-0.74,,,,,,,,,,,23.24681698641766,,,,,
2.27,10,1101.53,531.75,-34.35,-2.41,-64.67,-105.0,1,34.35,2.41,,,,,,,,,,,26.800839539089086,,,,,
2.3,10,1098.56,531.75,-27.5,0.0,228.33,80.33,1,27.5,0.0,,,,,,,,,,,29.670473538519847,,,,,
2.33,10,1095.22,531.7,-30.93,-0.46,-114.33,-15.33,1,30.93,0.46,,,,,,,,,,,32.75760217109915,,,,,
2.37,10,1091.96,531.77,-30.19,0.65,24.67,37.0,1,30.19,-0.65,,,,,,,,,,,36.42038165642975,,,,,
2.4,10,1088.96,531.83,-27.78,0.56,80.33,-3.0,1,27.78,-0.56,,,,,,,,,,,39.44889605552989,,,,,
2.43,10,1085.63,531.81,-30.83,-0.19,-101.67,-25.0,1,30.83,0.19,,,,,,,,,,,42.92912531137807,,,,,
2.47,10,1082.01,531.96,-33.52,1.39,-89.67,52.67,1,33.52,-1.39,,,,,,,,,,,46.26838337353051,,,,,
2.5,10,1078.43,532.08,-33.15,1.11,12.33,-9.33,1,33.15,-1.11,,,,,,,,,,,49.90434950983736,,,,,
2.53,10,1075.01,532.21,-31.67,1.2,49.33,3.0,1,31.67,-1.2,,,,,,,,,,,52.92422696648486,,,,,
2.57,10,1072.19,532.29,-26.11,0.74,185.33,-15.33,1,26.11,-0.74,,,,,,,,,,,55.97017509352635,,,,,
2.6,10,1068.45,532.2,-34.63,-0.83,-284.0,-52.33,1,34.63,0.83,,,,,,,,,,,59.69137961213494,,,,,
2.63,10,1064.47,532.3,-36.85,0.93,-74.0,58.67,1,,,,,,,,,,,,,,,,,,
2.67,10,1060.85,532.44,-33.52,1.3,111.0,12.33,1,33.52,-1.3,,,,,,,,,,,67.53794859188437,,,,,
2.7,10,1057.64,532.45,-29.72,0.09,126.67,-40.33,1,29.72,-0.09,,,,,,,,,,,70.79088783169777,,,,,
2.73,10,1054.31,532.37,-30.83,-0.74,-37.0,-27.67,1,30.83,0.74,,,,,,,,,,,74.00875421191752,,,,,
2.77,10,1050.95,532.45,-31.11,0.74,-9.33,49.33,1,31.11,-0.74,,,,,,,,,,,77.8662397962044,,,,,
2.8,10,1047.61,532.69,-30.93,2.22,6.0,49.33,1,30.93,-2.22,,,,,,,,,,,80.8952884907397,,,,,
2.83,10,1044.61,532.82,-27.78,1.2,105.0,-34.0,1,27.78,-1.2,,,,,,,,,,,83.9574868609107,,,,,
2.87,10,1040.42,532.75,-38.8,-0.65,-367.33,-61.67,1,38.8,0.65,,,,,,,,,,,88.00616171609816,,,,,
