frame,leading,right_leading,left_leading,following,right_following,left_following
3.2,,,17.0,,,
3.23,,,17.0,,,
3.27,,,17.0,,,
3.3,,,17.0,,,
3.33,,,17.0,,,
3.37,,,17.0,,,
3.4,,,17.0,,,
3.43,,,17.0,,,
3.47,,,17.0,,,
3.5,,,17.0,,,
3.53,,,17.0,,,
3.57,,,17.0,,,
3.6,,,17.0,,,
3.63,,,11.0,,,
3.67,,,17.0,,,
3.7,,,11.0,,,
3.73,,,11.0,,,
3.77,,,11.0,,,
3.8,,,11.0,,,
3.83,,,17.0,,,6.0
3.87,,,17.0,,,6.0
3.9,,,11.0,,,6.0
3.93,,,11.0,,,6.0
3.97,,,11.0,,,6.0
4.0,,,11.0,,,6.0
4.03,,,17.0,,,6.0
4.07,,,11.0,,,17.0
4.1,,,11.0,,,17.0
4.13,,,11.0,,,17.0
4.17,,,11.0,,,17.0
4.2,,,11.0,,,17.0
4.23,,,11.0,,,17.0
4.27,,,11.0,,,17.0
4.3,,,11.0,,,17.0
4.33,,,11.0,,,17.0
4.37,,,11.0,,,17.0
4.4,,,11.0,,,17.0
4.43,,,11.0,,,17.0
4.47,,,11.0,,,17.0
4.5,,,11.0,,,17.0
4.53,,,11.0,,,33.0
4.57,,,11.0,,,33.0
4.6,,,11.0,,,17.0
4.63,,,11.0,,,33.0
4.67,,,11.0,,,17.0
4.7,,,11.0,,,17.0
4.73,,,,,,33.0
4.77,,,11.0,,,17.0
4.8,,,,,,17.0
4.83,,,,,,17.0
4.87,,,11.0,,,17.0
4.9,,,11.0,,,17.0
4.93,,,11.0,,,17.0
4.97,,,,,,17.0
5.0,,,,,,17.0
5.03,,,,,,17.0
5.07,,,11.0,,,17.0
5.1,,,11.0,,,17.0
5.13,,,11.0,,,17.0
5.17,,,,,,17.0
5.2,,,,,,17.0
5.23,,,,,,17.0
5.27,,,,,,17.0
5.3,,,,,,17.0
5.33,,,11.0,,,17.0
5.37,,,,,,17.0
5.4,,,,,,17.0
5.43,,,,,,17.0
5.47,,,,,,17.0
5.5,,,,,,17.0
5.53,,,,,,17.0
5.57,,,,,,17.0
5.6,,,,,,17.0
5.63,,,,,,17.0
5.67,,,,,,6.0
5.7,,,,,,6.0
5.73,,,,,,6.0
5.77,,,,,,6.0
5.8,,,,,,17.0
5.83,,,,,,17.0
5.87,,,,,,17.0
5.9,,,11.0,,,17.0
5.93,,,,,,17.0
5.97,,,,,,17.0
6.0,,,,,,17.0
6.03,,,,,,17.0
6.07,,,,,,17.0
6.1,,,,,,17.0
6.13,,,,,,17.0
6.17,,,,,,17.0
6.2,,,,,,17.0
6.23,,,,,,17.0
6.27,,,11.0,,,6.0
6.3,,,11.0,,,6.0
6.33,,,,,,6.0
6.37,,,,,,17.0
6.4,,,,6.0,,17.0
6.43,,,,6.0,,
6.47,,,,6.0,,
6.5,,,,6.0,,17.0
6.53,,,,6.0,,17.0
6.57,,,,6.0,,17.0
6.6,,,,6.0,,17.0
6.63,,,,6.0,,17.0
6.67,,,,6.0,,17.0
6.7,,,,6.0,,17.0
6.73,,,,6.0,,17.0
6.77,,,,6.0,,17.0
6.8,,,,6.0,,17.0
6.83,,,,6.0,,17.0
6.87,,,,6.0,,17.0
6.9,,,,6.0,,17.0
6.93,,,11.0,6.0,,17.0
6.97,,,,6.0,,17.0
7.0,,,,6.0,,17.0
7.03,,,,6.0,,17.0
7.07,,,,6.0,,17.0
7.1,,,,6.0,,17.0
7.13,,,,6.0,,17.0
7.17,,,,6.0,,17.0
7.2,,,,6.0,,17.0
7.23,,,,6.0,,17.0
7.27,,,,6.0,,17.0
7.3,,,,6.0,,17.0
7.33,,,,6.0,,17.0
7.37,,,,6.0,,17.0
7.4,,,,6.0,,17.0
7.43,,,,6.0,,17.0
7.47,,,,6.0,,17.0
7.5,,,,6.0,,17.0
7.53,,,,6.0,,17.0
8.0,,10.0,,6.0,,17.0
8.03,,10.0,,6.0,,17.0
8.07,,10.0,,6.0,,17.0
8.1,,10.0,,6.0,,17.0
8.13,,10.0,,6.0,,17.0
8.17,,10.0,,6.0,,17.0
8.2,,10.0,,6.0,,
8.23,,10.0,,6.0,,17.0
8.27,,10.0,,6.0,,17.0
8.3,,10.0,,6.0,,17.0
8.33,,10.0,,6.0,,17.0
8.37,,10.0,11.0,6.0,,17.0
8.4,,10.0,,6.0,,17.0
8.43,,10.0,,6.0,,17.0
8.47,,10.0,11.0,6.0,,17.0
8.5,,10.0,11.0,6.0,,17.0
8.53,,10.0,11.0,6.0,,17.0
8.57,,10.0,11.0,6.0,,17.0
8.6,,10.0,11.0,6.0,,17.0
8.63,,10.0,,6.0,,17.0
8.67,,10.0,,6.0,,17.0
8.7,,10.0,,6.0,,17.0
8.73,,10.0,,6.0,,17.0
8.77,,10.0,11.0,6.0,,17.0
8.8,,10.0,,6.0,,17.0
8.83,,10.0,,6.0,,17.0
8.87,,10.0,11.0,,,17.0
8.9,,10.0,,,,17.0
8.93,,10.0,11.0,,,17.0
8.97,,10.0,11.0,,,17.0
9.0,,10.0,11.0,,,17.0
9.03,,10.0,11.0,,,17.0
9.07,,10.0,,,,17.0
9.1,,10.0,11.0,,,17.0
9.13,,10.0,,,,17.0
9.17,,10.0,11.0,,,17.0
9.2,,10.0,11.0,,,17.0
9.23,,10.0,11.0,,,17.0
9.27,,10.0,11.0,,,17.0
9.3,,10.0,25.0,,,17.0
9.33,,10.0,,,,17.0
9.37,,10.0,,,,17.0
9.4,,10.0,,,,17.0
9.43,,10.0,,,,17.0
9.47,,10.0,11.0,,,17.0
9.5,,10.0,25.0,,,17.0
9.53,,10.0,25.0,,,17.0
9.57,,10.0,25.0,,,11.0
9.6,,10.0,25.0,,,11.0
9.63,,10.0,,,,17.0
9.67,,10.0,,,,
9.7,,10.0,,,,17.0
9.73,,10.0,,,,17.0
9.77,,10.0,,,,
9.8,,10.0,25.0,,,11.0
9.83,,10.0,25.0,,,
9.87,,10.0,25.0,,,11.0
9.9,,10.0,25.0,,,11.0
9.93,,10.0,25.0,,,11.0
9.97,,10.0,,,,
