frame,ID,center_x,center_y,v_x,v_y,a_x,a_y,lane,preceding_rel_v_x,preceding_rel_v_y,right_preceding_rel_v_x,right_preceding_rel_v_y,left_preceding_rel_v_x,left_preceding_rel_v_y,following_rel_v_x,following_rel_v_y,right_following_rel_v_x,right_following_rel_v_y,left_following_rel_v_x,left_following_rel_v_y,preceding_distance,right_preceding_distance,left_preceding_distance,following_distance,right_following_distance,left_following_distance
0.0,1,242.38,519.74,0.0,0.0,0.0,0.0,3,,,,,,,0.0,0.0,,,,,,,,114.50191832454165,,
0.03,1,242.38,519.74,0.0,0.0,0.0,0.0,3,,,,,,,0.0,0.0,,,,,,,,114.43209077876715,,
0.07,1,242.38,519.75,0.0,0.09,0.0,3.0,3,,,,,,,0.0,-0.09,,,,,,,,114.42141407970804,,
0.1,1,242.4,519.77,0.19,0.19,6.33,3.33,3,,,,,,,-0.19,-0.19,,,,,,,,114.43996504718099,,
0.13,1,242.4,519.76,0.0,-0.09,-6.33,-9.33,3,,,,,,,0.0,0.09,,,,,,,,114.39078721645377,,
0.17,1,242.58,519.72,1.67,-0.37,55.67,-9.33,3,,,,,,,-1.67,0.37,,,,,,,,114.11429095428849,,
0.2,1,242.48,519.73,-0.93,0.09,-86.67,15.33,3,,,,,,,0.93,-0.09,,,,,,,,114.27318889398336,,
0.23,1,242.44,519.76,-0.37,0.28,18.67,6.33,3,,,,,,,0.37,-0.28,,,,,,,,114.40076267228291,,
0.27,1,242.48,519.78,0.37,0.19,24.67,-3.0,3,,,,,,,-0.37,-0.19,,,,,,,,114.48914446356915,,
0.3,1,242.49,519.79,0.09,0.09,-9.33,-3.33,3,,,,,,,-0.09,-0.09,,,,,,,,114.55827687251588,,
0.33,1,242.45,519.77,-0.37,-0.19,-15.33,-9.33,3,,,,,,,0.37,0.19,,,,,,,,114.69933042524706,,
0.37,1,242.48,519.73,0.28,-0.37,21.67,-6.0,3,,,,,,,-0.28,0.37,,,,,,,,114.67220107768058,,
0.4,1,242.48,519.78,0.0,0.46,-9.33,27.67,3,0.0,-0.46,,,,,0.0,-0.46,,,,,73.58824498518769,,,114.65873058777512,,
0.43,1,242.56,519.81,0.74,0.28,24.67,-6.0,3,-0.74,-0.28,,,,,-0.74,-0.28,-0.74,-0.28,,,73.67980456000137,,,114.58681294110593,176.3947867710381,
0.47,1,242.52,519.84,-0.37,0.28,-37.0,0.0,3,0.37,-0.28,,,,,0.37,-0.28,0.37,-0.28,,,73.65157024802662,,,114.63461301020736,176.44813685613119,
0.5,1,242.47,519.87,-0.46,0.28,-3.0,0.0,3,0.46,-0.28,,,,,0.46,-0.28,0.46,-0.28,,,73.5933998399313,,,114.68242280314803,176.50149007869595,
0.53,1,242.54,519.9,0.65,0.28,37.0,0.0,3,-0.65,-0.28,,,,,-0.65,-0.28,-0.65,-0.28,,,73.72492183786972,,,114.66040729039824,176.48539571307313,
0.57,1,242.53,519.9,-0.09,0.0,-24.67,-9.33,3,0.09,0.0,,,,,0.09,0.0,0.09,0.0,,,73.79480334007265,,,114.75019520680566,176.57468957922592,
