frame,leading,right_leading,left_leading,following,right_following,left_following
0.0,,,,59,,
0.03,,,,59,,
0.07,,,,59,,
0.1,,,,59,,
0.13,,,,59,,
0.17,,,,59,,
0.2,,,,59,,
0.23,,,,59,,
0.27,,,,59,,
0.3,,,,59,,
0.33,,,,59,,
0.37,,,,59,,
0.4,71.0,,,59,,
0.43,71.0,,,59,45.0,
0.47,71.0,,,59,45.0,
0.5,71.0,,,59,45.0,
0.53,71.0,,,59,45.0,
0.57,71.0,,,59,45.0,
0.6,71.0,,,59,45.0,
0.63,71.0,,,59,45.0,
0.67,71.0,,,59,45.0,
0.7,71.0,,,59,45.0,
0.73,71.0,,,59,45.0,
0.77,71.0,,,59,45.0,
0.8,71.0,,,59,45.0,
0.83,71.0,,,59,45.0,
0.87,71.0,,,59,45.0,
0.9,71.0,,,59,45.0,
0.93,71.0,,,59,45.0,
0.97,,,,59,45.0,
1.0,,,,59,45.0,
1.03,,,,59,45.0,
1.07,,,,59,45.0,
1.1,,,,59,45.0,
1.13,,,,59,45.0,
1.17,,,,59,45.0,
1.2,,,,59,45.0,
1.23,,,,59,45.0,
1.27,,,,59,45.0,
1.3,,,,59,45.0,
1.33,,,,59,45.0,
1.37,,,,59,45.0,
1.4,,,,59,45.0,
1.43,71.0,,,59,45.0,
1.47,,,,59,45.0,
1.5,71.0,,,59,45.0,
1.53,,,,59,45.0,
1.57,,,,59,45.0,
1.6,,,,59,45.0,
1.63,71.0,,,59,45.0,
1.67,,,,59,45.0,
1.7,,,,59,45.0,
1.73,71.0,,,59,45.0,
1.77,71.0,,,59,45.0,
1.8,,,,59,45.0,
1.83,,,,59,45.0,
1.87,,,,59,45.0,
1.9,,,,59,45.0,
1.93,,,,59,45.0,
1.97,,,,59,45.0,
2.0,,,,59,45.0,
2.03,,,,59,45.0,
2.07,,,,59,45.0,
2.1,,,,59,26.0,
2.13,,,,59,45.0,
2.17,,,,59,45.0,
2.2,,,,59,45.0,
2.23,,,,59,45.0,
2.27,,,,59,45.0,
2.3,,,,59,45.0,
2.33,,,,59,45.0,
2.37,,,,59,45.0,
2.4,,,,59,45.0,
2.43,71.0,,,59,45.0,
2.47,71.0,,,59,45.0,
2.5,71.0,,,59,45.0,
2.53,71.0,,,59,45.0,
2.57,71.0,,,59,45.0,
2.6,71.0,,,59,45.0,
2.63,71.0,,,59,45.0,
2.67,71.0,45.0,,59,26.0,
2.7,71.0,45.0,,59,26.0,
2.73,71.0,45.0,,59,26.0,
2.77,71.0,45.0,,59,26.0,
2.8,71.0,45.0,,59,26.0,
2.83,71.0,45.0,,59,26.0,
2.87,71.0,45.0,,59,26.0,
2.9,71.0,45.0,,59,26.0,
2.93,71.0,45.0,,59,26.0,
2.97,71.0,45.0,,59,26.0,
3.0,71.0,45.0,,59,26.0,
3.03,71.0,45.0,,59,26.0,
3.07,71.0,45.0,,59,26.0,
3.1,71.0,45.0,,59,26.0,
3.13,71.0,45.0,,59,26.0,
3.17,71.0,45.0,,59,26.0,
3.2,71.0,45.0,,59,26.0,
3.23,,45.0,,59,26.0,
3.27,71.0,45.0,,59,26.0,
3.3,,26.0,,59,25.0,
3.33,71.0,26.0,,59,25.0,
3.37,71.0,26.0,,59,25.0,
3.4,71.0,26.0,,59,25.0,
3.43,,26.0,,59,,
3.47,71.0,26.0,,59,,
3.5,71.0,26.0,,59,,
3.53,71.0,26.0,,59,25.0,
3.57,71.0,26.0,,59,25.0,
3.6,71.0,26.0,,59,25.0,
3.63,71.0,26.0,,59,25.0,
3.67,71.0,26.0,,59,25.0,
3.7,,26.0,,59,25.0,
3.73,71.0,45.0,,59,25.0,
3.77,71.0,45.0,,59,25.0,
3.8,,45.0,,59,25.0,
3.83,,45.0,,59,25.0,
3.87,71.0,45.0,,59,25.0,
3.9,71.0,45.0,,59,25.0,
3.93,71.0,45.0,,59,25.0,
3.97,71.0,45.0,,59,25.0,
4.0,71.0,45.0,,59,25.0,
4.03,71.0,45.0,,59,25.0,
4.07,71.0,45.0,,59,25.0,
4.1,71.0,45.0,,59,25.0,
4.13,71.0,45.0,,59,25.0,
4.17,71.0,45.0,,59,25.0,
4.2,71.0,45.0,,59,49.0,
4.23,71.0,45.0,,59,49.0,
4.27,71.0,45.0,,59,49.0,
4.3,71.0,45.0,,59,49.0,
4.33,71.0,45.0,,59,49.0,
4.37,71.0,45.0,,59,49.0,
4.4,71.0,45.0,,59,49.0,
4.43,71.0,45.0,,59,49.0,
4.47,71.0,45.0,,59,49.0,
4.5,71.0,45.0,,59,49.0,
4.53,71.0,45.0,,59,49.0,
4.57,71.0,45.0,,59,49.0,
4.6,,45.0,,59,49.0,
4.63,71.0,45.0,,59,49.0,
4.67,71.0,45.0,,59,49.0,
4.7,71.0,45.0,,59,49.0,
4.73,71.0,45.0,,59,49.0,
4.77,71.0,45.0,,59,49.0,
4.8,71.0,45.0,,82,49.0,
4.83,71.0,45.0,,82,49.0,
4.87,71.0,45.0,,59,49.0,
4.9,71.0,45.0,,59,25.0,
4.93,71.0,45.0,,59,49.0,
4.97,71.0,45.0,,59,49.0,
5.0,71.0,45.0,,59,49.0,
5.03,71.0,45.0,,59,49.0,
5.07,71.0,45.0,,59,49.0,
5.1,71.0,45.0,,59,49.0,
5.13,71.0,45.0,,59,49.0,
5.17,71.0,45.0,,59,49.0,
5.2,71.0,45.0,,59,49.0,
5.23,71.0,45.0,,59,49.0,
5.27,71.0,45.0,,59,49.0,
5.3,71.0,26.0,,59,49.0,
5.33,,26.0,,59,49.0,
5.37,71.0,26.0,,59,49.0,
5.4,71.0,26.0,,59,49.0,
5.43,71.0,26.0,,59,49.0,
5.47,71.0,26.0,,59,49.0,
5.5,71.0,26.0,,59,49.0,
5.53,71.0,26.0,,59,49.0,
5.57,71.0,26.0,,59,49.0,
5.6,71.0,26.0,,59,49.0,
5.63,71.0,26.0,,59,49.0,
5.67,71.0,26.0,,59,49.0,
5.7,71.0,26.0,,59,49.0,
5.73,71.0,26.0,,59,49.0,
5.77,71.0,26.0,,59,49.0,
5.8,,26.0,,59,49.0,
5.83,,26.0,,59,49.0,
5.87,,26.0,,59,49.0,
5.9,,26.0,,59,49.0,
5.93,71.0,26.0,,59,49.0,
5.97,71.0,26.0,,59,49.0,
6.0,71.0,26.0,,59,49.0,
6.03,71.0,26.0,,59,49.0,
6.07,71.0,26.0,,59,49.0,
6.1,71.0,26.0,,59,49.0,
6.13,,26.0,,59,49.0,
6.17,,25.0,,59,49.0,
6.2,,25.0,,59,49.0,
6.23,,25.0,,59,49.0,
6.27,,25.0,,59,49.0,
6.3,,25.0,,59,49.0,
6.33,71.0,25.0,,59,,
6.37,71.0,25.0,,59,49.0,
6.4,71.0,25.0,,59,49.0,
6.43,71.0,25.0,,59,49.0,
6.47,71.0,25.0,,59,49.0,
6.5,71.0,25.0,,59,49.0,
6.53,71.0,25.0,,59,49.0,
6.57,71.0,25.0,,59,49.0,
6.6,71.0,25.0,,59,49.0,
6.63,71.0,25.0,,59,49.0,
6.67,71.0,25.0,,59,49.0,
6.7,71.0,25.0,,59,49.0,
6.73,71.0,25.0,,59,49.0,
6.77,85.0,25.0,,59,49.0,
6.8,71.0,25.0,,59,49.0,
6.83,71.0,25.0,,59,49.0,
6.87,71.0,25.0,,59,49.0,
6.9,71.0,49.0,,59,,
6.93,71.0,49.0,,59,,
6.97,71.0,49.0,,59,,
7.0,71.0,49.0,,59,,
7.03,71.0,49.0,,59,,
7.07,71.0,49.0,,59,,
7.1,71.0,49.0,,59,,
7.13,71.0,49.0,,59,,
7.17,71.0,49.0,,59,,
7.2,71.0,49.0,,59,,
7.23,71.0,49.0,,59,,
7.27,71.0,49.0,,59,,
7.3,71.0,49.0,,59,,
7.33,71.0,49.0,,59,,
7.37,71.0,49.0,,59,,
7.4,71.0,49.0,,59,,
7.43,71.0,49.0,,59,,
7.47,71.0,49.0,,59,,
7.5,71.0,49.0,,59,,
7.53,71.0,49.0,,59,,
7.57,71.0,49.0,,59,,
7.6,71.0,49.0,,59,,
7.63,71.0,25.0,,59,,
