frame,ID,center_x,center_y,v_x,v_y,a_x,a_y,lane,preceding_rel_v_x,preceding_rel_v_y,right_preceding_rel_v_x,right_preceding_rel_v_y,left_preceding_rel_v_x,left_preceding_rel_v_y,following_rel_v_x,following_rel_v_y,right_following_rel_v_x,right_following_rel_v_y,left_following_rel_v_x,left_following_rel_v_y,preceding_distance,right_preceding_distance,left_preceding_distance,following_distance,right_following_distance,left_following_distance
0.0,34,1129.73,536.6,0.0,0.0,0.0,0.0,1,,,,,,,0.0,0.0,,,,,,,,94.08122448182756,,
0.03,34,1128.4,536.95,-12.31,3.24,0.0,0.0,1,,,,,,,12.31,-3.24,,,,,,,,95.33361316975261,,
0.07,34,1126.64,537.18,-16.3,2.13,-133.0,-37.0,1,,,,,,,16.3,-2.13,,,,,,,,97.40576779636828,,
0.1,34,1125.07,537.19,-14.54,0.09,58.67,-68.0,1,,,,,,,14.54,-0.09,,,,,,,,98.97578390697396,,
0.13,34,1122.88,537.17,-20.28,-0.19,-191.33,-9.33,1,,,,,,,,,,,,,,,,,,
0.17,34,1120.94,537.08,-17.96,-0.83,77.33,-21.33,1,,,,,,,17.96,0.83,,,,,,,,102.42449902245075,,
0.2,34,1118.45,537.3,-23.06,2.04,-170.0,95.67,1,,,,,,,23.06,-2.04,,,,,,,,104.71664862857294,,
0.23,34,1116.57,537.4,-17.41,0.93,188.33,-37.0,1,,,,,,,17.41,-0.93,,,,,,,,106.69767804408872,,
0.27,34,1114.33,537.18,-20.74,-2.04,-111.0,-99.0,1,,,,,,,20.74,2.04,,,,,,,,109.07515069895634,,
0.3,34,1111.97,537.12,-21.85,-0.56,-37.0,49.33,1,,,,,,,21.85,0.56,,,,,,,,111.35449025522065,,
0.33,34,1109.64,537.38,-21.57,2.41,9.33,99.0,1,,,,,,,21.57,-2.41,,,,,,,,114.04696050311927,,
0.37,34,1106.81,537.42,-26.2,0.37,-154.33,-68.0,2,,,,,,,,,26.2,-0.37,,,,,,,117.30720352987724,
0.4,34,1104.54,537.34,-21.02,-0.74,172.67,-37.0,2,,,,,,,,,21.02,0.74,,,,,,,119.6162217259851,
0.43,34,1102.53,537.22,-18.61,-1.11,80.33,-12.33,2,,,,,,,,,18.61,1.11,,,,,,,121.50497932183686,
0.47,34,1100.93,537.22,-14.81,0.0,126.67,37.0,2,,,,,,,,,14.81,0.0,,,,,,,122.82492580905571,
0.5,34,1099.57,537.08,-12.59,-1.3,74.0,-43.33,2,,,,,,,,,12.59,1.3,,,,,,,123.94371787226657,
0.53,34,1097.65,536.95,-17.78,-1.2,-173.0,3.33,2,,,,,,,,,17.78,1.2,,,,,,,125.72273978879082,
0.57,34,1095.11,536.91,-23.52,-0.37,-191.33,27.67,2,,,,,,,,,23.52,0.37,,,,,,,128.03243729617918,
0.6,34,1092.45,537.08,-24.63,1.57,-37.0,64.67,2,,,,,,,,,24.63,-1.57,,,,,,,130.62352774289948,
0.63,34,1089.94,537.12,-23.24,0.37,46.33,-40.0,2,,,,,,,,,23.24,-0.37,,,,,,,133.2037537008624,
0.67,34,1087.82,537.09,-19.63,-0.28,120.33,-21.67,2,,,,,,,,,19.63,0.28,,,,,,,135.3434760156545,
0.7,34,1085.8,537.12,-18.7,0.28,31.0,18.67,2,,,,,,,,,18.7,-0.28,,,,,,,137.41363869718327,
0.73,34,1083.93,537.02,-17.31,-0.93,46.33,-40.33,2,,,,,,,,,17.31,0.93,,,,,,,139.09291175325953,
0.77,34,1081.72,536.8,-20.46,-2.04,-105.0,-37.0,2,,,,,,,,,20.46,2.04,,,,,,,141.0716388931526,
0.8,34,1079.03,536.87,-24.91,0.65,-148.33,89.67,2,,,,,,,,,24.91,-0.65,,,,,,,143.91195433319646,
0.83,34,1076.26,536.97,-25.65,0.93,-24.67,9.33,2,,,,,,,,,25.65,-0.93,,,,,,,146.47246635460198,
0.87,34,1073.5,536.93,-25.56,-0.37,3.0,-43.33,2,,,,,,,,,25.56,0.37,,,,,,,149.20219871034078,
0.9,34,1071.77,536.86,-16.02,-0.65,318.0,-9.33,2,,,,,,,,,16.02,0.65,,,,,,,150.99181335423455,
0.93,34,1070.5,536.84,-11.76,-0.19,142.0,15.33,2,,,,,,,,,11.76,0.19,,,,,,,152.32170167116718,
0.97,34,1067.93,536.92,-23.8,0.74,-401.33,31.0,2,,,,,,,,,23.8,-0.74,,,,,,,155.29206064702748,
1.0,34,1065.22,536.81,-25.09,-1.02,-43.0,-58.67,2,,,,,,,,,25.09,1.02,,,,,,,158.38150302355396,
1.03,34,1063.3,536.76,-17.78,-0.46,243.67,18.67,2,,,,,,,,,17.78,0.46,,,,,,,160.45127640501966,
1.07,34,1061.57,536.8,-16.02,0.37,58.67,27.67,2,,,,,,,,,16.02,-0.37,,,,,,,162.27142477959595,
1.1,34,1059.15,536.82,-22.41,0.19,-213.0,-6.0,2,,,,,,,,,22.41,-0.19,,,,,,,164.60148845013535,
1.13,34,1057.15,537.16,-18.52,3.15,129.67,98.67,2,,,,,,,,,18.52,-3.15,,,,,,,166.51324782130698,
1.17,34,1055.48,537.29,-15.46,1.2,102.0,-65.0,2,,,,,,,,,15.46,-1.2,,,,,,,168.07407236096844,
1.2,34,1053.08,537.31,-22.22,0.19,-225.33,-33.67,2,,,,,,,,,22.22,-0.19,,,,,,,170.7141476269615,
1.23,34,1050.28,537.42,-25.93,1.02,-123.67,27.67,2,,,,,,,,,25.93,-1.02,,,,,,,173.5248696873162,
1.27,34,1047.45,537.54,-26.2,1.11,-9.0,3.0,2,,,,,,,,,26.2,-1.11,,,,,,,176.2957188930011,
1.3,34,1044.98,537.39,-22.87,-1.39,111.0,-83.33,2,,,,,,,,,22.87,1.39,,,,,,,178.52451736386257,
1.33,34,1042.99,537.22,-18.43,-1.57,148.0,-6.0,2,,,,,,,,,18.43,1.57,,,,,,,180.47335232659697,
1.37,34,1041.38,537.11,-14.91,-1.02,117.33,18.33,2,,,,,,,,,14.91,1.02,,,,,,,181.92269374654725,
