frame,ID,car_type,x1,y1,x2,y2,center_x,center_y,front_x,front_y,back_x,back_y,width,height,lane
0.0,8, white car,675.87,514.46,706.29,527.08,691.08,520.77,675.87,520.77,706.29,520.77,30.42,12.61,2
0.03,8, white car,674.94,514.43,705.46,527.09,690.2,520.76,674.94,520.76,705.46,520.76,30.52,12.66,2
0.07,8, white car,673.86,514.31,704.5,527.03,689.18,520.67,673.86,520.67,704.5,520.67,30.64,12.72,2
0.1,8, white car,672.83,514.22,703.5,526.96,688.16,520.59,672.83,520.59,703.5,520.59,30.66,12.74,2
0.13,8, white car,671.41,513.99,702.48,526.92,686.95,520.45,671.41,520.45,702.48,520.45,31.07,12.93,2
0.17,8, white car,670.41,513.86,701.54,526.84,685.97,520.35,670.41,520.35,701.54,520.35,31.13,12.98,2
0.2,8, white car,669.12,513.66,700.13,526.61,684.63,520.13,669.12,520.13,700.13,520.13,31.01,12.95,2
0.23,8, white car,667.77,513.56,699.0,526.64,683.39,520.1,667.77,520.1,699.0,520.1,31.23,13.08,2
0.27,8, white car,666.37,513.39,698.05,526.72,682.21,520.06,666.37,520.06,698.05,520.06,31.68,13.33,2
0.3,8, white car,665.34,513.34,696.97,526.69,681.16,520.01,665.34,520.01,696.97,520.01,31.63,13.35,2
0.33,8, white car,664.29,513.21,695.61,526.46,679.95,519.84,664.29,519.84,695.61,519.84,31.33,13.25,2
0.37,8, white car,663.23,513.11,694.62,526.42,678.92,519.76,663.23,519.76,694.62,519.76,31.39,13.31,2
0.4,8, white car,662.16,513.14,693.24,526.33,677.7,519.74,662.16,519.74,693.24,519.74,31.08,13.19,2
0.43,8, white car,661.0,513.02,691.9,526.16,676.45,519.59,661.0,519.59,691.9,519.59,30.9,13.14,2
0.47,8, white car,659.79,512.92,690.54,526.05,675.16,519.48,659.79,519.48,690.54,519.48,30.75,13.12,2
0.5,8, white car,658.77,512.8,689.32,525.88,674.04,519.34,658.77,519.34,689.32,519.34,30.55,13.08,2
0.53,8, white car,657.61,512.69,688.24,525.84,672.93,519.26,657.61,519.26,688.24,519.26,30.63,13.14,2
0.57,8, white car,656.48,512.72,687.06,525.87,671.77,519.3,656.48,519.3,687.06,519.3,30.58,13.15,2
0.6,8, white car,655.42,512.75,685.65,525.75,670.54,519.25,655.42,519.25,685.65,519.25,30.23,13.0,2
0.63,8, white car,654.13,512.63,684.18,525.54,669.16,519.08,654.13,519.08,684.18,519.08,30.05,12.9,2
0.67,8, white car,652.73,512.51,682.53,525.28,667.63,518.89,652.73,518.89,682.53,518.89,29.8,12.77,2
0.7,8, white car,651.46,512.48,681.22,525.22,666.34,518.85,651.46,518.85,681.22,518.85,29.76,12.74,2
0.73,8, white car,650.23,512.16,680.19,524.97,665.21,518.57,650.23,518.57,680.19,518.57,29.96,12.81,2
0.77,8, white car,648.95,512.15,678.72,524.86,663.84,518.5,648.95,518.5,678.72,518.5,29.76,12.71,2
0.8,8, white car,647.83,512.21,677.21,524.74,662.52,518.48,647.83,518.48,677.21,518.48,29.39,12.53,2
0.83,8, white car,646.54,512.09,675.82,524.57,661.18,518.33,646.54,518.33,675.82,518.33,29.28,12.48,2
0.87,8, white car,645.14,511.93,674.45,524.43,659.79,518.18,645.14,518.18,674.45,518.18,29.32,12.49,2
0.9,8, white car,643.66,511.87,673.25,524.47,658.45,518.17,643.66,518.17,673.25,518.17,29.58,12.6,2
0.93,8, white car,642.23,511.74,672.06,524.45,657.15,518.1,642.23,518.1,672.06,518.1,29.83,12.7,2
0.97,8, white car,641.14,511.69,670.94,524.36,656.04,518.02,641.14,518.02,670.94,518.02,29.79,12.68,2
1.0,8, white car,639.52,511.41,669.69,524.24,654.6,517.82,639.52,517.82,669.69,517.82,30.16,12.82,2
1.03,8, white car,638.11,511.14,668.49,524.06,653.3,517.6,638.11,517.6,668.49,517.6,30.38,12.92,2
1.07,8, white car,637.13,511.08,666.81,523.69,651.97,517.38,637.13,517.38,666.81,517.38,29.68,12.6,2
1.1,8, white car,635.84,511.03,665.54,523.63,650.69,517.33,635.84,517.33,665.54,517.33,29.7,12.6,2
1.13,8, white car,634.52,510.94,664.12,523.47,649.32,517.21,634.52,517.21,664.12,517.21,29.6,12.54,2
1.17,8, white car,633.12,510.82,662.85,523.41,647.99,517.12,633.12,517.12,662.85,517.12,29.72,12.59,2
1.2,8, white car,631.9,510.78,661.47,523.3,646.68,517.04,631.9,517.04,661.47,517.04,29.57,12.52,2
1.23,8, white car,630.14,510.66,659.98,523.31,645.06,516.98,630.14,516.98,659.98,516.98,29.85,12.66,2
1.27,8, white car,628.85,510.54,658.87,523.28,643.86,516.91,628.85,516.91,658.87,516.91,30.02,12.74,2
1.3,8, white car,627.43,510.49,657.5,523.28,642.46,516.89,627.43,516.89,657.5,516.89,30.07,12.8,2
1.33,8, white car,625.65,510.32,656.09,523.29,640.87,516.8,625.65,516.8,656.09,516.8,30.43,12.97,2
1.37,8, white car,624.25,510.14,654.75,523.18,639.5,516.66,624.25,516.66,654.75,516.66,30.49,13.03,2
1.4,8, white car,623.15,510.0,653.38,522.92,638.26,516.46,623.15,516.46,653.38,516.46,30.23,12.92,2
1.43,8, white car,621.87,509.83,652.07,522.72,636.97,516.28,621.87,516.28,652.07,516.28,30.2,12.89,2
1.47,8, white car,620.32,509.62,650.7,522.6,635.51,516.11,620.32,516.11,650.7,516.11,30.38,12.98,2
1.5,8, white car,618.83,509.54,649.41,522.63,634.12,516.08,618.83,516.08,649.41,516.08,30.58,13.1,2
1.53,8, white car,617.47,509.51,647.78,522.54,632.63,516.02,617.47,516.02,647.78,516.02,30.31,13.03,2
1.57,8, white car,616.16,509.44,646.16,522.37,631.16,515.91,616.16,515.91,646.16,515.91,30.0,12.93,2
1.6,8, white car,614.8,509.31,644.76,522.24,629.78,515.78,614.8,515.78,644.76,515.78,29.97,12.93,2
1.63,8, white car,613.25,509.14,643.27,522.11,628.26,515.63,613.25,515.63,643.27,515.63,30.02,12.97,2
1.67,8, white car,611.48,509.0,641.67,522.05,626.57,515.53,611.48,515.53,641.67,515.53,30.2,13.05,2
1.7,8, white car,610.08,508.84,640.09,521.8,625.09,515.32,610.08,515.32,640.09,515.32,30.01,12.97,2
1.73,8, white car,608.8,508.56,638.88,521.54,623.84,515.05,608.8,515.05,638.88,515.05,30.08,12.98,2
1.77,8, white car,607.4,508.44,637.66,521.47,622.53,514.96,607.4,514.96,637.66,514.96,30.26,13.04,2
1.8,8, white car,606.07,508.3,636.39,521.35,621.23,514.82,606.07,514.82,636.39,514.82,30.32,13.05,2
1.83,8, white car,604.58,508.05,634.69,521.01,619.64,514.53,604.58,514.53,634.69,514.53,30.11,12.95,2
1.87,8, white car,603.03,507.76,633.01,520.62,618.02,514.19,603.03,514.19,633.01,514.19,29.98,12.86,2
1.9,8, white car,601.56,507.67,631.5,520.5,616.53,514.08,601.56,514.08,631.5,514.08,29.94,12.83,2
1.93,8, white car,600.12,507.58,630.14,520.43,615.13,514.0,600.12,514.0,630.14,514.0,30.01,12.86,2
1.97,8, white car,598.39,507.52,628.46,520.39,613.43,513.95,598.39,513.95,628.46,513.95,30.07,12.87,2
2.0,8, white car,596.96,507.41,626.95,520.21,611.96,513.81,596.96,513.81,626.95,513.81,29.99,12.8,2
2.03,8, white car,595.51,507.28,625.41,520.02,610.46,513.65,595.51,513.65,625.41,513.65,29.9,12.74,2
2.07,8, white car,594.13,507.13,624.24,519.93,609.19,513.53,594.13,513.53,624.24,513.53,30.11,12.8,2
2.1,8, white car,592.96,507.02,622.99,519.77,607.97,513.39,592.96,513.39,622.99,513.39,30.03,12.75,2
2.13,8, white car,591.67,506.93,621.44,519.58,606.55,513.25,591.67,513.25,621.44,513.25,29.77,12.65,2
2.17,8, white car,590.21,506.95,619.62,519.43,604.92,513.19,590.21,513.19,619.62,513.19,29.41,12.47,2
2.2,8, white car,588.6,506.93,617.9,519.35,603.25,513.14,588.6,513.14,617.9,513.14,29.3,12.43,2
2.23,8, white car,586.88,506.74,616.51,519.32,601.69,513.03,586.88,513.03,616.51,513.03,29.63,12.58,2
2.27,8, white car,585.14,506.64,614.83,519.27,599.98,512.95,585.14,512.95,614.83,512.95,29.69,12.63,2
2.6,8, white car,568.75,504.2,600.03,517.61,584.39,510.9,568.75,510.9,600.03,510.9,31.28,13.41,2
2.63,8, white car,566.99,503.96,598.4,517.49,582.69,510.73,566.99,510.73,598.4,510.73,31.41,13.53,2
2.67,8, white car,565.44,503.78,596.6,517.24,581.02,510.51,565.44,510.51,596.6,510.51,31.17,13.46,2
2.7,8, white car,564.06,503.56,594.95,516.95,579.51,510.26,564.06,510.26,594.95,510.26,30.9,13.39,2
2.73,8, white car,562.88,503.5,593.26,516.7,578.07,510.1,562.88,510.1,593.26,510.1,30.38,13.2,2
2.77,8, white car,561.48,503.35,591.67,516.5,576.57,509.92,561.48,509.92,591.67,509.92,30.19,13.15,2
2.8,8, white car,560.35,503.38,589.88,516.24,575.11,509.81,560.35,509.81,589.88,509.81,29.53,12.86,2
2.83,8, white car,558.75,503.35,588.13,516.14,573.44,509.75,558.75,509.75,588.13,509.75,29.38,12.8,2
2.87,8, white car,556.63,503.27,586.1,516.1,571.36,509.68,556.63,509.68,586.1,509.68,29.47,12.83,2
2.9,8, white car,554.48,502.91,584.62,516.03,569.55,509.47,554.48,509.47,584.62,509.47,30.14,13.11,2
2.93,8, white car,552.88,502.72,583.12,515.86,568.0,509.29,552.88,509.29,583.12,509.29,30.23,13.14,2
2.97,8, white car,551.37,502.6,581.65,515.76,566.51,509.18,551.37,509.18,581.65,509.18,30.28,13.16,2
3.0,8, white car,549.75,502.56,579.91,515.66,564.83,509.11,549.75,509.11,579.91,509.11,30.16,13.1,2
3.03,8, white car,548.33,502.49,578.2,515.44,563.26,508.97,548.33,508.97,578.2,508.97,29.87,12.95,2
3.07,8, white car,546.76,502.5,576.35,515.28,561.56,508.89,546.76,508.89,576.35,508.89,29.59,12.78,2
3.1,8, white car,545.08,502.42,574.41,515.03,559.75,508.73,545.08,508.73,574.41,508.73,29.33,12.61,2
3.13,8, white car,542.86,501.99,572.55,514.74,557.7,508.36,542.86,508.36,572.55,508.36,29.69,12.75,2
3.17,8, white car,541.0,501.68,570.93,514.52,555.97,508.1,541.0,508.1,570.93,508.1,29.93,12.84,2
3.2,8, white car,539.21,501.39,569.28,514.29,554.25,507.84,539.21,507.84,569.28,507.84,30.07,12.91,2
3.23,8, white car,537.47,501.07,567.94,514.17,552.71,507.62,537.47,507.62,567.94,507.62,30.47,13.11,2
3.27,8, white car,535.91,500.76,566.74,514.05,551.32,507.4,535.91,507.4,566.74,507.4,30.83,13.29,2
3.3,8, white car,534.2,500.52,565.1,513.89,549.65,507.21,534.2,507.21,565.1,507.21,30.9,13.36,2
3.33,8, white car,532.61,500.32,563.49,513.72,548.05,507.02,532.61,507.02,563.49,507.02,30.88,13.4,2
3.37,8, white car,530.99,500.3,561.74,513.66,546.36,506.98,530.99,506.98,561.74,506.98,30.74,13.36,2
3.4,8, white car,529.33,500.16,559.99,513.47,544.66,506.82,529.33,506.82,559.99,506.82,30.66,13.31,2
3.43,8, white car,527.39,499.75,558.02,513.04,542.7,506.4,527.39,506.4,558.02,506.4,30.63,13.28,2
