frame,leading,right_leading,left_leading,following,right_following,left_following
2.13,11.0,,,,,
2.17,11.0,,,,,
2.2,11.0,,,,,
2.23,11.0,,,,,
2.27,11.0,,,,,
2.3,11.0,,,,,
2.33,11.0,,,,,
2.37,11.0,,,,,
2.4,11.0,,,,,
2.43,11.0,,,,,
2.47,11.0,,,,,
2.5,11.0,,,,,
2.53,11.0,,,,,
2.57,11.0,,,,,
2.6,11.0,,,,,
2.63,11.0,,,,,
2.67,11.0,,,,,
2.7,11.0,,,,,
2.73,11.0,,,,,
2.77,11.0,,,,,
2.8,11.0,,,,,
2.83,11.0,,,,8.0,
2.87,11.0,,,,8.0,
2.9,11.0,,,,8.0,
2.93,11.0,,,,8.0,
2.97,11.0,,,,8.0,
3.0,11.0,,,,8.0,
3.03,11.0,,,,8.0,
3.07,11.0,,,,8.0,
3.1,11.0,,,,8.0,
3.13,11.0,,,,8.0,
3.17,11.0,,,,8.0,
3.2,11.0,,,,8.0,
3.23,11.0,,,,8.0,
3.27,11.0,,,,8.0,
3.3,11.0,,,,8.0,
3.33,11.0,,,,8.0,
3.37,11.0,,,,8.0,
3.4,11.0,,,,8.0,
3.43,11.0,,,,8.0,
3.47,11.0,,,,8.0,
3.5,11.0,,,,8.0,
3.53,11.0,,,,8.0,
3.57,11.0,,,,8.0,
3.6,11.0,,,,8.0,
3.63,11.0,,,,8.0,
3.67,11.0,,,,8.0,
3.7,11.0,,,,8.0,
3.73,11.0,,,,8.0,
3.77,11.0,,,,8.0,
3.8,11.0,,,,8.0,
3.83,11.0,,,,8.0,
3.87,11.0,,,,8.0,
3.9,11.0,,,,8.0,
3.93,11.0,,,,8.0,
3.97,11.0,,,,8.0,
4.0,11.0,,,,8.0,
4.03,11.0,,,,8.0,
4.07,11.0,,,,8.0,
4.1,11.0,,,,8.0,
4.13,11.0,,,,8.0,
4.17,11.0,,,,8.0,
4.2,11.0,,,,8.0,
4.23,11.0,,,,8.0,
4.27,11.0,,,,8.0,
4.3,11.0,,,,8.0,
4.33,11.0,,,,8.0,
4.37,11.0,,,,8.0,
4.4,11.0,,,,8.0,
4.43,11.0,,,,8.0,
4.47,11.0,,,,8.0,
4.5,11.0,,,,8.0,
4.53,11.0,,,,8.0,
4.57,11.0,,,,8.0,
4.6,11.0,,,,8.0,
4.63,11.0,,,,8.0,
4.67,11.0,,,,8.0,
4.7,11.0,,,,8.0,
4.73,11.0,,,,8.0,
4.9,11.0,,,,8.0,
4.93,,,,,8.0,
4.97,,,,,8.0,
5.0,,,,,8.0,
5.03,,,,,8.0,
5.07,,,,,8.0,
5.1,,,,,8.0,
5.13,,,,,8.0,
5.17,,,,,8.0,
