frame,ID,car_type,x1,y1,x2,y2,center_x,center_y,front_x,front_y,back_x,back_y,width,height,lane
0.0,8, white car,220.14,445.49,251.02,460.31,235.58,452.9,220.14,452.9,251.02,452.9,30.88,14.82,1
0.03,8, white car,218.29,445.09,249.99,460.31,234.14,452.7,218.29,452.7,249.99,452.7,31.7,15.22,1
0.07,8, white car,216.52,444.91,248.34,460.2,232.43,452.55,216.52,452.55,248.34,452.55,31.82,15.29,1
0.1,8, white car,214.6,444.69,246.98,460.26,230.79,452.47,214.6,452.47,246.98,452.47,32.38,15.57,1
0.13,8, white car,213.02,444.53,245.22,460.02,229.12,452.28,213.02,452.28,245.22,452.28,32.19,15.5,1
0.17,8, white car,211.1,444.2,243.58,459.87,227.34,452.04,211.1,452.04,243.58,452.04,32.47,15.66,1
0.2,8, white car,209.45,444.13,241.77,459.76,225.61,451.95,209.45,451.95,241.77,451.95,32.32,15.64,1
0.23,8, white car,207.88,443.87,239.82,459.35,223.85,451.61,207.88,451.61,239.82,451.61,31.94,15.48,1
0.27,8, white car,206.08,443.64,237.73,458.99,221.91,451.32,206.08,451.32,237.73,451.32,31.65,15.35,1
0.3,8, white car,204.1,443.19,236.05,458.7,220.08,450.94,204.1,450.94,236.05,450.94,31.95,15.52,1
0.33,8, white car,202.27,442.96,234.08,458.44,218.17,450.7,202.27,450.7,234.08,450.7,31.81,15.48,1
0.37,8, white car,200.86,442.79,232.53,458.22,216.7,450.51,200.86,450.51,232.53,450.51,31.67,15.43,1
0.4,8, white car,199.5,442.75,230.6,457.9,215.05,450.33,199.5,450.33,230.6,450.33,31.09,15.15,1
0.43,8, white car,197.86,442.57,228.69,457.57,213.28,450.07,197.86,450.07,228.69,450.07,30.83,15.0,1
0.47,8, white car,196.26,442.57,226.58,457.3,211.42,449.94,196.26,449.94,226.58,449.94,30.31,14.73,1
0.5,8, white car,194.56,442.36,224.62,456.93,209.59,449.65,194.56,449.65,224.62,449.65,30.05,14.57,1
