frame,ID,center_x,center_y,v_x,v_y,a_x,a_y,lane,preceding_rel_v_x,preceding_rel_v_y,right_preceding_rel_v_x,right_preceding_rel_v_y,left_preceding_rel_v_x,left_preceding_rel_v_y,following_rel_v_x,following_rel_v_y,right_following_rel_v_x,right_following_rel_v_y,left_following_rel_v_x,left_following_rel_v_y,preceding_distance,right_preceding_distance,left_preceding_distance,following_distance,right_following_distance,left_following_distance
0.73,20,1429.34,551.76,0.0,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,
0.77,20,1427.29,551.66,-18.98,-0.93,0.0,0.0,1,,,,,,,,,,,,,,,,,,
0.8,20,1424.81,551.4,-22.96,-2.41,-132.67,-49.33,1,,,,,,,,,,,,,,,,,,
0.83,20,1422.26,551.33,-23.61,-0.65,-21.67,58.67,1,,,,,,,,,,,,,,,,,,
0.87,20,1419.52,550.82,-25.37,-4.72,-58.67,-135.67,1,,,,,,,,,,,,,,,,,,
0.9,20,1416.54,550.63,-27.59,-1.76,-74.0,98.67,1,,,,,,,,,,,,,,,,,,
0.93,20,1413.47,550.29,-28.43,-3.15,-28.0,-46.33,1,,,,,,,,,,,,,,,,,,
0.97,20,1410.95,550.33,-23.33,0.37,170.0,117.33,1,,,,,,,,,,,,,,,,,,
1.0,20,1408.68,550.37,-21.02,0.37,77.0,0.0,1,,,,,,,,,,,,,,,,,,
1.03,20,1406.12,550.12,-23.7,-2.31,-89.33,-89.33,1,,,,,,,,,,,,,,,,,,
1.07,20,1403.73,550.05,-22.13,-0.65,52.33,55.33,1,,,,,,,,,,,,,,,,,,
1.1,20,1401.18,550.0,-23.61,-0.46,-49.33,6.33,1,,,,,,,,,,,,,,,,,,
1.13,20,1398.69,549.86,-23.06,-1.3,18.33,-28.0,1,,,,,,,,,,,,,,,,,,
1.17,20,1396.12,549.62,-23.8,-2.22,-24.67,-30.67,1,,,,,,,,,,,,,,,,,,
1.2,20,1393.36,549.42,-25.56,-1.85,-58.67,12.33,1,,,,,,,,,,,,,,,,,,
1.23,20,1390.82,549.23,-23.52,-1.76,68.0,3.0,1,,,,,,,,,,,,,,,,,,
1.27,20,1387.78,549.12,-28.15,-1.02,-154.33,24.67,1,,,,,,,,,,,,,,,,,,
1.3,20,1385.88,548.75,-17.59,-3.43,352.0,-80.33,1,,,,,,,,,,,,,,,,,,
