frame,ID,center_x,center_y,v_x,v_y,a_x,a_y,lane,preceding_rel_v_x,preceding_rel_v_y,right_preceding_rel_v_x,right_preceding_rel_v_y,left_preceding_rel_v_x,left_preceding_rel_v_y,following_rel_v_x,following_rel_v_y,right_following_rel_v_x,right_following_rel_v_y,left_following_rel_v_x,left_following_rel_v_y,preceding_distance,right_preceding_distance,left_preceding_distance,following_distance,right_following_distance,left_following_distance
0.0,12,691.58,494.22,0.0,0.0,0.0,0.0,1,0.0,0.0,,,0.0,0.0,,,,,,,91.61893963586346,,59.40651900254722,,,
0.03,12,689.12,493.51,-22.78,-6.57,0.0,0.0,1,22.78,6.57,,,22.78,6.57,,,,,,,88.88740574457101,,56.872634016722024,,,
0.07,12,686.81,493.17,-21.39,-3.15,46.33,114.0,1,21.39,3.15,,,21.39,3.15,,,,,,,86.12909903162807,,54.212243082167376,,,
0.1,12,684.19,492.99,-24.26,-1.67,-95.67,49.33,1,24.26,1.67,,,24.26,1.67,,,,,,,83.55582864169314,,51.69361759443811,,,
0.13,12,681.58,492.68,-24.17,-2.87,3.0,-40.0,1,24.17,2.87,,,24.17,2.87,,,,,,,81.19730660557653,,49.441264142414575,,,
0.17,12,678.63,492.21,-27.31,-4.35,-104.67,-49.33,1,27.31,4.35,,,27.31,4.35,,,,,,,78.57492284437824,,46.99535402569072,,,
0.2,12,676.01,491.88,-24.26,-3.06,101.67,43.0,1,24.26,3.06,,,24.26,3.06,,,,,,,75.91755659924782,,44.48052382785083,,,
0.23,12,673.19,491.48,-26.11,-3.7,-61.67,-21.33,1,26.11,3.7,,,26.11,3.7,,,,,,,73.15957968714687,,41.9128870396684,,,
0.27,12,670.41,491.19,-25.74,-2.69,12.33,33.67,1,25.74,2.69,,,25.74,2.69,,,,,,,70.16519151260113,,39.09135582197173,,,
0.3,12,667.96,491.0,-22.69,-1.76,101.67,31.0,1,22.69,1.76,,,22.69,1.76,,,,,,,67.59300111697947,,36.66274676016515,,,
0.33,12,665.8,490.8,-20.0,-1.85,89.67,-3.0,1,20.0,1.85,,,20.0,1.85,,,,,,,65.41321731882628,,34.64070726760646,,,
0.37,12,663.13,490.31,-24.72,-4.54,-157.33,-89.67,1,24.72,4.54,,,24.72,4.54,,,,,,,63.00334356206814,,32.569011345142215,,,
0.4,12,660.46,489.89,-24.72,-3.89,0.0,21.67,1,24.72,3.89,,,24.72,3.89,,,,,,,60.36064943321925,,30.2892786312253,,,
0.43,12,657.98,489.68,-22.96,-1.94,58.67,65.0,1,22.96,1.94,,,22.96,1.94,,,,,,,57.87530907044896,,28.09299200868431,,,
0.47,12,655.43,489.42,-23.61,-2.41,-21.67,-15.67,1,23.61,2.41,,,23.61,2.41,,,,,,,55.234338956848156,,25.841969739166576,,,
0.5,12,652.84,489.31,-23.98,-1.02,-12.33,46.33,1,,,,,23.98,1.02,,,,,,,,,23.459644072321364,,,
0.53,12,650.38,489.08,-22.78,-2.13,40.0,-37.0,1,,,,,22.78,2.13,,,,,,,,,21.347716505518825,,,
0.57,12,647.99,488.71,-22.13,-3.43,21.67,-43.33,1,,,,,22.13,3.43,,,,,,,,,19.53154627775291,,,
0.6,12,645.36,488.31,-24.35,-3.7,-74.0,-9.0,1,,,,,24.35,3.7,,,,,,,,,18.007367936486514,,,
0.63,12,642.9,488.13,-22.78,-1.67,52.33,67.67,1,,,,,22.78,1.67,,,,,,,,,16.52174324942743,,,
0.67,12,640.67,488.08,-20.65,-0.46,71.0,40.33,1,,,,,20.65,0.46,,,,,,,,,15.458466935631149,,,
0.7,12,638.44,487.63,-20.65,-4.17,0.0,-123.67,1,,,,,20.65,4.17,,,,,,,,,14.937352509732134,,,
0.73,12,635.9,487.17,-23.52,-4.26,-95.67,-3.0,1,,,,,23.52,4.26,,,,,,,,,14.681961721786358,,,
0.77,12,633.68,486.9,-20.56,-2.5,98.67,58.67,1,20.56,2.5,,,20.56,2.5,,,,,,,33.40450568411391,,14.627733932499629,,,
0.8,12,630.96,486.15,-25.19,-6.94,-154.33,-148.0,1,,,,,25.19,6.94,,,,,,,,,15.412193224846392,,,
0.83,12,628.63,485.9,-21.57,-2.31,120.67,154.33,1,,,,,21.57,2.31,,,,,,,,,16.10495886365441,,,
0.87,12,626.18,485.75,-22.69,-1.39,-37.33,30.67,1,,,,,22.69,1.39,,,,,,,,,16.980120729841715,,,
0.9,12,624.01,485.47,-20.09,-2.59,86.67,-40.0,1,,,,,20.09,2.59,,,,,,,,,18.014938245800334,,,
0.93,12,621.68,485.12,-21.57,-3.24,-49.33,-21.67,1,,,,,21.57,3.24,,,,,,,,,19.442659283133064,,,
0.97,12,619.04,484.76,-24.44,-3.33,-95.67,-3.0,1,,,,,24.44,3.33,,,,,,,,,21.119777460948786,,,
1.0,12,616.38,484.37,-24.63,-3.61,-6.33,-9.33,1,24.63,3.61,,,24.63,3.61,,,,,,,16.663493031174415,,23.201939574095938,,,
1.03,12,613.89,484.07,-23.06,-2.78,52.33,27.67,1,23.06,2.78,,,23.06,2.78,,,,,,,13.94309865130415,,25.38164691268078,,,
1.07,12,611.77,483.93,-19.63,-1.3,114.33,49.33,1,19.63,1.3,,,19.63,1.3,,,,,,,11.60966838458359,,27.343650085531685,,,
1.1,12,609.4,483.84,-21.94,-0.83,-77.0,15.67,1,21.94,0.83,,,21.94,0.83,,,,,,,9.358295785024017,,29.390006805034957,,,
1.13,12,606.92,483.21,-22.96,-5.83,-34.0,-166.67,1,22.96,5.83,,,22.96,5.83,,,,,,,6.993375436797291,,31.758452418214535,,,
1.17,12,604.81,482.93,-19.54,-2.59,114.0,108.0,1,19.54,2.59,,,19.54,2.59,,,,,,,5.384876971667963,,33.56775982993198,,,
1.2,12,602.17,482.88,-24.44,-0.46,-163.33,71.0,1,24.44,0.46,,,24.44,0.46,,,,,,,4.2245236417849235,,35.77198065525583,,,
1.23,12,599.61,482.66,-23.7,-2.04,24.67,-52.67,1,23.7,2.04,,,23.7,2.04,,,,,,,4.235717176582991,,37.92486387582685,,,
1.27,12,597.39,482.42,-20.56,-2.22,104.67,-6.0,1,20.56,2.22,,,20.56,2.22,,,,,,,5.239704190123732,,39.910756695407265,,,
1.3,12,594.82,482.16,-23.8,-2.41,-108.0,-6.33,1,23.8,2.41,,,23.8,2.41,,,,,,,7.243569562032244,,42.384517220324604,,,
1.33,12,592.55,481.84,-21.02,-2.96,92.67,-18.33,1,21.02,2.96,,,21.02,2.96,,,,,,,9.248578269117928,,44.61081707388913,,,
1.37,12,590.44,481.68,-19.54,-1.48,49.33,49.33,1,19.54,1.48,,,19.54,1.48,,,,,,,10.993206993411913,,46.374141501487614,,,
