frame,leading,right_leading,left_leading,following,right_following,left_following
0.0,,,3.0,,,
0.03,,,3.0,,,
0.07,,,3.0,,,
0.1,,,3.0,,,
0.13,,,3.0,,,
0.17,,,3.0,,,
0.2,,,3.0,,,
0.23,,,3.0,,,
0.27,,,3.0,,,
0.3,,,3.0,,,
0.33,,,3.0,,,
0.37,,,3.0,,,
0.4,,,3.0,,,
0.43,,,3.0,,,
0.47,,,3.0,,,
0.5,,,3.0,,,
0.53,,,3.0,,,
0.57,,,3.0,,,
0.6,,,3.0,,,
0.63,,,3.0,,,
0.67,,,3.0,,,
0.7,,,3.0,,,
0.73,,,3.0,,,
0.77,,,3.0,,,
0.8,,,3.0,,,
0.83,,,3.0,,,
0.87,,,3.0,,,
0.9,,,3.0,,,
0.93,,,3.0,,,
0.97,,,3.0,,,
1.0,,,3.0,,,
1.03,,,3.0,,,
1.07,,,3.0,,,
1.1,,,3.0,,,
1.13,,,3.0,,,
1.17,,,3.0,,,
1.2,,,3.0,,,
1.23,,,3.0,,,
1.27,,,3.0,,,
1.3,,,3.0,,,
1.33,,,3.0,,,
1.37,,,3.0,,,
1.4,,,3.0,,,
1.43,,,3.0,,,
1.47,,,3.0,,,
1.5,,,3.0,,,
1.53,,,3.0,,,
1.57,,,3.0,,,
1.6,,,3.0,,,
1.63,,,3.0,,,
1.67,,,,,,
1.7,,,3.0,,,
1.73,,,3.0,,,
1.77,,,,,,
1.8,,,,,,
1.83,,,,,,
1.87,,,,,,
1.9,,,,,,
1.93,,,,,,
1.97,,,,,,
2.0,,,,,,
2.03,,,,,,
2.07,,,,,,
2.1,,,,,,
2.13,,,,,,
2.17,,,,,,
2.2,,,,,,
2.23,,,,,,
2.27,,,,,,
2.3,,,,,,
2.33,,,,,,
2.37,,,,,,
2.4,,,,,,
2.43,,,,,,
2.47,,,3.0,,,
2.5,,,3.0,,,
2.53,,,,,,
2.57,,,,,,
2.6,,,,,,
2.63,,,3.0,,,
2.67,,,3.0,,,
2.7,,,3.0,,,
2.73,,,3.0,,,
2.77,,,3.0,,,
2.8,,,3.0,,,
2.83,,,3.0,,,
2.87,,,3.0,,,
2.9,,,3.0,,,
2.93,,,3.0,,,
2.97,,,3.0,,,
3.0,,,3.0,,,
3.03,,,3.0,,,
3.07,,,3.0,,,
3.1,,,3.0,,,
3.13,,,3.0,,,
3.17,,,3.0,,,
3.2,,,3.0,,,
3.23,,,3.0,,,
3.27,,,3.0,,,
3.3,,,3.0,,,
3.33,,,3.0,,,
3.37,,,3.0,,,
3.4,,,3.0,,,
3.43,,,3.0,,,
3.47,,,3.0,,,
3.5,,,3.0,,,
3.53,,,3.0,,,
3.57,,,3.0,,,
3.6,,,3.0,,,
3.63,,,3.0,,,
3.67,,,3.0,,,
3.7,,,3.0,,,
3.73,,,3.0,,,
3.77,,,3.0,,,
3.8,,,3.0,,,
3.83,,,3.0,,,
3.87,,,3.0,,,
3.9,,,3.0,,,
3.93,,,3.0,,,
3.97,,,3.0,,,
4.0,,,3.0,,,
4.03,,,3.0,,,
4.07,,,3.0,,,
4.1,,,3.0,,,
4.13,,,3.0,,,
4.17,,,3.0,,,
4.2,,,3.0,,,
4.23,,,3.0,,,
4.27,,,3.0,,,
4.3,,,3.0,,,
4.33,,,3.0,,,
4.37,,,3.0,,,
4.4,,,3.0,,,
4.43,,,3.0,,,
4.47,,,3.0,,,
4.5,,,3.0,,,
4.53,,,3.0,,,
4.57,,,3.0,,,
4.6,,,3.0,,,
4.63,,,3.0,,,
4.67,,,3.0,,,
4.7,,,3.0,,,
4.73,,,3.0,,,
4.77,,,3.0,,,
4.8,,,3.0,,,
4.83,,,3.0,,,
4.87,,,3.0,,,
4.9,,,3.0,,,
4.93,,,3.0,,,
4.97,,,3.0,,,
5.0,,,3.0,,,
5.03,,,3.0,,,
5.07,,,3.0,,,
5.1,,,3.0,,,
5.13,,,3.0,,,
5.17,,,3.0,,,
5.2,,,3.0,,,
5.23,,,3.0,,,
5.27,,,3.0,,,
5.3,,,3.0,,,
5.33,,,3.0,,,
5.37,,,3.0,,,
5.4,,,3.0,,,
5.43,,,3.0,,,
5.47,,,3.0,16.0,,
5.5,,,3.0,16.0,,
5.53,,,3.0,16.0,,
5.57,,,3.0,16.0,,
5.6,,,3.0,16.0,,
5.63,,,3.0,16.0,,
5.67,,,,16.0,,
5.7,,,,16.0,,
5.73,,,,16.0,,
5.77,,,,16.0,,
5.8,,,,16.0,,
5.83,,,,16.0,,
5.87,,,,16.0,,
5.9,,,,16.0,,
5.93,,,,16.0,,
5.97,,,,16.0,,
6.0,,,,16.0,,
6.03,,,,16.0,,
6.07,,,,16.0,,
6.1,,,,16.0,,
6.13,,,,16.0,,
6.17,,,,16.0,,
6.2,,,,16.0,,
6.23,,,,16.0,,
6.27,,,3.0,16.0,,
6.3,,,,16.0,,
6.33,,,,16.0,,
6.37,,,3.0,,,
6.4,,,,16.0,,
6.43,,,3.0,16.0,,
6.47,,,3.0,16.0,,
6.5,,,3.0,16.0,,
6.53,,,3.0,16.0,,
6.57,,,3.0,16.0,,
6.6,,,3.0,16.0,,
6.63,,,3.0,16.0,,
6.67,,,3.0,16.0,,
6.7,,,3.0,16.0,,
6.73,,,3.0,16.0,,
6.77,,,3.0,16.0,,
6.8,,,3.0,16.0,,
6.83,,,3.0,16.0,,
6.87,,,3.0,16.0,,
6.9,,,3.0,16.0,,
6.93,,,3.0,16.0,,
6.97,,,3.0,16.0,,
7.0,,,3.0,16.0,,
7.03,,,3.0,16.0,,
7.07,,,3.0,16.0,,
7.1,,,3.0,16.0,,
7.13,,,3.0,16.0,,
7.17,,,3.0,16.0,,
7.2,,,3.0,16.0,,
7.23,,,3.0,16.0,,
7.27,,,3.0,16.0,,
7.3,,,3.0,16.0,,
7.33,,,3.0,16.0,,
7.37,,,3.0,16.0,,
7.4,,,3.0,16.0,,
7.43,,,3.0,16.0,,
7.47,,,3.0,16.0,,
7.5,,,3.0,16.0,,
7.53,,,3.0,16.0,,
7.57,,,3.0,16.0,,
7.6,,,3.0,16.0,,
7.63,,,3.0,16.0,,
7.67,,,3.0,16.0,,
7.7,,,3.0,16.0,,
7.73,,,3.0,16.0,,
7.77,,,3.0,16.0,,
7.8,,,3.0,16.0,,
7.83,,,3.0,16.0,,
7.87,,,3.0,16.0,,
7.9,,,3.0,16.0,,
7.93,,,3.0,16.0,,
7.97,,,3.0,16.0,,
8.0,,,3.0,16.0,,
8.03,,,3.0,16.0,,
8.07,,,3.0,16.0,,
8.1,,,3.0,16.0,,
8.13,,,3.0,16.0,,
8.17,,,3.0,16.0,,
8.2,,,3.0,16.0,,
