frame,ID,center_x,center_y,v_x,v_y,a_x,a_y,lane,preceding_rel_v_x,preceding_rel_v_y,right_preceding_rel_v_x,right_preceding_rel_v_y,left_preceding_rel_v_x,left_preceding_rel_v_y,following_rel_v_x,following_rel_v_y,right_following_rel_v_x,right_following_rel_v_y,left_following_rel_v_x,left_following_rel_v_y,preceding_distance,right_preceding_distance,left_preceding_distance,following_distance,right_following_distance,left_following_distance
0.0,7,940.34,514.78,0.0,0.0,0.0,0.0,1,,,,,0.0,0.0,,,,,0.0,0.0,,,16.126019347625782,,,32.790628234298886
0.03,7,937.85,514.47,-23.06,-2.87,0.0,0.0,1,,,,,23.06,2.87,,,,,23.06,2.87,,,15.438863300126727,,,33.550208643166364
0.07,7,935.37,514.4,-22.96,-0.65,3.33,74.0,1,,,,,22.96,0.65,,,,,22.96,0.65,,,135.62587658702893,,,34.2937691133535
0.1,7,932.5,514.34,-26.57,-0.56,-120.33,3.0,1,,,,,26.57,0.56,,,,,26.57,0.56,,,15.055962274129122,,,35.416952155712046
0.13,7,929.47,514.33,-28.06,-0.09,-49.67,15.67,1,,,,,28.06,0.09,,,,,28.06,0.09,,,15.566097776899605,,,36.708146234861736
0.17,7,926.88,514.14,-23.98,-1.76,136.0,-55.67,1,,,,,23.98,1.76,,,,,23.98,1.76,,,16.63347528329547,,,38.07611587333977
0.2,7,924.17,513.78,-25.09,-3.33,-37.0,-52.33,1,,,,,25.09,3.33,,,,,25.09,3.33,,,18.07323988663905,,,39.95231282416575
0.23,7,921.51,513.7,-24.63,-0.74,15.33,86.33,1,,,,,24.63,0.74,,,,,24.63,0.74,,,122.7146755689799,,,41.668008111739574
0.27,7,918.76,513.61,-25.46,-0.83,-27.67,-3.0,1,,,,,25.46,0.83,,,,,25.46,0.83,,,120.26732307655307,,,43.60176601927951
0.3,7,915.53,513.51,-29.91,-0.93,-148.33,-3.33,1,,,,,29.91,0.93,,,,,29.91,0.93,,,23.382014455559613,,,45.923942557232586
