frame,leading,right_leading,left_leading,following,right_following,left_following
1.57,70.0,,63.0,,,
1.67,70.0,,62.0,,,63.0
1.73,70.0,,62.0,,,63.0
1.77,70.0,,62.0,,,63.0
1.8,70.0,,62.0,,,63.0
1.83,70.0,,62.0,,,63.0
2.13,70.0,,62.0,,,63.0
2.2,70.0,,52.0,,,63.0
2.37,70.0,,52.0,,,63.0
2.4,70.0,,52.0,,,63.0
2.43,70.0,,52.0,,,63.0
2.47,70.0,,52.0,,,63.0
2.5,70.0,,52.0,,,63.0
2.53,70.0,,52.0,,,63.0
2.57,70.0,,52.0,,,63.0
2.6,70.0,,52.0,,,63.0
2.63,70.0,,52.0,,,63.0
2.67,70.0,,44.0,,,63.0
2.7,70.0,,44.0,,,63.0
2.73,70.0,,44.0,,,63.0
2.77,70.0,,44.0,,,63.0
2.8,70.0,,44.0,,,63.0
2.83,70.0,,44.0,,,63.0
2.87,70.0,,44.0,,,63.0
2.9,70.0,,44.0,,,63.0
2.93,70.0,,44.0,,,63.0
2.97,70.0,,44.0,,,63.0
3.0,70.0,,44.0,,,63.0
3.03,70.0,,44.0,,,63.0
3.07,70.0,,44.0,,,63.0
3.1,70.0,,44.0,,,63.0
3.13,70.0,,44.0,,,63.0
3.2,70.0,,44.0,,,63.0
3.23,70.0,,44.0,,,63.0
3.27,70.0,,44.0,,,63.0
3.3,70.0,,44.0,,,63.0
3.33,70.0,,44.0,61.0,,63.0
3.37,70.0,,44.0,61.0,,63.0
3.4,70.0,,44.0,,,63.0
3.43,70.0,,44.0,61.0,,63.0
3.47,,,44.0,61.0,,63.0
3.5,,,44.0,61.0,,63.0
3.53,,,44.0,61.0,,62.0
3.57,,,44.0,61.0,,62.0
3.6,,,44.0,61.0,,62.0
3.63,,,44.0,61.0,,62.0
3.67,,,44.0,61.0,,62.0
3.7,,,35.0,61.0,,62.0
3.73,,,35.0,61.0,,62.0
3.77,,,35.0,61.0,,62.0
3.8,,,35.0,61.0,,62.0
3.83,,,35.0,61.0,,62.0
3.87,,,35.0,61.0,,62.0
3.9,,,35.0,61.0,,62.0
3.93,,,35.0,61.0,,62.0
3.97,,,35.0,61.0,,62.0
4.0,,,35.0,61.0,,62.0
4.03,,,35.0,61.0,,52.0
4.07,,,35.0,61.0,,52.0
4.1,,,35.0,61.0,,52.0
4.13,,,35.0,61.0,,52.0
4.17,,,35.0,61.0,,52.0
4.2,,,35.0,61.0,,52.0
4.23,,,35.0,61.0,,52.0
4.27,,,35.0,61.0,,52.0
4.3,,,35.0,61.0,,52.0
4.33,,,35.0,61.0,,52.0
4.37,,,16.0,61.0,,52.0
4.4,,,16.0,61.0,,52.0
