frame,ID,car_type,x1,y1,x2,y2,center_x,center_y,front_x,front_y,back_x,back_y,width,height,lane
4.13,2, white car,1342.37,505.61,1374.7,520.0,1358.54,512.8,1342.37,512.8,1374.7,512.8,32.33,14.4,1
4.17,2, white car,1338.89,505.83,1371.07,520.13,1354.98,512.98,1338.89,512.98,1371.07,512.98,32.18,14.3,1
4.2,2, white car,1335.64,505.8,1367.96,520.11,1351.8,512.95,1335.64,512.95,1367.96,512.95,32.32,14.31,1
4.23,2, white car,1332.21,505.89,1364.92,520.37,1348.56,513.13,1332.21,513.13,1364.92,513.13,32.71,14.49,1
4.27,2, white car,1329.0,505.97,1361.53,520.36,1345.26,513.17,1329.0,513.17,1361.53,513.17,32.54,14.39,1
4.3,2, white car,1325.69,506.27,1357.34,520.26,1341.52,513.27,1325.69,513.27,1357.34,513.27,31.65,13.99,1
4.33,2, white car,1322.7,506.4,1353.91,520.2,1338.3,513.3,1322.7,513.3,1353.91,513.3,31.21,13.8,1
4.37,2, white car,1319.3,506.52,1350.48,520.31,1334.89,513.42,1319.3,513.42,1350.48,513.42,31.18,13.79,1
4.4,2, white car,1315.6,506.48,1347.56,520.66,1331.58,513.57,1315.6,513.57,1347.56,513.57,31.97,14.19,1
4.43,2, white car,1312.5,506.6,1343.92,520.54,1328.21,513.57,1312.5,513.57,1343.92,513.57,31.42,13.93,1
4.47,2, white car,1309.58,506.62,1340.42,520.3,1325.0,513.46,1309.58,513.46,1340.42,513.46,30.84,13.69,1
4.5,2, white car,1305.97,506.66,1337.15,520.48,1321.56,513.57,1305.97,513.57,1337.15,513.57,31.18,13.82,1
4.53,2, white car,1302.22,506.58,1334.3,520.84,1318.26,513.71,1302.22,513.71,1334.3,513.71,32.08,14.26,1
4.57,2, white car,1298.84,506.7,1330.82,520.91,1314.83,513.81,1298.84,513.81,1330.82,513.81,31.98,14.21,1
4.6,2, white car,1295.82,506.83,1326.8,520.55,1311.31,513.69,1295.82,513.69,1326.8,513.69,30.97,13.72,1
4.63,2, white car,1292.57,506.89,1323.14,520.37,1307.85,513.63,1292.57,513.63,1323.14,513.63,30.57,13.48,1
4.67,2, white car,1288.89,506.87,1320.2,520.68,1304.55,513.77,1288.89,513.77,1320.2,513.77,31.31,13.81,1
4.7,2, white car,1285.91,507.25,1317.01,520.95,1301.46,514.1,1285.91,514.1,1317.01,514.1,31.1,13.69,1
4.73,2, white car,1282.96,507.26,1313.62,520.7,1298.29,513.98,1282.96,513.98,1313.62,513.98,30.66,13.44,1
4.77,2, white car,1279.78,507.4,1310.18,520.67,1294.98,514.03,1279.78,514.03,1310.18,514.03,30.4,13.27,1
4.8,2, white car,1276.13,507.27,1306.85,520.68,1291.49,513.97,1276.13,513.97,1306.85,513.97,30.72,13.42,1
4.83,2, white car,1273.34,507.57,1303.67,520.79,1288.5,514.18,1273.34,514.18,1303.67,514.18,30.33,13.22,1
4.87,2, white car,1270.19,507.67,1299.98,520.62,1285.09,514.15,1270.19,514.15,1299.98,514.15,29.79,12.95,1
4.9,2, white car,1266.74,507.94,1296.54,520.85,1281.64,514.4,1266.74,514.4,1296.54,514.4,29.8,12.92,1
4.93,2, white car,1263.45,508.09,1293.37,521.05,1278.41,514.57,1263.45,514.57,1293.37,514.57,29.92,12.96,1
4.97,2, white car,1259.58,508.01,1290.5,521.41,1275.04,514.71,1259.58,514.71,1290.5,514.71,30.92,13.4,1
5.0,2, white car,1256.52,508.17,1286.74,521.25,1271.63,514.71,1256.52,514.71,1286.74,514.71,30.22,13.09,1
5.03,2, white car,1253.52,508.42,1283.21,521.24,1268.37,514.83,1253.52,514.83,1283.21,514.83,29.69,12.82,1
5.07,2, white car,1250.32,508.46,1280.03,521.24,1265.18,514.85,1250.32,514.85,1280.03,514.85,29.71,12.79,1
5.1,2, white car,1246.69,508.45,1276.82,521.4,1261.76,514.93,1246.69,514.93,1276.82,514.93,30.13,12.95,1
5.13,2, white car,1243.44,508.64,1273.24,521.42,1258.34,515.03,1243.44,515.03,1273.24,515.03,29.8,12.78,1
5.17,2, white car,1240.48,508.63,1270.03,521.28,1255.26,514.95,1240.48,514.95,1270.03,514.95,29.56,12.65,1
5.2,2, white car,1237.26,508.91,1266.48,521.35,1251.87,515.13,1237.26,515.13,1266.48,515.13,29.22,12.44,1
5.23,2, white car,1233.87,509.03,1263.19,521.49,1248.53,515.26,1233.87,515.26,1263.19,515.26,29.32,12.47,1
5.27,2, white car,1230.44,509.02,1259.96,521.55,1245.2,515.29,1230.44,515.29,1259.96,515.29,29.52,12.54,1
5.3,2, white car,1227.04,509.01,1256.49,521.5,1241.77,515.25,1227.04,515.25,1256.49,515.25,29.45,12.5,1
5.33,2, white car,1223.9,509.12,1253.12,521.49,1238.51,515.3,1223.9,515.3,1253.12,515.3,29.22,12.36,1
5.37,2, white car,1220.44,509.08,1250.07,521.63,1235.26,515.36,1220.44,515.36,1250.07,515.36,29.64,12.54,1
5.4,2, white car,1217.6,509.28,1247.05,521.71,1232.33,515.49,1217.6,515.49,1247.05,515.49,29.45,12.42,1
5.43,2, white car,1214.15,509.32,1243.39,521.62,1228.77,515.47,1214.15,515.47,1243.39,515.47,29.24,12.3,1
5.47,2, white car,1211.02,509.41,1240.03,521.58,1225.52,515.5,1211.02,515.5,1240.03,515.5,29.01,12.17,1
5.5,2, white car,1207.67,509.58,1236.93,521.83,1222.3,515.7,1207.67,515.7,1236.93,515.7,29.26,12.25,1
5.53,2, white car,1203.82,509.54,1233.59,522.01,1218.71,515.78,1203.82,515.78,1233.59,515.78,29.77,12.47,1
5.57,2, white car,1200.53,509.6,1230.45,522.12,1215.49,515.86,1200.53,515.86,1230.45,515.86,29.92,12.51,1
5.6,2, white car,1197.43,509.5,1227.42,522.02,1212.43,515.76,1197.43,515.76,1227.42,515.76,29.99,12.53,1
5.63,2, white car,1194.39,509.62,1224.14,522.02,1209.26,515.82,1194.39,515.82,1224.14,515.82,29.75,12.4,1
5.67,2, white car,1190.91,509.53,1221.02,522.08,1205.96,515.81,1190.91,515.81,1221.02,515.81,30.11,12.55,1
5.7,2, white car,1187.72,509.76,1217.6,522.23,1202.66,516.0,1187.72,516.0,1217.6,516.0,29.88,12.47,1
5.73,2, white car,1184.37,509.9,1214.57,522.5,1199.47,516.2,1184.37,516.2,1214.57,516.2,30.2,12.6,1
5.77,2, white car,1180.84,510.05,1211.15,522.67,1195.99,516.36,1180.84,516.36,1211.15,516.36,30.31,12.62,1
5.8,2, white car,1177.5,510.12,1208.11,522.89,1192.81,516.51,1177.5,516.51,1208.11,516.51,30.61,12.77,1
5.83,2, white car,1174.13,510.03,1205.19,523.02,1189.66,516.53,1174.13,516.53,1205.19,516.53,31.06,12.99,1
5.87,2, white car,1171.3,510.26,1201.61,522.94,1186.45,516.6,1171.3,516.6,1201.61,516.6,30.3,12.68,1
5.9,2, white car,1168.53,510.33,1198.1,522.7,1183.31,516.51,1168.53,516.51,1198.1,516.51,29.57,12.38,1
5.93,2, white car,1165.39,510.53,1194.67,522.77,1180.03,516.65,1165.39,516.65,1194.67,516.65,29.28,12.24,1
5.97,2, white car,1161.6,510.42,1191.64,523.01,1176.62,516.71,1161.6,516.71,1191.64,516.71,30.04,12.59,1
6.0,2, white car,1158.27,510.49,1188.24,523.05,1173.26,516.77,1158.27,516.77,1188.24,516.77,29.96,12.56,1
6.03,2, white car,1155.19,510.42,1185.1,522.99,1170.14,516.7,1155.19,516.7,1185.1,516.7,29.91,12.57,1
6.07,2, white car,1152.29,510.78,1181.76,523.16,1167.03,516.97,1152.29,516.97,1181.76,516.97,29.47,12.38,1
6.1,2, white car,1148.98,510.69,1178.64,523.19,1163.81,516.94,1148.98,516.94,1178.64,516.94,29.66,12.5,1
6.13,2, white car,1145.95,510.82,1175.21,523.19,1160.58,517.01,1145.95,517.01,1175.21,517.01,29.27,12.37,1
6.17,2, white car,1142.23,510.81,1171.84,523.33,1157.04,517.07,1142.23,517.07,1171.84,517.07,29.6,12.51,1
6.2,2, white car,1139.34,510.84,1168.5,523.16,1153.92,517.0,1139.34,517.0,1168.5,517.0,29.15,12.32,1
6.23,2, white car,1136.04,510.95,1165.24,523.32,1150.64,517.14,1136.04,517.14,1165.24,517.14,29.21,12.36,1
6.27,2, white car,1132.8,511.1,1161.98,523.46,1147.39,517.28,1132.8,517.28,1161.98,517.28,29.18,12.36,1
6.3,2, white car,1129.5,511.21,1158.67,523.54,1144.09,517.37,1129.5,517.37,1158.67,517.37,29.17,12.34,1
6.33,2, white car,1126.39,511.11,1155.36,523.38,1140.88,517.25,1126.39,517.25,1155.36,517.25,28.97,12.26,1
6.37,2, white car,1123.1,511.54,1152.0,523.79,1137.55,517.67,1123.1,517.67,1152.0,517.67,28.9,12.25,1
6.4,2, white car,1119.7,511.58,1148.88,523.99,1134.29,517.79,1119.7,517.79,1148.88,517.79,29.18,12.41,1
6.43,2, white car,1116.38,511.66,1145.79,524.18,1131.09,517.92,1116.38,517.92,1145.79,517.92,29.41,12.52,1
6.47,2, white car,1113.33,511.94,1142.63,524.39,1127.98,518.16,1113.33,518.16,1142.63,518.16,29.3,12.46,1
6.5,2, white car,1110.54,512.18,1139.58,524.47,1125.06,518.32,1110.54,518.32,1139.58,518.32,29.04,12.3,1
6.53,2, white car,1107.3,512.19,1136.51,524.56,1121.9,518.37,1107.3,518.37,1136.51,518.37,29.21,12.37,1
6.57,2, white car,1104.09,512.23,1132.96,524.46,1118.52,518.34,1104.09,518.34,1132.96,518.34,28.86,12.23,1
6.6,2, white car,1100.91,512.39,1129.42,524.46,1115.17,518.43,1100.91,518.43,1129.42,518.43,28.51,12.07,1
6.63,2, white car,1098.04,512.6,1126.26,524.53,1112.15,518.56,1098.04,518.56,1126.26,518.56,28.22,11.93,1
6.67,2, white car,1094.94,512.71,1123.19,524.61,1109.07,518.66,1094.94,518.66,1123.19,518.66,28.24,11.9,1
6.7,2, white car,1091.47,512.62,1119.96,524.6,1105.71,518.61,1091.47,518.61,1119.96,518.61,28.49,11.98,1
6.73,2, white car,1088.39,512.69,1116.94,524.65,1102.67,518.67,1088.39,518.67,1116.94,518.67,28.55,11.96,1
6.77,2, white car,1085.02,512.68,1113.85,524.74,1099.43,518.71,1085.02,518.71,1113.85,518.71,28.83,12.06,1
6.8,2, white car,1082.02,512.86,1110.69,524.83,1096.36,518.84,1082.02,518.84,1110.69,518.84,28.67,11.97,1
6.83,2, white car,1078.56,512.84,1107.63,524.99,1093.09,518.92,1078.56,518.92,1107.63,518.92,29.07,12.15,1
6.87,2, white car,1075.38,512.82,1104.63,525.02,1090.01,518.92,1075.38,518.92,1104.63,518.92,29.25,12.2,1
6.9,2, white car,1071.93,512.99,1101.16,525.19,1086.55,519.09,1071.93,519.09,1101.16,519.09,29.23,12.2,1
6.93,2, white car,1068.6,512.96,1098.18,525.34,1083.39,519.15,1068.6,519.15,1098.18,519.15,29.58,12.37,1
6.97,2, white car,1065.13,513.02,1095.19,525.64,1080.16,519.33,1065.13,519.33,1095.19,519.33,30.07,12.62,1
7.0,2, white car,1061.91,513.09,1092.19,525.84,1077.05,519.46,1061.91,519.46,1092.19,519.46,30.28,12.75,1
7.03,2, white car,1058.76,513.3,1088.68,525.91,1073.72,519.6,1058.76,519.6,1088.68,519.6,29.93,12.61,1
7.07,2, white car,1055.69,513.34,1085.55,525.97,1070.62,519.66,1055.69,519.66,1085.55,519.66,29.85,12.63,1
7.1,2, white car,1052.67,513.5,1082.67,526.2,1067.67,519.85,1052.67,519.85,1082.67,519.85,29.99,12.7,1
7.13,2, white car,1049.21,513.73,1079.56,526.63,1064.38,520.18,1049.21,520.18,1079.56,520.18,30.35,12.89,1
7.17,2, white car,1046.0,513.91,1076.62,526.95,1061.31,520.43,1046.0,520.43,1076.62,520.43,30.62,13.04,1
7.2,2, white car,1042.4,514.05,1073.44,527.31,1057.92,520.68,1042.4,520.68,1073.44,520.68,31.03,13.26,1
7.23,2, white car,1038.84,513.89,1070.81,527.62,1054.83,520.76,1038.84,520.76,1070.81,520.76,31.97,13.73,1
7.27,2, white car,1035.76,513.73,1068.2,527.8,1051.98,520.77,1035.76,520.77,1068.2,520.77,32.44,14.07,1
7.3,2, white car,1032.61,513.86,1064.7,527.84,1048.65,520.85,1032.61,520.85,1064.7,520.85,32.09,13.98,1
7.33,2, white car,1029.5,514.03,1060.65,527.62,1045.08,520.82,1029.5,520.82,1060.65,520.82,31.16,13.58,1
7.37,2, white car,1026.33,514.18,1057.38,527.71,1041.85,520.95,1026.33,520.95,1057.38,520.95,31.05,13.52,1
7.4,2, white car,1023.62,514.21,1054.5,527.69,1039.06,520.95,1023.62,520.95,1054.5,520.95,30.87,13.48,1
7.43,2, white car,1020.47,514.44,1051.27,527.95,1035.87,521.2,1020.47,521.2,1051.27,521.2,30.79,13.5,1
7.47,2, white car,1017.87,514.58,1048.06,527.82,1032.97,521.2,1017.87,521.2,1048.06,521.2,30.19,13.24,1
7.5,2, white car,1014.85,514.74,1044.48,527.74,1029.66,521.24,1014.85,521.24,1044.48,521.24,29.63,13.0,1
7.53,2, white car,1011.84,514.91,1041.09,527.75,1026.47,521.33,1011.84,521.33,1041.09,521.33,29.25,12.84,1
7.57,2, white car,1008.64,514.96,1038.21,527.95,1023.42,521.45,1008.64,521.45,1038.21,521.45,29.58,12.99,1
7.6,2, white car,1005.43,514.69,1035.13,527.77,1020.28,521.23,1005.43,521.23,1035.13,521.23,29.7,13.08,1
7.63,2, white car,1002.39,514.81,1031.77,527.75,1017.08,521.28,1002.39,521.28,1031.77,521.28,29.39,12.94,1
7.67,2, white car,999.45,515.01,1028.87,527.93,1014.16,521.47,999.45,521.47,1028.87,521.47,29.42,12.92,1
7.7,2, white car,996.78,515.2,1025.79,527.92,1011.29,521.56,996.78,521.56,1025.79,521.56,29.01,12.72,1
7.73,2, white car,993.69,515.27,1022.82,528.02,1008.26,521.64,993.69,521.64,1022.82,521.64,29.13,12.75,1
7.77,2, white car,990.72,515.26,1019.59,527.87,1005.15,521.57,990.72,521.57,1019.59,521.57,28.88,12.61,1
7.8,2, white car,987.18,515.66,1015.96,528.23,1001.57,521.95,987.18,521.95,1015.96,521.95,28.78,12.57,1
7.83,2, white car,984.12,515.81,1012.92,528.38,998.52,522.09,984.12,522.09,1012.92,522.09,28.81,12.57,1
7.87,2, white car,981.02,515.88,1009.81,528.43,995.42,522.16,981.02,522.16,1009.81,522.16,28.78,12.54,1
7.9,2, white car,977.77,515.78,1006.96,528.5,992.36,522.14,977.77,522.14,1006.96,522.14,29.19,12.72,1
7.93,2, white car,974.73,515.72,1003.61,528.29,989.17,522.0,974.73,522.0,1003.61,522.0,28.88,12.56,1
7.97,2, white car,971.51,515.99,1000.44,528.59,985.98,522.29,971.51,522.29,1000.44,522.29,28.92,12.59,1
8.0,2, white car,968.52,516.13,997.47,528.76,983.0,522.45,968.52,522.45,997.47,522.45,28.96,12.63,1
8.03,2, white car,965.64,516.19,994.65,528.84,980.14,522.51,965.64,522.51,994.65,522.51,29.01,12.65,1
8.07,2, white car,962.65,516.32,991.33,528.79,976.99,522.55,962.65,522.55,991.33,522.55,28.68,12.47,1
8.1,2, white car,959.38,516.45,987.56,528.69,973.47,522.57,959.38,522.57,987.56,522.57,28.18,12.25,1
8.13,2, white car,956.53,516.61,984.69,528.84,970.61,522.73,956.53,522.73,984.69,522.73,28.16,12.24,1
8.17,2, white car,953.45,516.57,981.86,528.93,967.65,522.75,953.45,522.75,981.86,522.75,28.41,12.35,1
8.2,2, white car,950.37,516.78,978.64,529.09,964.5,522.93,950.37,522.93,978.64,522.93,28.27,12.31,1
8.23,2, white car,946.97,516.52,975.07,528.74,961.02,522.63,946.97,522.63,975.07,522.63,28.09,12.22,1
8.27,2, white car,943.53,516.66,972.13,529.12,957.83,522.89,943.53,522.89,972.13,522.89,28.6,12.46,1
8.3,2, white car,940.69,517.0,969.34,529.49,955.02,523.25,940.69,523.25,969.34,523.25,28.65,12.49,1
8.33,2, white car,937.32,516.94,966.53,529.69,951.92,523.32,937.32,523.32,966.53,523.32,29.22,12.74,1
8.37,2, white car,934.25,516.92,963.55,529.69,948.9,523.31,934.25,523.31,963.55,523.31,29.3,12.77,1
8.4,2, white car,930.96,516.79,960.56,529.71,945.76,523.25,930.96,523.25,960.56,523.25,29.6,12.92,1
8.43,2, white car,928.56,517.22,957.56,529.85,943.06,523.54,928.56,523.54,957.56,523.54,29.0,12.63,1
8.47,2, white car,925.03,517.39,954.31,530.14,939.67,523.76,925.03,523.76,954.31,523.76,29.28,12.76,1
8.5,2, white car,921.77,517.49,951.09,530.25,936.43,523.87,921.77,523.87,951.09,523.87,29.32,12.77,1
8.53,2, white car,918.33,517.37,947.84,530.19,933.08,523.78,918.33,523.78,947.84,523.78,29.51,12.81,1
8.57,2, white car,915.38,517.69,944.5,530.3,929.94,524.0,915.38,524.0,944.5,524.0,29.12,12.62,1
8.6,2, white car,912.7,517.8,941.71,530.35,927.21,524.07,912.7,524.07,941.71,524.07,29.01,12.55,1
8.63,2, white car,909.61,517.74,939.01,530.43,924.31,524.08,909.61,524.08,939.01,524.08,29.41,12.69,1
8.67,2, white car,906.46,517.73,936.22,530.56,921.34,524.14,906.46,524.14,936.22,524.14,29.75,12.83,1
8.7,2, white car,903.06,517.6,933.19,530.59,918.12,524.09,903.06,524.09,933.19,524.09,30.13,12.99,1
8.73,2, white car,899.91,517.64,929.93,530.59,914.92,524.11,899.91,524.11,929.93,524.11,30.02,12.95,1
8.77,2, white car,896.56,517.91,926.39,530.79,911.48,524.35,896.56,524.35,926.39,524.35,29.83,12.88,1
8.8,2, white car,893.86,517.99,923.53,530.79,908.69,524.39,893.86,524.39,923.53,524.39,29.67,12.8,1
8.83,2, white car,890.91,517.87,921.0,530.85,905.96,524.36,890.91,524.36,921.0,524.36,30.1,12.98,1
8.87,2, white car,887.51,517.72,917.87,530.8,902.69,524.26,887.51,524.26,917.87,524.26,30.36,13.07,1
8.9,2, white car,885.31,517.94,914.78,530.57,900.04,524.26,885.31,524.26,914.78,524.26,29.47,12.63,1
8.93,2, white car,882.34,517.99,911.66,530.52,897.0,524.26,882.34,524.26,911.66,524.26,29.32,12.54,1
8.97,2, white car,879.26,518.09,908.71,530.67,893.99,524.38,879.26,524.38,908.71,524.38,29.46,12.58,1
9.0,2, white car,876.03,518.52,904.62,530.73,890.32,524.63,876.03,524.63,904.62,524.63,28.59,12.22,1
9.03,2, white car,873.29,518.64,901.95,530.89,887.62,524.76,873.29,524.76,901.95,524.76,28.65,12.25,1
9.07,2, white car,870.43,518.78,899.09,531.03,884.76,524.91,870.43,524.91,899.09,524.91,28.66,12.26,1
9.1,2, white car,867.01,518.89,895.87,531.23,881.44,525.06,867.01,525.06,895.87,525.06,28.86,12.33,1
