frame,ID,car_type,center_x,center_y,front_x,front_y,back_x,back_y,width,height,lane,v_x,v_y,a_x,a_y
4.13,2, white car,1358.54,512.8,1342.37,512.8,1374.7,512.8,32.33,14.4,1,0.0,0.0,0.0,0.0
4.17,2, white car,1354.98,512.98,1338.89,512.98,1371.07,512.98,32.18,14.3,1,-32.96,1.67,0.0,0.0
4.2,2, white car,1351.8,512.95,1335.64,512.95,1367.96,512.95,32.32,14.31,1,-29.44,-0.28,117.33,-65.0
4.23,2, white car,1348.56,513.13,1332.21,513.13,1364.92,513.13,32.71,14.49,1,-30.0,1.67,-18.67,65.0
4.27,2, white car,1345.26,513.17,1329.0,513.17,1361.53,513.17,32.54,14.39,1,-30.56,0.37,-18.67,-43.33
4.3,2, white car,1341.52,513.27,1325.69,513.27,1357.34,513.27,31.65,13.99,1,-34.63,0.93,-135.67,18.67
4.33,2, white car,1338.3,513.3,1322.7,513.3,1353.91,513.3,31.21,13.8,1,-29.81,0.28,160.67,-21.67
4.37,2, white car,1334.89,513.42,1319.3,513.42,1350.48,513.42,31.18,13.79,1,-31.57,1.11,-58.67,27.67
4.4,2, white car,1331.58,513.57,1315.6,513.57,1347.56,513.57,31.97,14.19,1,-30.65,1.39,30.67,9.33
4.43,2, white car,1328.21,513.57,1312.5,513.57,1343.92,513.57,31.42,13.93,1,-31.2,0.0,-18.33,-46.33
4.47,2, white car,1325.0,513.46,1309.58,513.46,1340.42,513.46,30.84,13.69,1,-29.72,-1.02,49.33,-34.0
4.5,2, white car,1321.56,513.57,1305.97,513.57,1337.15,513.57,31.18,13.82,1,-31.85,1.02,-71.0,68.0
4.53,2, white car,1318.26,513.71,1302.22,513.71,1334.3,513.71,32.08,14.26,1,-30.56,1.3,43.0,9.33
4.57,2, white car,1314.83,513.81,1298.84,513.81,1330.82,513.81,31.98,14.21,1,-31.76,0.93,-40.0,-12.33
4.6,2, white car,1311.31,513.69,1295.82,513.69,1326.8,513.69,30.97,13.72,1,-32.59,-1.11,-27.67,-68.0
4.63,2, white car,1307.85,513.63,1292.57,513.63,1323.14,513.63,30.57,13.48,1,-32.04,-0.56,18.33,18.33
4.67,2, white car,1304.55,513.77,1288.89,513.77,1320.2,513.77,31.31,13.81,1,-30.56,1.3,49.33,62.0
4.7,2, white car,1301.46,514.1,1285.91,514.1,1317.01,514.1,31.1,13.69,1,-28.61,3.06,65.0,58.67
4.73,2, white car,1298.29,513.98,1282.96,513.98,1313.62,513.98,30.66,13.44,1,-29.35,-1.11,-24.67,-139.0
4.77,2, white car,1294.98,514.03,1279.78,514.03,1310.18,514.03,30.4,13.27,1,-30.65,0.46,-43.33,52.33
4.8,2, white car,1291.49,513.97,1276.13,513.97,1306.85,513.97,30.72,13.42,1,-32.31,-0.56,-55.33,-34.0
4.83,2, white car,1288.5,514.18,1273.34,514.18,1303.67,514.18,30.33,13.22,1,-27.69,1.94,154.0,83.33
4.87,2, white car,1285.09,514.15,1270.19,514.15,1299.98,514.15,29.79,12.95,1,-31.57,-0.28,-129.33,-74.0
4.9,2, white car,1281.64,514.4,1266.74,514.4,1296.54,514.4,29.8,12.92,1,-31.94,2.31,-12.33,86.33
4.93,2, white car,1278.41,514.57,1263.45,514.57,1293.37,514.57,29.92,12.96,1,-29.91,1.57,67.67,-24.67
4.97,2, white car,1275.04,514.71,1259.58,514.71,1290.5,514.71,30.92,13.4,1,-31.2,1.3,-43.0,-9.0
5.0,2, white car,1271.63,514.71,1256.52,514.71,1286.74,514.71,30.22,13.09,1,-31.57,0.0,-12.33,-43.33
5.03,2, white car,1268.37,514.83,1253.52,514.83,1283.21,514.83,29.69,12.82,1,-30.19,1.11,46.0,37.0
5.07,2, white car,1265.18,514.85,1250.32,514.85,1280.03,514.85,29.71,12.79,1,-29.54,0.19,21.67,-30.67
5.1,2, white car,1261.76,514.93,1246.69,514.93,1276.82,514.93,30.13,12.95,1,-31.67,0.74,-71.0,18.33
5.13,2, white car,1258.34,515.03,1243.44,515.03,1273.24,515.03,29.8,12.78,1,-31.67,0.93,0.0,6.33
5.17,2, white car,1255.26,514.95,1240.48,514.95,1270.03,514.95,29.56,12.65,1,-28.52,-0.74,105.0,-55.67
5.2,2, white car,1251.87,515.13,1237.26,515.13,1266.48,515.13,29.22,12.44,1,-31.39,1.67,-95.67,80.33
5.23,2, white car,1248.53,515.26,1233.87,515.26,1263.19,515.26,29.32,12.47,1,-30.93,1.2,15.33,-15.67
5.27,2, white car,1245.2,515.29,1230.44,515.29,1259.96,515.29,29.52,12.54,1,-30.83,0.28,3.33,-30.67
5.3,2, white car,1241.77,515.25,1227.04,515.25,1256.49,515.25,29.45,12.5,1,-31.76,-0.37,-31.0,-21.67
5.33,2, white car,1238.51,515.3,1223.9,515.3,1253.12,515.3,29.22,12.36,1,-30.19,0.46,52.33,27.67
5.37,2, white car,1235.26,515.36,1220.44,515.36,1250.07,515.36,29.64,12.54,1,-30.09,0.56,3.33,3.33
5.4,2, white car,1232.33,515.49,1217.6,515.49,1247.05,515.49,29.45,12.42,1,-27.13,1.2,98.67,21.33
5.43,2, white car,1228.77,515.47,1214.15,515.47,1243.39,515.47,29.24,12.3,1,-32.96,-0.19,-194.33,-46.33
5.47,2, white car,1225.52,515.5,1211.02,515.5,1240.03,515.5,29.01,12.17,1,-30.09,0.28,95.67,15.67
5.5,2, white car,1222.3,515.7,1207.67,515.7,1236.93,515.7,29.26,12.25,1,-29.81,1.85,9.33,52.33
5.53,2, white car,1218.71,515.78,1203.82,515.78,1233.59,515.78,29.77,12.47,1,-33.24,0.74,-114.33,-37.0
5.57,2, white car,1215.49,515.86,1200.53,515.86,1230.45,515.86,29.92,12.51,1,-29.81,0.74,114.33,0.0
