frame,ID,center_x,center_y,v_x,v_y,a_x,a_y,lane,preceding_rel_v_x,preceding_rel_v_y,right_preceding_rel_v_x,right_preceding_rel_v_y,left_preceding_rel_v_x,left_preceding_rel_v_y,following_rel_v_x,following_rel_v_y,right_following_rel_v_x,right_following_rel_v_y,left_following_rel_v_x,left_following_rel_v_y,preceding_distance,right_preceding_distance,left_preceding_distance,following_distance,right_following_distance,left_following_distance
0.1,15,1356.77,534.25,0.0,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,
0.13,15,1353.66,534.46,-28.8,1.94,0.0,0.0,2,,,,,,,,,,,,,,,,,,
0.17,15,1350.57,534.85,-28.61,3.61,6.33,55.67,2,,,,,,,,,,,,,,,,,,
0.2,15,1347.64,535.12,-27.13,2.5,49.33,-37.0,2,,,,,,,,,,,,,,,,,,
0.23,15,1344.61,535.64,-28.06,4.81,-31.0,77.0,3,,,,,,,,,,,,,,,,,,
0.27,15,1341.83,535.69,-25.74,0.46,77.33,-145.0,3,,,,,,,,,,,,,,,,,,
0.3,15,1339.03,535.92,-25.93,2.13,-6.33,55.67,3,,,25.93,-2.13,,,,,,,,,,67.58411129844043,,,,
0.33,15,1335.91,536.23,-28.89,2.87,-98.67,24.67,3,,,28.89,-2.87,,,,,,,,,,64.74576125122017,,,,
0.37,15,1332.78,536.33,-28.98,0.93,-3.0,-64.67,3,,,28.98,-0.93,,,,,,,,,,61.76644072633619,,,,
0.4,15,1329.96,536.83,-26.11,4.63,95.67,123.33,3,,,26.11,-4.63,,,,,,,,,,59.368325730139844,,,,
0.43,15,1327.22,536.98,-25.37,1.39,24.67,-108.0,3,,,25.37,-1.39,,,,,,,,,,56.955629221350726,,,,
0.47,15,1324.4,537.27,-26.11,2.69,-24.67,43.33,3,,,26.11,-2.69,,,,,,,,,,54.857345907362294,,,,
0.5,15,1321.52,537.63,-26.67,3.33,-18.67,21.33,3,,,26.67,-3.33,,,,,,,,,,52.6736566036571,,,,
0.53,15,1318.77,537.75,-25.46,1.11,40.33,-74.0,3,,,25.46,-1.11,,,,,,,,,,50.40016269815011,,,,
0.57,15,1315.61,537.88,-29.26,1.2,-126.67,3.0,3,,,29.26,-1.2,,,,,,,,,,47.861928502725256,,,,
0.6,15,1312.94,538.09,-24.72,1.94,151.33,24.67,3,,,24.72,-1.94,,,,,,,,,,45.718653742208964,,,,
0.63,15,1310.07,538.29,-26.57,1.85,-61.67,-3.0,3,,,26.57,-1.85,,,,,,,,,,43.55399866831971,,,,
0.67,15,1307.34,538.71,-25.28,3.89,43.0,68.0,3,,,25.28,-3.89,,,,,,,,,,41.531362847852755,,,,
