frame,leading,right_leading,left_leading,following,right_following,left_following
0.0,68,49.0,,11,51.0,
0.03,68,49.0,,11,51.0,
0.07,68,49.0,,11,51.0,
0.1,68,49.0,,11,51.0,
0.13,68,49.0,,11,51.0,
0.17,68,49.0,,11,51.0,
0.2,63,49.0,,11,51.0,
0.23,63,49.0,,11,51.0,
0.27,63,49.0,,11,51.0,
0.3,63,49.0,,11,51.0,
0.33,68,49.0,,11,51.0,
0.37,63,49.0,,11,51.0,
0.4,68,49.0,,11,51.0,
0.43,68,49.0,,11,51.0,
0.47,63,49.0,,11,51.0,
0.5,63,49.0,,11,51.0,
0.53,63,49.0,,11,51.0,
0.57,68,49.0,,11,51.0,
0.6,68,49.0,,11,51.0,
0.63,63,49.0,,11,51.0,
0.67,63,49.0,,11,51.0,
0.7,63,49.0,,11,51.0,
0.73,63,49.0,,11,51.0,
0.77,63,49.0,,11,51.0,
0.8,63,49.0,,11,51.0,
0.83,63,51.0,,11,37.0,
0.87,63,51.0,,11,37.0,
0.9,63,51.0,,11,37.0,
0.93,63,51.0,,11,37.0,
0.97,63,51.0,,11,37.0,
1.0,63,51.0,,11,37.0,
1.03,63,51.0,,11,37.0,
1.07,63,51.0,,11,37.0,
1.1,63,51.0,,11,37.0,
1.13,68,51.0,,11,37.0,
1.17,68,51.0,,11,37.0,
1.2,68,78.0,,11,37.0,
1.23,68,78.0,,11,37.0,
1.27,68,78.0,,11,37.0,
1.3,68,78.0,,11,37.0,
1.33,68,78.0,,11,37.0,
1.37,68,51.0,,11,37.0,
1.4,63,51.0,,11,37.0,
1.43,63,51.0,,11,37.0,
1.47,63,51.0,,11,37.0,
1.5,63,51.0,,11,37.0,
1.53,63,51.0,,11,37.0,
1.57,63,51.0,,11,37.0,
1.6,63,51.0,,11,37.0,
1.63,63,51.0,,11,37.0,
1.67,63,51.0,,11,37.0,
1.7,63,51.0,,11,37.0,
1.73,63,51.0,,11,37.0,
1.77,63,51.0,,11,37.0,
1.8,63,51.0,,11,37.0,
1.83,63,51.0,,11,37.0,
1.87,63,51.0,,11,37.0,
1.9,63,51.0,,11,37.0,
1.93,63,51.0,,11,37.0,
1.97,63,51.0,,11,37.0,
2.0,63,51.0,,11,37.0,
2.03,63,51.0,,11,37.0,
2.07,63,51.0,,11,37.0,
2.1,63,51.0,,11,37.0,
2.13,63,51.0,,11,37.0,
2.17,63,51.0,,11,37.0,
2.2,63,51.0,,11,37.0,
2.23,68,51.0,,11,37.0,
2.27,68,51.0,,11,37.0,
2.3,68,51.0,,11,37.0,
2.33,68,51.0,,11,37.0,
2.37,68,51.0,,11,37.0,
2.4,63,51.0,,11,37.0,
2.43,63,51.0,,11,37.0,
2.47,68,51.0,,11,37.0,
2.5,68,51.0,,11,37.0,
2.53,68,51.0,,11,37.0,
2.57,68,51.0,,11,37.0,
2.6,68,51.0,,11,37.0,
2.63,68,51.0,,11,37.0,
2.67,68,51.0,,11,37.0,
2.7,68,51.0,,11,7.0,
2.73,68,51.0,,11,7.0,
2.77,68,51.0,,11,7.0,
2.8,68,51.0,,11,7.0,
2.83,68,51.0,,11,7.0,
2.87,68,51.0,,11,7.0,
2.9,68,51.0,,11,7.0,
2.93,68,51.0,,11,7.0,
2.97,68,51.0,,11,7.0,
3.0,68,51.0,,11,88.0,
3.03,68,51.0,,11,88.0,
3.07,68,51.0,,11,88.0,
3.1,68,51.0,,11,7.0,
3.13,68,37.0,,11,7.0,
3.17,68,37.0,,11,88.0,
3.2,68,37.0,,11,45.0,
3.23,68,37.0,,11,45.0,
3.27,68,37.0,,11,88.0,
3.3,68,37.0,,11,88.0,
3.33,68,37.0,,11,88.0,
3.37,68,37.0,,11,88.0,
3.4,68,37.0,,11,88.0,
3.43,68,37.0,,11,88.0,
3.47,68,37.0,,11,88.0,
3.5,68,37.0,,11,88.0,
3.53,68,37.0,,11,88.0,
3.57,68,37.0,,48,45.0,
3.6,68,,,48,45.0,
3.63,68,,,48,45.0,
3.67,68,,,48,88.0,
3.7,68,,,48,88.0,
3.73,68,,,48,88.0,
3.77,68,,,48,88.0,
3.8,68,,,48,88.0,
3.83,68,,,48,88.0,
3.87,68,,,48,45.0,
3.9,68,,,48,45.0,
3.93,68,,,48,45.0,
3.97,68,,,48,45.0,
4.0,68,,,48,45.0,
4.03,68,,,48,45.0,
4.07,68,,,48,45.0,
4.1,63,,,48,45.0,
4.13,68,37.0,,48,45.0,
4.17,68,7.0,,48,45.0,
4.2,63,7.0,,48,45.0,
4.23,63,7.0,,48,45.0,
4.27,63,37.0,,48,45.0,
4.3,63,37.0,,48,45.0,
4.33,68,37.0,,48,45.0,
4.37,68,37.0,,48,45.0,
4.4,68,37.0,,48,45.0,
4.43,68,37.0,,48,45.0,
4.47,68,37.0,,48,45.0,
4.5,63,37.0,,48,45.0,
4.53,63,37.0,,48,45.0,
4.57,68,37.0,,48,45.0,
4.6,63,37.0,,48,45.0,
4.63,63,37.0,,48,45.0,
