frame,ID,center_x,center_y,v_x,v_y,a_x,a_y,lane,preceding_rel_v_x,preceding_rel_v_y,right_preceding_rel_v_x,right_preceding_rel_v_y,left_preceding_rel_v_x,left_preceding_rel_v_y,following_rel_v_x,following_rel_v_y,right_following_rel_v_x,right_following_rel_v_y,left_following_rel_v_x,left_following_rel_v_y,preceding_distance,right_preceding_distance,left_preceding_distance,following_distance,right_following_distance,left_following_distance
0.0,2,885.27,547.41,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,132.02166034405107,81.44867893342405,,143.97720132020905,53.88566599755455,
0.03,2,885.15,547.34,-1.11,-0.65,0.0,0.0,3,1.11,0.65,1.11,0.65,,,1.11,0.65,1.11,0.65,,,131.97896233870003,81.39371965944302,,144.16790801006997,54.002970288679535,
0.07,2,884.84,547.33,-2.87,-0.09,-58.67,18.67,3,2.87,0.09,2.87,0.09,,,2.87,0.09,2.87,0.09,,,131.67880011603987,81.09939395581198,,144.48799534909466,54.262065017837365,
0.1,2,884.33,547.32,-4.72,-0.09,-61.67,0.0,3,4.72,0.09,4.72,0.09,,,4.72,0.09,4.72,0.09,,,131.18878077030817,80.62021396647363,,145.01807128768468,54.69626038405192,
0.13,2,884.1,547.3,-2.13,-0.19,86.33,-3.33,3,2.13,0.19,2.13,0.19,,,2.13,0.19,2.13,0.19,,,130.99814846019768,80.430722985685,,145.28826828068395,54.909853396271245,
0.17,2,883.76,547.32,-3.15,0.19,-34.0,12.67,3,3.15,-0.19,3.15,-0.19,,,3.15,-0.19,3.15,-0.19,,,130.56924982552354,80.01703131209,,145.53804244938843,55.1293034601382,
0.2,2,883.57,547.33,-1.76,0.09,46.33,-3.33,3,1.76,-0.09,1.76,-0.09,,,1.76,-0.09,1.76,-0.09,,,88.98621915779997,79.83456456948956,,145.7279273166266,55.29340376572969,
0.23,2,883.4,547.36,-1.57,0.28,6.33,6.33,3,1.57,-0.28,1.57,-0.28,,,1.57,-0.28,1.57,-0.28,,,88.83699792316268,79.69569938208713,,145.91760757358924,55.46864429567396,
0.27,2,883.12,547.34,-2.59,-0.19,-34.0,-15.67,3,2.59,0.19,2.59,0.19,,,2.59,0.19,2.59,0.19,,,88.4866119817004,79.35073786676466,,146.13780140675442,55.64175141024955,
0.3,2,882.81,547.33,-2.87,-0.09,-9.33,3.33,3,2.87,0.09,2.87,0.09,,,2.87,0.09,2.87,0.09,,,88.11647802766521,78.98873970383372,,146.38789157577207,55.845802886161536,
0.33,2,882.41,547.4,-3.7,0.65,-27.67,24.67,3,3.7,-0.65,3.7,-0.65,,,3.7,-0.65,3.7,-0.65,,,129.14352674447136,78.64576021630153,,146.81716044114182,56.244851319920826,
0.37,2,882.09,547.4,-2.96,0.0,24.67,-21.67,3,2.96,0.0,2.96,0.0,,,2.96,0.0,2.96,0.0,,,87.57839573776178,78.48062499751134,,147.28713759184808,56.64042725827553,
0.4,2,881.89,547.38,-1.85,-0.19,37.0,-6.33,3,1.85,0.19,1.85,0.19,,,1.85,0.19,1.85,0.19,,,128.8329748162324,78.33988575432049,,147.54732291708984,56.84902461784197,
