0.00, 1, white car, 171.83, 466.77, 201.14, 479.78, 186.49, 473.28, 171.83, 473.28, 201.14, 473.28, 29.31, 13.01
0.03, 1, white car, 169.35, 466.24, 198.82, 479.33, 184.09, 472.78, 169.35, 472.78, 198.82, 472.78, 29.48, 13.09
0.07, 1, white car, 166.87, 465.71, 196.25, 478.76, 181.56, 472.24, 166.87, 472.24, 196.25, 472.24, 29.38, 13.04
0.10, 1, white car, 163.47, 465.28, 193.31, 478.52, 178.39, 471.90, 163.47, 471.90, 193.31, 471.90, 29.84, 13.24
0.13, 1, white car, 160.53, 464.80, 190.78, 478.23, 175.66, 471.51, 160.53, 471.51, 190.78, 471.51, 30.25, 13.42
0.17, 1, white car, 157.53, 464.49, 188.53, 478.24, 173.03, 471.37, 157.53, 471.37, 188.53, 471.37, 31.00, 13.76
0.20, 1, white car, 155.14, 464.25, 185.66, 477.75, 170.40, 471.00, 155.14, 471.00, 185.66, 471.00, 30.52, 13.50
0.23, 1, white car, 152.13, 463.87, 182.01, 477.08, 167.07, 470.47, 152.13, 470.47, 182.01, 470.47, 29.88, 13.21
0.27, 1, white car, 149.51, 463.54, 178.83, 476.51, 164.17, 470.02, 149.51, 470.02, 178.83, 470.02, 29.32, 12.97
0.30, 1, white car, 147.02, 463.44, 175.91, 476.23, 161.46, 469.84, 147.02, 469.84, 175.91, 469.84, 28.89, 12.79
0.33, 1, white car, 144.48, 463.10, 173.71, 475.98, 159.09, 469.54, 144.48, 469.54, 173.71, 469.54, 29.23, 12.88
0.37, 1, white car, 141.85, 462.87, 171.14, 475.75, 156.50, 469.31, 141.85, 469.31, 171.14, 469.31, 29.29, 12.88
0.40, 1, white car, 139.37, 462.50, 168.49, 475.25, 153.93, 468.88, 139.37, 468.88, 168.49, 468.88, 29.12, 12.75
0.43, 1, white car, 137.10, 462.33, 166.04, 474.96, 151.57, 468.64, 137.10, 468.64, 166.04, 468.64, 28.94, 12.63
0.47, 1, white car, 134.18, 462.04, 162.35, 474.32, 148.27, 468.18, 134.18, 468.18, 162.35, 468.18, 28.17, 12.28
0.50, 1, white car, 131.38, 461.70, 159.83, 474.05, 145.60, 467.87, 131.38, 467.87, 159.83, 467.87, 28.45, 12.35
0.53, 1, white car, 128.52, 461.16, 157.37, 473.65, 142.94, 467.41, 128.52, 467.41, 157.37, 467.41, 28.85, 12.49
0.57, 1, white car, 126.10, 460.87, 154.90, 473.27, 140.50, 467.07, 126.10, 467.07, 154.90, 467.07, 28.81, 12.40
0.60, 1, white car, 123.58, 460.61, 152.66, 473.04, 138.12, 466.83, 123.58, 466.83, 152.66, 466.83, 29.08, 12.43
0.63, 1, white car, 120.81, 460.40, 149.78, 472.79, 135.29, 466.60, 120.81, 466.60, 149.78, 466.60, 28.97, 12.38
0.67, 1, white car, 117.71, 459.90, 147.17, 472.50, 132.44, 466.20, 117.71, 466.20, 147.17, 466.20, 29.46, 12.60
0.70, 1, white car, 115.15, 459.56, 145.08, 472.36, 130.11, 465.96, 115.15, 465.96, 145.08, 465.96, 29.94, 12.80
0.73, 1, white car, 112.80, 459.15, 142.64, 471.84, 127.72, 465.49, 112.80, 465.49, 142.64, 465.49, 29.84, 12.69
0.77, 1, white car, 110.33, 458.92, 139.59, 471.33, 124.96, 465.12, 110.33, 465.12, 139.59, 465.12, 29.26, 12.40
0.80, 1, white car, 107.62, 458.31, 137.94, 471.12, 122.78, 464.72, 107.62, 464.72, 137.94, 464.72, 30.31, 12.81
0.83, 1, white car, 103.76, 457.64, 134.60, 470.73, 119.18, 464.18, 103.76, 464.18, 134.60, 464.18, 30.84, 13.09
0.87, 1, white car, 100.74, 457.23, 132.10, 470.60, 116.42, 463.92, 100.74, 463.92, 132.10, 463.92, 31.36, 13.37
0.90, 1, white car, 98.34, 456.97, 129.49, 470.27, 113.92, 463.62, 98.34, 463.62, 129.49, 463.62, 31.15, 13.30
0.93, 1, white car, 96.19, 456.58, 127.21, 469.81, 111.70, 463.19, 96.19, 463.19, 127.21, 463.19, 31.02, 13.23
0.97, 1, white car, 93.98, 456.27, 124.50, 469.28, 109.24, 462.78, 93.98, 462.78, 124.50, 462.78, 30.53, 13.00
1.00, 1, white car, 90.94, 455.93, 121.57, 468.99, 106.25, 462.46, 90.94, 462.46, 121.57, 462.46, 30.63, 13.06
1.03, 1, white car, 88.20, 455.51, 119.39, 468.83, 103.79, 462.17, 88.20, 462.17, 119.39, 462.17, 31.19, 13.32
1.07, 1, white car, 85.59, 454.96, 116.76, 468.30, 101.18, 461.63, 85.59, 461.63, 116.76, 461.63, 31.17, 13.34
1.10, 1, white car, 83.20, 454.58, 113.80, 467.67, 98.50, 461.12, 83.20, 461.12, 113.80, 461.12, 30.59, 13.10
1.13, 1, white car, 81.00, 454.23, 111.67, 467.33, 96.33, 460.78, 81.00, 460.78, 111.67, 460.78, 30.66, 13.09
1.17, 1, white car, 78.25, 453.97, 109.31, 467.22, 93.78, 460.59, 78.25, 460.59, 109.31, 460.59, 31.06, 13.26
1.20, 1, white car, 75.28, 453.40, 106.67, 466.82, 90.98, 460.11, 75.28, 460.11, 106.67, 460.11, 31.39, 13.43
1.23, 1, white car, 72.93, 453.11, 104.12, 466.42, 88.53, 459.77, 72.93, 459.77, 104.12, 459.77, 31.19, 13.31
10.17, 4, white car, 882.12, 531.80, 912.18, 544.82, 897.15, 538.31, 882.12, 538.31, 912.18, 538.31, 30.06, 13.02
