frame,ID,center_x,center_y,v_x,v_y,a_x,a_y,lane,preceding_rel_v_x,preceding_rel_v_y,right_preceding_rel_v_x,right_preceding_rel_v_y,left_preceding_rel_v_x,left_preceding_rel_v_y,following_rel_v_x,following_rel_v_y,right_following_rel_v_x,right_following_rel_v_y,left_following_rel_v_x,left_following_rel_v_y,preceding_distance,right_preceding_distance,left_preceding_distance,following_distance,right_following_distance,left_following_distance
0.0,14,930.07,538.51,0.0,0.0,0.0,0.0,2,,,,,,,,,0.0,0.0,,,,,,,110.58123620216948,
0.03,14,926.89,538.48,-29.44,-0.28,0.0,0.0,2,,,,,,,,,29.44,0.28,,,,,,,113.76482760502037,
0.07,14,923.81,538.26,-28.52,-2.04,30.67,-58.67,2,,,,,,,,,28.52,2.04,,,,,,,116.55080651801595,
0.1,14,920.47,538.09,-30.93,-1.57,-80.33,15.67,2,,,,,,,,,30.93,1.57,,,,,,,119.4838520470444,
0.13,14,917.09,537.88,-31.3,-1.94,-12.33,-12.33,2,,,,,,,,,31.3,1.94,,,,,,,122.7827430871293,
0.17,14,913.69,537.74,-31.48,-1.3,-6.0,21.33,2,,,,,,,,,31.48,1.3,,,,,,,126.22047417118986,
0.2,14,910.27,537.59,-31.67,-1.39,-6.33,-3.0,2,,,,,,,,,31.67,1.39,,,,,,,129.4401332663097,
0.23,14,906.77,537.52,-32.41,-0.65,-24.67,24.67,2,,,,,,,,,32.41,0.65,,,,,,,132.75849050060785,
0.27,14,903.55,537.22,-29.81,-2.78,86.67,-71.0,2,,,,,,,,,29.81,2.78,,,,,,,135.94776386539056,
0.3,14,900.27,537.01,-30.37,-1.94,-18.67,28.0,2,,,,,,,,,30.37,1.94,,,,,,,139.36641094611,
0.33,14,897.18,536.74,-28.61,-2.5,58.67,-18.67,2,,,,,,,,,28.61,2.5,,,,,,,142.423181048592,
0.37,14,893.67,536.49,-32.5,-2.31,-129.67,6.33,2,,,,,,,,,32.5,2.31,,,,,,,145.9519873108962,
0.4,14,890.53,536.31,-29.07,-1.67,114.33,21.33,2,,,,,,,,,29.07,1.67,,,,,,,149.03916699981923,
0.43,14,887.27,536.0,-30.19,-2.87,-37.33,-40.0,2,,,,,,,,,30.19,2.87,,,,,,,152.48721126704368,
0.47,14,883.85,535.67,-31.67,-3.06,-49.33,-6.33,2,,,,,,,,,31.67,3.06,,,,,,,155.74637395458038,
0.5,14,880.27,535.52,-33.15,-1.39,-49.33,55.67,2,,,,,,,,,33.15,1.39,,,,,,,159.178798839544,
0.53,14,876.96,535.28,-30.65,-2.22,83.33,-27.67,2,,,,,,,,,30.65,2.22,,,,,,,162.60646881351303,
0.57,14,873.8,535.13,-29.26,-1.39,46.33,27.67,2,,,,,,,,,29.26,1.39,,,,,,,165.9509644443201,
0.6,14,870.48,534.93,-30.74,-1.85,-49.33,-15.33,2,,,,,,,,,30.74,1.85,,,,,,,169.2334086402564,
0.63,14,867.14,534.74,-30.93,-1.76,-6.33,3.0,2,,,,,,,,,,,,,,,,,,
0.67,14,863.77,534.56,-31.2,-1.67,-9.0,3.0,2,,,,,,,,,31.2,1.67,,,,,,,175.81254221471224,
0.7,14,860.6,534.44,-29.35,-1.11,61.67,18.67,2,,,,,,,,,29.35,1.11,,,,,,,178.86194229069525,
0.73,14,857.45,534.15,-29.17,-2.69,6.0,-52.67,2,,,,,,,,,29.17,2.69,,,,,,,182.1429836694238,
