frame,leading,right_leading,left_leading,following,right_following,left_following
0.0,,,,,1.0,
0.03,,,,,1.0,
0.07,,,,,1.0,
0.1,,,,,1.0,
0.13,,,,,1.0,
0.17,,,,,1.0,
0.2,,,,,1.0,
0.23,,,,,1.0,
0.27,,,,,1.0,
0.3,,,,,1.0,
0.33,,,,,1.0,
0.37,,,,,1.0,
0.4,,,,,1.0,
0.43,,,,,1.0,
0.47,,,,,1.0,
0.5,,,,,1.0,
0.53,,,,,1.0,
0.57,,,,,1.0,
0.6,,,,,1.0,
0.63,,,,1.0,,
0.67,,,,1.0,,
0.7,,,,1.0,,
0.73,,,,1.0,,
0.77,,,,1.0,,
0.8,,,,1.0,,
0.83,,,,1.0,,
0.87,,,,1.0,,
0.9,,,,1.0,,
0.93,,,,1.0,,
0.97,,,,1.0,,
1.0,,,,1.0,,
1.03,,,,1.0,,
1.07,,,,1.0,,
1.1,,,,1.0,,
1.13,,,,1.0,,
1.17,,,,1.0,,
1.2,,,,1.0,,
1.23,,,,1.0,,
1.27,,,,1.0,,
1.3,,,,1.0,,
1.33,,,,1.0,,
1.37,,,,1.0,,
1.4,,,,1.0,,
1.43,,,,1.0,,
1.47,,,,1.0,,
1.5,,,,1.0,,
1.53,,,,1.0,,
1.57,,,,1.0,,
1.6,,,,1.0,,
1.63,,,,1.0,,
1.67,,,,1.0,,
1.7,,,,1.0,,
1.73,,,,1.0,,
1.77,,,,1.0,,
1.8,,,,1.0,,
1.83,,,,1.0,,
1.87,,,,1.0,,
1.9,,,,1.0,,
1.93,,,,1.0,,
1.97,,,,1.0,,
2.0,,,,1.0,,
2.03,,,,1.0,,
2.07,,,,1.0,,
2.1,,,,1.0,,
2.13,,,,1.0,,
2.17,,,,1.0,,
2.2,,,,1.0,,
2.23,,,,1.0,,
2.27,,,,1.0,,
2.3,,,,1.0,,
2.33,,,,1.0,,
2.37,,,,1.0,,
2.4,,,,1.0,,
2.43,,,,1.0,,
2.47,,,,1.0,,
2.5,,,,1.0,,
2.53,,,,1.0,,
2.57,,,,1.0,,
2.77,,,,1.0,,
2.8,,,,1.0,,
2.83,,,,1.0,,
2.87,,,,1.0,,
2.9,,,,1.0,,
2.93,,,,1.0,,
2.97,,,,1.0,,
3.0,,,,1.0,,
3.03,,,,1.0,,
3.07,,,,1.0,,
3.1,,,,1.0,,
3.13,,,,1.0,,
3.17,,,,1.0,,
3.2,,,,1.0,,
3.23,,,,1.0,,
3.27,,,,1.0,,
3.3,,,,1.0,,
3.33,,,,1.0,,
3.37,,,,1.0,,
3.4,,,,1.0,,
3.43,,,,1.0,,
3.47,,,,1.0,,
3.5,,,,1.0,,
