frame,ID,car_type,center_x,center_y,front_x,front_y,back_x,back_y,width,height,lane,v_x,v_y,a_x,a_y
0.0,4, white car,561.69,490.17,549.65,490.17,573.72,490.17,24.07,11.08,1,0.0,0.0,0.0,0.0
0.03,4, white car,560.3,489.89,548.25,489.89,572.34,489.89,24.09,11.09,1,-12.87,-2.59,0.0,0.0
0.07,4, white car,558.72,489.56,546.82,489.56,570.61,489.56,23.79,10.94,1,-14.63,-3.06,-58.67,-15.67
0.1,4, white car,556.6,489.34,545.0,489.34,568.21,489.34,23.21,10.67,1,-19.63,-2.04,-166.67,34.0
0.13,4, white car,554.5,489.03,542.9,489.03,566.1,489.03,23.2,10.67,1,-19.44,-2.87,6.33,-27.67
0.17,4, white car,552.68,488.73,540.84,488.73,564.52,488.73,23.68,10.9,1,-16.85,-2.78,86.33,3.0
0.2,4, white car,551.17,488.51,539.27,488.51,563.07,488.51,23.8,10.98,1,-13.98,-2.04,95.67,24.67
0.23,4, white car,549.22,488.32,537.46,488.32,560.98,488.32,23.52,10.86,1,-18.06,-1.76,-136.0,9.33
0.27,4, white car,547.44,488.04,535.48,488.04,559.4,488.04,23.92,11.05,1,-16.48,-2.59,52.67,-27.67
0.3,4, white car,545.81,487.85,533.67,487.85,557.95,487.85,24.28,11.25,1,-15.09,-1.76,46.33,27.67
0.33,4, white car,544.02,487.67,531.92,487.67,556.12,487.67,24.2,11.23,1,-16.57,-1.67,-49.33,3.0
0.37,4, white car,541.91,487.53,529.8,487.53,554.03,487.53,24.24,11.25,1,-19.54,-1.3,-99.0,12.33
0.4,4, white car,540.0,487.43,527.67,487.43,552.34,487.43,24.67,11.46,1,-17.69,-0.93,61.67,12.33
0.43,4, white car,538.45,487.29,526.11,487.29,550.78,487.29,24.68,11.46,1,-14.35,-1.3,111.33,-12.33
0.47,4, white car,536.98,487.12,524.91,487.12,549.06,487.12,24.15,11.2,1,-13.61,-1.57,24.67,-9.0
0.5,4, white car,535.73,486.91,523.78,486.91,547.68,486.91,23.9,11.07,1,-11.57,-1.94,68.0,-12.33
0.53,4, white car,534.36,486.75,522.27,486.75,546.45,486.75,24.18,11.18,1,-12.69,-1.48,-37.33,15.33
0.57,4, white car,532.88,486.65,520.36,486.65,545.39,486.65,25.03,11.61,1,-13.7,-0.93,-33.67,18.33
0.6,4, white car,531.44,486.68,519.15,486.68,543.74,486.68,24.59,11.42,1,-13.33,0.28,12.33,40.33
0.63,4, white car,529.53,486.41,517.42,486.41,541.65,486.41,24.23,11.28,1,-17.69,-2.5,-145.33,-92.67
0.67,4, white car,527.62,486.16,515.59,486.16,539.66,486.16,24.08,11.23,1,-17.69,-2.31,0.0,6.33
0.7,4, white car,525.92,485.94,514.01,485.94,537.84,485.94,23.82,11.11,1,-15.74,-2.04,65.0,9.0
0.73,4, white car,524.34,485.68,512.29,485.68,536.4,485.68,24.1,11.27,1,-14.63,-2.41,37.0,-12.33
0.77,4, white car,522.66,485.47,510.57,485.47,534.76,485.47,24.19,11.32,1,-15.56,-1.94,-31.0,15.67
1.47,4, white car,490.37,481.93,477.85,481.93,502.89,481.93,25.04,11.85,1,-298.98,-32.78,-9447.33,-1028.0
1.5,4, white car,489.04,481.82,476.67,481.82,501.41,481.82,24.75,11.76,1,-12.31,-1.02,9555.67,1058.67
1.53,4, white car,487.63,481.61,475.44,481.61,499.82,481.61,24.38,11.57,1,-13.06,-1.94,-25.0,-30.67
1.57,4, white car,486.08,481.69,473.78,481.69,498.39,481.69,24.61,11.66,1,-14.35,0.74,-43.0,89.33
1.6,4, white car,484.9,481.64,472.45,481.64,497.35,481.64,24.9,11.79,1,-10.93,-0.46,114.0,-40.0
1.63,4, white car,483.49,481.37,471.0,481.37,495.98,481.37,24.98,11.8,1,-13.06,-2.5,-71.0,-68.0
1.67,4, white car,482.08,481.16,469.82,481.16,494.34,481.16,24.52,11.53,1,-13.06,-1.94,0.0,18.67
1.7,4, white car,480.62,480.83,468.43,480.83,492.81,480.83,24.38,11.43,1,-13.52,-3.06,-15.33,-37.33
1.73,4, white car,478.95,480.67,466.52,480.67,491.39,480.67,24.87,11.64,1,-15.46,-1.48,-64.67,52.67
1.77,4, white car,477.67,480.58,465.14,480.58,490.21,480.58,25.07,11.77,1,-11.85,-0.83,120.33,21.67
1.8,4, white car,476.36,480.39,463.64,480.39,489.09,480.39,25.46,11.99,1,-12.13,-1.76,-9.33,-31.0
1.83,4, white car,475.04,480.25,462.38,480.25,487.7,480.25,25.32,11.98,1,-12.22,-1.3,-3.0,15.33
1.87,4, white car,473.58,480.05,461.04,480.05,486.12,480.05,25.09,11.89,1,-13.52,-1.85,-43.33,-18.33
1.9,4, white car,472.04,479.93,459.5,479.93,484.57,479.93,25.07,11.9,1,-14.26,-1.11,-24.67,24.67
1.93,4, white car,470.86,479.83,458.24,479.83,483.47,479.83,25.23,11.98,1,-10.93,-0.93,111.0,6.0
1.97,4, white car,469.47,479.64,456.8,479.64,482.13,479.64,25.34,12.03,1,-12.87,-1.76,-64.67,-27.67
2.0,4, white car,468.0,479.53,455.43,479.53,480.56,479.53,25.13,11.91,1,-13.61,-1.02,-24.67,24.67
2.03,4, white car,466.61,479.43,454.23,479.43,478.99,479.43,24.76,11.71,1,-12.87,-0.93,24.67,3.0
2.07,4, white car,465.16,479.27,452.75,479.27,477.57,479.27,24.82,11.69,1,-13.43,-1.48,-18.67,-18.33
2.1,4, white car,463.81,479.13,451.38,479.13,476.25,479.13,24.87,11.7,1,-12.5,-1.3,31.0,6.0
