frame,leading,right_leading,left_leading,following,right_following,left_following
3.47,,,,,,
3.5,,,,,,
3.53,,,,,,
3.57,,,,,,
3.6,,,,,,
3.63,,,,,,
3.67,,,,,,
3.7,,,,,,
3.73,,,,,,
3.77,,,,,,
3.8,,,,,,
3.83,,,,,,
3.87,,,,,,
3.9,,,,,,
3.93,,,,,,
3.97,,,,,,
4.0,,,,,,
4.03,,,,,14.0,
4.07,,,,,14.0,
4.1,,,,,14.0,
4.13,,,,,14.0,
4.17,,,,,14.0,
4.2,,,,,14.0,
4.23,,,,,14.0,
4.27,,,,,14.0,
4.3,,,,,14.0,
4.33,,,,,14.0,
4.37,,,,,14.0,
4.4,,,,,14.0,
4.43,,,,,14.0,
4.47,,,,,,
4.5,,,,,,
4.53,,,,,,
4.57,,,,,,
4.6,,,,,,
4.63,,,,,,
4.67,,,,,,
4.7,,,,,,
4.73,,,,,,
4.77,,,,,,
4.8,,,,,,
4.83,,,,,,
4.87,,,,,,
4.9,,,,,,
4.93,,,,,,
4.97,,,,,14.0,
5.0,,,,,14.0,
5.03,,,,,14.0,
5.07,,,,,14.0,
5.1,,,,,14.0,
5.13,,,,,14.0,
5.17,,,,,14.0,
5.2,,,,,14.0,
5.23,,,,,14.0,
5.27,,,,,14.0,
5.3,,,,,14.0,
5.33,,,,,14.0,
5.37,,,,,14.0,
5.4,,,,,14.0,
5.43,,,,,14.0,
5.47,,,,,14.0,
5.5,,,,,14.0,
5.53,,,,,14.0,
5.57,,,,,14.0,
5.6,,,,,14.0,
5.63,,,,,14.0,
5.67,,,,,14.0,
5.7,,,,,14.0,
5.73,,,,,14.0,
5.77,,,,,14.0,
5.8,,,,,14.0,
5.83,,,,,14.0,
5.87,,,,,14.0,
5.9,,,,,14.0,
5.93,,,,,14.0,
5.97,,,,,14.0,
6.0,,,,,14.0,
6.03,,,,,14.0,
6.07,,,,,14.0,
6.1,,,,,14.0,
6.13,,,,,14.0,
6.17,,,,,14.0,
6.2,,,,,14.0,
6.23,,,,,14.0,
6.27,,,,,14.0,
6.3,,,,,14.0,
6.33,,,,,14.0,
6.37,,,,,14.0,
6.4,,,,,14.0,
6.43,,,,,14.0,
6.47,,,,,14.0,
6.5,,,,,14.0,
6.53,,,,,14.0,
6.57,,,,,14.0,
6.6,,,,,14.0,
6.63,,,,,14.0,
6.67,,,,,14.0,
6.7,,,,,14.0,
6.73,,,,,14.0,
6.77,,,,,14.0,
6.8,,,,,14.0,
6.83,,,,,14.0,
6.87,,,,,14.0,
6.9,,,,,14.0,
6.93,,,,,14.0,
6.97,,,,,14.0,
7.0,,,,,14.0,
7.03,,,,,14.0,
7.07,,,,,14.0,
7.1,,,,,14.0,
7.13,,,,,14.0,
7.17,,,,,14.0,
7.2,,,,,14.0,
7.23,,,,,14.0,
7.27,,,,,14.0,
7.3,,,,,14.0,
7.33,,,,,14.0,
7.37,,,,,14.0,
7.4,,,,,14.0,
7.43,,,,,14.0,
7.47,,,,,14.0,
7.5,,,,,14.0,
7.53,,,,,14.0,
7.57,,,,,14.0,
7.6,,,,,14.0,
7.63,,,,,14.0,
7.67,,,,,14.0,
7.7,,,,,14.0,
7.73,,,,,14.0,
7.77,,,,,14.0,
7.8,,,,,14.0,
7.83,,,,,14.0,
7.87,,,,,14.0,
7.9,,,,,14.0,
7.93,,,,,14.0,
7.97,,,,,14.0,
8.0,,,,,14.0,
8.03,,,,,14.0,
8.07,,,,,14.0,
8.1,,,,,14.0,
8.13,,,,,14.0,
8.17,,,,,14.0,
8.2,,,,,14.0,
8.23,,,,,14.0,
8.27,,,,,14.0,
8.3,,,,,14.0,
8.33,,,,,14.0,
8.37,,,,,14.0,
8.4,,,,,14.0,
8.43,,,,,14.0,
8.47,,,,,14.0,
8.5,,,,,14.0,
8.53,,,,,14.0,
8.57,,42.0,,,14.0,
8.6,,42.0,,,14.0,
8.63,,42.0,,,14.0,
8.67,,,,,14.0,
8.7,,42.0,,,14.0,
8.73,,42.0,,,14.0,
8.77,,42.0,,,14.0,
8.8,,42.0,,,14.0,
8.83,,42.0,,,14.0,
8.87,,42.0,,,14.0,
8.9,,42.0,,,14.0,
8.93,,42.0,,,14.0,
8.97,,42.0,,,14.0,
9.0,,42.0,,,14.0,
9.27,,42.0,,,,
9.3,,42.0,,,,
9.33,,42.0,,,,
9.37,,42.0,,,,
9.4,,42.0,,,,
9.43,,42.0,,,,
9.47,,42.0,,,,
9.5,,42.0,,,,
9.53,,42.0,,,,
9.57,,42.0,,,,
9.6,,42.0,,,,
9.63,,42.0,,,,
9.67,,42.0,,,,
9.7,,42.0,,,,
9.73,,42.0,,,,
9.77,,42.0,,,,
9.8,,42.0,,,,
9.83,,42.0,,,,
9.87,,42.0,,,,
9.9,,42.0,,,,
9.93,,42.0,,,,
9.97,,42.0,,,,
