frame,ID,center_x,center_y,v_x,v_y,a_x,a_y,lane,preceding_rel_v_x,preceding_rel_v_y,right_preceding_rel_v_x,right_preceding_rel_v_y,left_preceding_rel_v_x,left_preceding_rel_v_y,following_rel_v_x,following_rel_v_y,right_following_rel_v_x,right_following_rel_v_y,left_following_rel_v_x,left_following_rel_v_y,preceding_distance,right_preceding_distance,left_preceding_distance,following_distance,right_following_distance,left_following_distance
0.0,8,1198.22,531.32,0.0,0.0,0.0,0.0,2,,,,,0.0,0.0,,,,,,,,,126.40082990233884,,,
0.03,8,1195.55,531.7,-24.72,3.52,0.0,0.0,2,,,,,24.72,-3.52,,,,,,,,,123.72382349410331,,,
0.07,8,1192.39,531.87,-29.26,1.57,-151.33,-65.0,2,,,,,29.26,-1.57,,,,,,,,,120.7380606933871,,,
0.1,8,1189.22,531.84,-29.35,-0.28,-3.0,-61.67,2,,,,,,,,,,,,,,,,,,
0.13,8,1185.41,532.03,-35.28,1.76,-197.67,68.0,2,,,,,35.28,-1.76,,,,,,,,,113.95168098803981,,,
0.17,8,1181.97,532.17,-31.85,1.3,114.33,-15.33,2,,,,,31.85,-1.3,,,,,,,,,110.49746286680065,,,
0.2,8,1178.38,532.25,-33.24,0.74,-46.33,-18.67,2,,,,,33.24,-0.74,,,,,,,,,106.68750489162264,,,
0.23,8,1174.82,532.15,-32.96,-0.93,9.33,-55.67,2,,,,,,,,,,,,,,,,,,
0.27,8,1171.23,532.3,-33.24,1.39,-9.33,77.33,2,,,,,33.24,-1.39,,,,,,,,,99.54639621804498,,,
0.3,8,1168.05,532.43,-29.44,1.2,126.67,-6.33,2,,,,,29.44,-1.2,,,,,,,,,96.25891750897685,,,
0.33,8,1164.54,532.56,-32.5,1.2,-102.0,0.0,2,,,,,,,,,,,,,,,,,,
0.37,8,1160.96,532.74,-33.15,1.67,-21.67,15.67,2,,,,,33.15,-1.67,,,,,,,,,89.28687529530872,,,
0.4,8,1157.52,532.84,-31.85,0.93,43.33,-24.67,2,,,,,,,,,,,,,,,,,,
0.43,8,1154.19,532.92,-30.83,0.74,34.0,-6.33,2,,,,,30.83,-0.74,,,,,,,,,82.5446988001048,,,
0.47,8,1150.84,532.97,-31.02,0.46,-6.33,-9.33,2,,,,,,,,,,,,,,,,,,
0.5,8,1147.46,532.98,-31.3,0.09,-9.33,-12.33,2,,,,,31.3,-0.09,,,,,,,,,75.88983199348924,,,
0.53,8,1144.3,533.09,-29.26,1.02,68.0,31.0,2,,,,,,,,,,,,,,,,,,
0.57,8,1140.87,533.12,-31.76,0.28,-83.33,-24.67,2,,,,,31.76,-0.28,,,,,,,,,69.20084175788612,,,
0.6,8,1137.47,533.11,-31.48,-0.09,9.33,-12.33,2,,,,,,,,,,,,,,,,,,
0.63,8,1134.02,533.08,-31.94,-0.28,-15.33,-6.33,2,,,,,,,,,,,,,,,,,,
0.67,8,1130.98,533.16,-28.15,0.74,126.33,34.0,2,,,,,,,,,,,,,,,,,,
0.7,8,1127.56,533.13,-31.67,-0.28,-117.33,-34.0,2,,,,,,,,,,,,,,,,,,
0.73,8,1124.05,533.14,-32.5,0.09,-27.67,12.33,2,,,,,,,,,,,,,,,,,,
0.77,8,1120.84,533.33,-29.72,1.76,92.67,55.67,2,,,,,,,,,,,,,,,,,,
0.8,8,1117.61,533.52,-29.91,1.76,-6.33,0.0,2,,,,,,,,,,,,,,,,,,
0.83,8,1114.21,533.63,-31.48,1.02,-52.33,-24.67,2,,,,,,,,,,,,,,,,,,
0.87,8,1110.8,533.89,-31.57,2.41,-3.0,46.33,2,,,,,,,,,,,,,,,,,,
0.9,8,1107.38,534.05,-31.67,1.48,-3.33,-31.0,2,,,,,,,,,,,,,,,,,,
0.93,8,1104.18,534.14,-29.63,0.83,68.0,-21.67,2,,,,,,,,,,,,,,,,,,
0.97,8,1101.01,534.34,-29.35,1.85,9.33,34.0,2,,,,,29.35,-1.85,,,,,,,,,31.148555343707446,,,
1.0,8,1097.79,534.42,-29.81,0.74,-15.33,-37.0,2,,,,,29.81,-0.74,,,,,,,,,28.23535726708637,,,
1.03,8,1094.66,534.29,-28.98,-1.2,27.67,-64.67,2,,,,,28.98,1.2,,,,,,,,,25.484497248327422,,,
1.07,8,1091.32,534.29,-30.93,0.0,-65.0,40.0,2,,,,,30.93,0.0,,,,,,,,,22.78184584268801,,,
1.1,8,1088.2,534.45,-28.89,1.48,68.0,49.33,2,,,,,28.89,-1.48,,,,,,,,,20.393442573533246,,,
1.13,8,1084.92,534.54,-30.37,0.83,-49.33,-21.67,2,,,,,30.37,-0.83,,,,,,,,,17.965102281924363,,,
1.17,8,1081.74,534.5,-29.44,-0.37,31.0,-40.0,2,,,,,29.44,0.37,,,,,,,,,16.087840128494634,,,
1.2,8,1078.38,534.58,-31.11,0.74,-55.67,37.0,2,,,,,31.11,-0.74,,,,,,,,,14.541200088025802,,,
1.23,8,1075.13,534.54,-30.09,-0.37,34.0,-37.0,2,,,,,30.09,0.37,,,,,,,,,13.804568084514715,,,
1.27,8,1071.81,534.79,-30.74,2.31,-21.67,89.33,2,,,,,30.74,-2.31,,,,,,,,,13.45542269867441,,,
1.3,8,1068.72,534.91,-28.61,1.11,71.0,-40.0,2,,,,,28.61,-1.11,,,,,,,,,13.863578181696184,,,
1.33,8,1065.53,534.96,-29.54,0.46,-31.0,-21.67,2,,,,,29.54,-0.46,,,,,,,,,15.091073520462364,,,
1.37,8,1062.32,535.03,-29.72,0.65,-6.0,6.33,2,,,,,29.72,-0.65,,,,,,,,,16.71770618236847,,,
1.4,8,1059.2,535.06,-28.89,0.28,27.67,-12.33,2,,,,,28.89,-0.28,,,,,,,,,18.69633653954703,,,
1.43,8,1056.25,535.2,-27.31,1.3,52.67,34.0,2,,,,,27.31,-1.3,,,,,,,,,20.500724377445717,,,
1.47,8,1053.08,535.23,-29.35,0.28,-68.0,-34.0,2,,,,,29.35,-0.28,,,,,,,,,23.21441793368941,,,
1.5,8,1049.8,535.3,-30.37,0.65,-34.0,12.33,2,,,,,30.37,-0.65,,,,,,,,,26.28726307548954,,,
1.53,8,1046.33,535.17,-32.13,-1.2,-58.67,-61.67,2,,,,,32.13,1.2,,,,,,,,,29.516783361335342,,,
1.57,8,1043.25,535.16,-28.52,-0.09,120.33,37.0,2,,,,,28.52,0.09,,,,,,,,,32.331857354627765,,,
1.6,8,1040.19,535.06,-28.33,-0.93,6.33,-28.0,2,,,,,28.33,0.93,,,,,,,,,35.052059853880245,,,
1.63,8,1037.38,535.2,-26.02,1.3,77.0,74.33,2,,,,,26.02,-1.3,,,,,,,,,37.81137659488212,,,
1.67,8,1034.24,535.25,-29.07,0.46,-101.67,-28.0,2,,,,,29.07,-0.46,,,,,,,,,40.92935987772098,,,
1.7,8,1030.99,535.37,-30.09,1.11,-34.0,21.67,2,,,,,30.09,-1.11,,,,,,,,,44.18088727040233,,,
