frame,leading,right_leading,left_leading,following,right_following,left_following
2.1,,16.0,,,5.0,
2.13,,16.0,,,5.0,
2.17,,16.0,,,5.0,
2.23,,16.0,,,5.0,
2.27,,16.0,,,5.0,
2.3,,16.0,,,5.0,
2.33,,16.0,,,5.0,
2.37,,16.0,,,5.0,
2.4,,16.0,,,5.0,
2.43,,16.0,,,5.0,
2.47,,16.0,,,5.0,
2.5,,16.0,,,5.0,
2.53,,,,,16.0,
2.57,,,,,16.0,
2.6,,,,,16.0,
2.63,,,,,16.0,
2.67,,,,,16.0,
2.9,,,,,16.0,
2.93,,,,,16.0,
2.97,,,,,16.0,
3.0,,,,,16.0,
3.03,,,,,16.0,
3.07,,,,,16.0,
3.1,,,,,16.0,
3.13,,,,,16.0,
3.17,,,,,16.0,
3.2,,,,,16.0,
3.23,,,,,16.0,
3.27,,,,,16.0,
3.3,,,,,16.0,
3.33,,,,,16.0,
3.37,,,,,16.0,
3.4,,,,,16.0,
3.43,,,,,16.0,
3.47,,,,,16.0,
3.5,,,,,16.0,
3.53,,,,,16.0,
3.57,,,,,16.0,
3.6,,,,,16.0,
3.63,,,,,16.0,
3.67,,,,,16.0,
3.7,,,,,16.0,
3.73,,,,,16.0,
3.77,,,,,16.0,
3.8,,,,,16.0,
3.83,,,,,16.0,
3.87,,,,,16.0,
3.9,,,,,16.0,
3.93,,,,,16.0,
3.97,,,,,16.0,
4.0,,,,,16.0,
4.03,,,,,16.0,
4.07,,,,,16.0,
4.1,,,,,16.0,
4.13,,,,,16.0,
4.17,,,,,16.0,
4.2,,,,,16.0,
4.23,,,,,16.0,
4.27,,,,,16.0,
4.3,,,,,16.0,
4.33,,,,,16.0,
4.37,,,,,16.0,
4.4,,,,,16.0,
4.43,,,,,16.0,
4.47,,,,,16.0,
4.5,,,,,16.0,
4.53,,,,,16.0,
4.57,,,,,16.0,
4.6,,,,,16.0,
4.63,,,,,,
4.67,,,,,,
4.7,,,,,,
4.73,,,,,,
4.77,,,,,,
4.8,,,,,,
4.83,,,,,,
4.87,,,,,,
4.9,,,,,,
4.93,,,,,,
4.97,,,,,,
5.0,,,,,,
5.03,,,,,,
5.07,,,,,,
5.17,,,,,,
5.2,,,,,,
5.47,,,,,16.0,
5.53,,,,,16.0,
5.8,,,,16.0,,
5.83,,,,16.0,,
6.0,,,,16.0,,
6.03,,,,16.0,,
6.07,,,,16.0,,
6.1,,,,16.0,,
6.13,,,,16.0,,
6.2,,,7.0,16.0,,
6.23,,,7.0,16.0,,
6.27,,,7.0,16.0,,
6.3,,,7.0,16.0,,
6.37,,,7.0,16.0,,
6.4,,,7.0,16.0,,
6.43,,,7.0,16.0,,
6.47,,,7.0,16.0,,
6.5,,,7.0,16.0,,
6.57,,,7.0,16.0,,
6.6,,,7.0,16.0,,
6.63,,,7.0,16.0,,
6.67,,,7.0,16.0,,
6.7,,,7.0,16.0,,
6.77,,,7.0,16.0,,
6.83,,,7.0,16.0,,
6.87,,,7.0,16.0,,
7.0,,,7.0,,,
7.03,,,7.0,,,
7.17,,,7.0,,,
7.2,,,7.0,,,
7.23,,,7.0,,,
7.3,,,7.0,,,
7.33,,,7.0,,,
7.37,,,7.0,,,
7.77,,,7.0,,,
7.8,,,7.0,,,
7.83,,,7.0,,,
7.87,,,7.0,,,
7.9,,,7.0,,,
7.93,,,7.0,,,
7.97,,,7.0,,,
8.03,,,7.0,,,
8.07,,,7.0,,,
8.1,,,7.0,,,
8.13,,,7.0,,,
8.17,,,7.0,,,
8.2,,,7.0,,,
8.23,,,7.0,,,
8.27,,,7.0,,,
8.3,,,7.0,,,
8.33,,,7.0,,,
8.37,,,7.0,,,
8.4,,,7.0,,,
8.43,,,7.0,,,
8.47,,,7.0,,,
8.5,,,7.0,,,
8.53,,,7.0,,,
8.57,,,7.0,,,
8.6,,,7.0,,,
8.63,,,7.0,,,
8.67,,,7.0,,,
8.7,,,7.0,,,
8.73,,,7.0,,,
8.77,,,7.0,,,
8.8,,,7.0,,,
8.83,,,7.0,,,
8.87,,,7.0,,,
8.9,,,7.0,,,
8.93,,,7.0,,,
8.97,,,7.0,,,
9.0,,,7.0,,,
9.03,,,7.0,,,
9.07,,,7.0,,,
9.17,,,7.0,,,
9.2,,,7.0,,,
9.23,,,7.0,,,
9.27,,,7.0,,,
9.3,,,7.0,,,
9.33,,,7.0,,,
9.37,,,7.0,,,
9.4,,,7.0,,,
9.43,,,7.0,,,
9.47,,,7.0,,,
9.5,,,7.0,,,
9.53,,,7.0,,,
9.57,,,7.0,,,
9.6,,,7.0,,,
9.63,,,7.0,,,
9.83,,,7.0,,,
9.87,,,7.0,,,
9.9,,,7.0,,,
9.93,,,7.0,,,
