frame,leading,right_leading,left_leading,following,right_following,left_following
0.0,,35.0,,,29.0,
0.03,,35.0,,,29.0,
0.07,,35.0,,,29.0,
0.1,,35.0,,,29.0,
0.13,,35.0,,,29.0,
0.17,,35.0,,,29.0,
0.2,,35.0,,,29.0,
0.23,,24.0,,,29.0,
0.27,,24.0,,,29.0,
0.3,,24.0,,,29.0,
0.33,,24.0,,,29.0,
0.37,,24.0,,,29.0,
0.4,,24.0,,,29.0,
0.43,,24.0,,,29.0,
0.47,,24.0,,,29.0,
0.5,,24.0,,,29.0,
0.53,,24.0,,,29.0,
0.57,,24.0,,,29.0,
0.6,,24.0,,,29.0,
0.63,,24.0,,,29.0,
0.67,,24.0,,,29.0,
0.7,,24.0,,,29.0,
0.73,,24.0,,,29.0,
0.77,,,,,29.0,
0.8,,,,,29.0,
0.83,,,,,29.0,
0.87,,,,,29.0,
0.9,,,,,29.0,
0.93,,,,,29.0,
0.97,,,,,29.0,
1.0,,,,,54.0,
1.03,,,,,54.0,
1.07,,,,,54.0,
1.1,,,,,54.0,
1.13,,,,,54.0,
1.17,,,,,54.0,
1.2,,,,,54.0,
1.23,,,,,54.0,
1.27,,,,,54.0,
1.3,,,,,54.0,
1.33,,,,,54.0,
1.37,,,,,54.0,
1.4,,,,,54.0,
1.43,,,,,54.0,
1.47,,,,,54.0,
1.5,,,,,54.0,
1.53,,,,,54.0,
1.57,,,,,54.0,
1.6,,,,,54.0,
1.63,,,,,54.0,
1.67,,,,,54.0,
1.7,,,,,54.0,
1.73,,,,,54.0,
1.77,,,,,54.0,
1.8,,29.0,,,54.0,
1.83,,29.0,,,54.0,
1.87,,29.0,,,54.0,
1.9,,29.0,,,54.0,
1.93,,29.0,,,54.0,
1.97,,29.0,,,54.0,
2.0,,29.0,,,54.0,
2.03,,29.0,,,54.0,
2.07,,29.0,,,54.0,
2.1,,29.0,,,54.0,
2.13,,29.0,,,54.0,
2.17,,29.0,,,54.0,
2.2,,29.0,,,54.0,
2.23,,29.0,,,54.0,
2.27,,29.0,,,54.0,
2.3,,29.0,,,54.0,
2.33,,29.0,,,54.0,
2.37,,29.0,,,54.0,
2.4,,29.0,,,54.0,
2.43,,29.0,,,54.0,
2.47,,29.0,,,54.0,
2.5,,29.0,,,54.0,
2.53,,29.0,,,54.0,
2.57,,29.0,,,54.0,
2.6,,29.0,,,54.0,
2.63,,15.0,,,54.0,
2.67,65.0,,,,54.0,
2.7,65.0,15.0,,,54.0,
2.73,65.0,15.0,,,54.0,
2.77,,,,,54.0,
2.8,,,,,54.0,
2.83,,,,,54.0,
2.87,,,,,54.0,
2.9,,,,,54.0,
2.93,,,,,54.0,
2.97,,,,,54.0,
3.0,,,,,54.0,
3.03,,,,,54.0,
3.07,,,,,54.0,
3.1,,,,,54.0,
3.13,,,,,54.0,
3.17,,,,,54.0,
3.2,,,,,54.0,
3.23,,,,,54.0,
3.27,,,,,54.0,
3.3,,,,,,
3.33,,,,,,
3.37,,,,,54.0,
3.4,,,,,54.0,
3.43,,,,,54.0,
3.47,,54.0,,,32.0,
3.5,,54.0,,,32.0,
3.53,,54.0,,,32.0,
3.57,,54.0,,,32.0,
3.6,,54.0,,,32.0,
3.63,,54.0,,,32.0,
3.67,,54.0,,,32.0,
3.7,,54.0,,,32.0,
3.73,,54.0,,,32.0,
3.77,,54.0,,,32.0,
3.8,,54.0,,,32.0,
3.83,,54.0,,,32.0,
3.87,,54.0,,,32.0,
3.9,,54.0,,,32.0,
3.93,,54.0,,,32.0,
3.97,,54.0,,,,
4.0,,54.0,,,32.0,
4.03,,54.0,,,32.0,
4.07,,54.0,,,32.0,
4.1,,54.0,,,32.0,
4.13,,54.0,,,32.0,
4.17,,54.0,,,32.0,
4.2,,54.0,,,32.0,
4.23,,54.0,,,32.0,
4.27,,54.0,,,32.0,
4.3,,54.0,,,32.0,
4.33,,54.0,,,32.0,
4.37,,54.0,,,32.0,
4.4,,54.0,,,32.0,
4.43,,,,,32.0,
4.47,,,,,32.0,
4.5,,,,,32.0,
4.53,,,,,32.0,
4.57,,,,,32.0,
4.6,,,,,32.0,
4.63,,,,,32.0,
4.67,,,,,32.0,
4.7,,,,,32.0,
4.73,,,,,32.0,
4.77,,,,,32.0,
4.8,,,,,32.0,
4.83,,,,,32.0,
4.87,,,,,32.0,
4.9,,,,,32.0,
4.93,,,,,32.0,
4.97,,,,,32.0,
