frame,ID,car_type,x1,y1,x2,y2,center_x,center_y,front_x,front_y,back_x,back_y,width,height,lane
0.0,4, white car,194.17,423.39,222.94,437.43,208.55,430.41,194.17,430.41,222.94,430.41,28.77,14.04,1
0.03,4, white car,191.05,422.89,220.92,437.47,205.99,430.18,191.05,430.18,220.92,430.18,29.88,14.57,1
0.07,4, white car,188.93,422.87,218.68,437.38,203.81,430.13,188.93,430.13,218.68,430.13,29.75,14.51,1
0.1,4, white car,186.69,422.67,216.25,437.08,201.47,429.87,186.69,429.87,216.25,429.87,29.56,14.41,1
0.13,4, white car,184.53,422.47,213.21,436.42,198.87,429.45,184.53,429.45,213.21,429.45,28.68,13.95,1
0.17,4, white car,182.9,422.24,210.4,435.58,196.65,428.91,182.9,428.91,210.4,428.91,27.5,13.34,1
0.2,4, white car,180.79,422.03,208.15,435.25,194.47,428.64,180.79,428.64,208.15,428.64,27.36,13.22,1
0.23,4, white car,178.08,421.7,205.79,435.05,191.93,428.38,178.08,428.38,205.79,428.38,27.71,13.36,1
0.27,4, white car,175.24,421.3,203.37,434.84,189.31,428.07,175.24,428.07,203.37,428.07,28.13,13.54,1
0.3,4, white car,172.38,420.92,201.14,434.75,186.76,427.83,172.38,427.83,201.14,427.83,28.76,13.83,1
0.33,4, white car,169.86,420.63,198.97,434.62,184.41,427.62,169.86,427.62,198.97,427.62,29.12,13.99,1
0.43,4, white car,163.46,419.6,192.61,433.55,178.03,426.58,163.46,426.58,192.61,426.58,29.15,13.95,1
0.47,4, white car,161.06,419.4,189.93,433.22,175.49,426.31,161.06,426.31,189.93,426.31,28.88,13.82,1
0.5,4, white car,158.46,419.19,187.21,432.95,172.84,426.07,158.46,426.07,187.21,426.07,28.75,13.76,1
0.53,4, white car,156.26,418.95,184.82,432.59,170.54,425.77,156.26,425.77,184.82,425.77,28.56,13.64,1
0.57,4, white car,154.24,418.72,182.8,432.31,168.52,425.51,154.24,425.51,182.8,425.51,28.56,13.59,1
0.6,4, white car,152.24,418.46,180.69,431.94,166.46,425.2,152.24,425.2,180.69,425.2,28.45,13.48,1
0.63,4, white car,149.47,418.22,178.31,431.84,163.89,425.03,149.47,425.03,178.31,425.03,28.84,13.62,1
0.67,4, white car,146.68,417.83,176.12,431.72,161.4,424.77,146.68,424.77,176.12,424.77,29.44,13.89,1
0.7,4, white car,144.29,417.46,174.09,431.52,159.19,424.49,144.29,424.49,174.09,424.49,29.8,14.05,1
0.73,4, white car,141.8,417.26,171.57,431.31,156.68,424.28,141.8,424.28,171.57,424.28,29.77,14.06,1
0.77,4, white car,139.88,417.01,169.28,430.91,154.58,423.96,139.88,423.96,169.28,423.96,29.4,13.9,1
0.8,4, white car,137.97,416.69,167.11,430.46,152.54,423.58,137.97,423.58,167.11,423.58,29.13,13.77,1
0.83,4, white car,135.42,416.46,164.41,430.14,149.91,423.3,135.42,423.3,164.41,423.3,28.99,13.68,1
0.87,4, white car,133.0,416.09,161.86,429.68,147.43,422.89,133.0,422.89,161.86,422.89,28.85,13.59,1
0.9,4, white car,130.74,415.79,159.56,429.36,145.15,422.58,130.74,422.58,159.56,422.58,28.82,13.56,1
0.93,4, white car,128.52,415.55,157.1,428.97,142.81,422.26,128.52,422.26,157.1,422.26,28.58,13.42,1
0.97,4, white car,126.16,415.13,154.92,428.6,140.54,421.87,126.16,421.87,154.92,421.87,28.76,13.47,1
1.0,4, white car,123.92,414.67,152.69,428.13,138.3,421.4,123.92,421.4,152.69,421.4,28.77,13.46,1
1.03,4, white car,121.04,414.14,150.04,427.73,135.54,420.93,121.04,420.93,150.04,420.93,29.0,13.59,1
1.07,4, white car,118.62,413.86,147.88,427.59,133.25,420.73,118.62,420.73,147.88,420.73,29.26,13.73,1
1.1,4, white car,116.02,413.64,145.48,427.48,130.75,420.56,116.02,420.56,145.48,420.56,29.45,13.83,1
1.13,4, white car,113.51,413.39,143.3,427.41,128.4,420.4,113.51,420.4,143.3,420.4,29.79,14.02,1
1.17,4, white car,111.22,413.03,141.17,427.12,126.19,420.08,111.22,420.08,141.17,420.08,29.95,14.09,1
1.2,4, white car,108.73,412.47,138.88,426.64,123.81,419.55,108.73,419.55,138.88,419.55,30.15,14.17,1
1.23,4, white car,106.09,411.95,136.69,426.34,121.39,419.14,106.09,419.14,136.69,419.14,30.6,14.39,1
1.27,4, white car,103.74,411.73,134.39,426.15,119.06,418.94,103.74,418.94,134.39,418.94,30.65,14.43,1
