frame,leading,right_leading,left_leading,following,right_following,left_following
0.0,18,,21,16,,26
0.03,18,,21,16,,26
0.07,18,,21,16,,26
0.1,18,,21,16,,26
0.13,18,,21,16,,26
0.17,18,,21,16,,26
0.2,18,,21,16,,26
0.23,18,,21,16,,6
0.27,18,,21,34,,6
0.3,18,,21,34,,6
0.33,18,,21,34,,6
0.37,18,,21,34,,6
0.4,18,,21,34,,6
0.43,18,,21,34,,6
0.47,18,,21,34,,6
0.5,18,,21,34,,26
0.53,18,,21,34,,26
0.57,18,,21,34,,26
0.6,18,,21,34,,26
0.63,18,,21,34,,26
0.67,18,,21,34,,26
0.7,18,,21,34,,26
0.73,18,,21,34,,26
0.77,18,,21,34,,26
0.8,18,,21,34,,26
0.83,18,,21,34,,26
0.87,18,,21,34,,26
0.9,18,,21,34,,26
0.93,18,,21,34,,26
0.97,18,,21,34,,26
1.0,18,,21,34,,26
1.03,18,,21,34,,26
1.07,18,,21,34,,26
1.1,18,,21,34,,26
1.13,18,,21,34,,26
1.17,18,,21,34,,26
1.2,18,,21,34,,26
1.23,18,,21,34,,26
1.27,18,,21,34,,26
1.3,18,,21,34,,26
1.33,18,,21,34,,26
1.37,18,,21,34,,26
1.4,18,,21,34,,26
1.43,18,,21,34,,26
1.47,18,,21,34,,26
1.5,18,,21,34,,26
1.53,18,,21,34,,26
1.57,18,,21,34,,26
1.6,18,,21,34,,26
1.63,18,,21,34,,26
1.67,18,,21,34,,26
1.7,18,,21,34,,26
1.73,18,,21,34,,26
1.77,18,,21,34,,26
1.8,18,,21,34,,26
1.83,18,,21,34,,26
1.87,18,,21,34,,26
1.9,18,,21,34,,26
1.93,18,,21,34,,26
1.97,18,,21,34,,26
2.0,18,,21,34,,26
2.03,18,,21,34,,26
2.07,18,,21,34,,26
2.1,18,,21,34,,26
2.13,18,,21,34,,26
2.17,18,,21,34,,26
2.2,18,,21,34,,26
2.23,18,,21,34,,26
2.27,18,,21,34,,26
2.3,18,,21,34,,26
2.33,18,,21,34,,26
2.37,18,,21,34,,26
2.4,18,,21,34,,26
2.43,18,,21,34,,26
2.47,18,,21,34,,26
2.5,18,,21,34,,26
2.53,18,,21,34,,26
2.57,18,,21,34,,26
2.6,18,,21,34,,26
2.63,18,,21,34,,26
2.67,18,,21,34,,26
2.7,18,,21,34,,26
2.73,18,,21,34,,26
2.77,18,,21,34,,26
2.8,18,,21,34,,26
2.83,18,,21,34,,26
2.87,18,,21,34,,26
2.9,18,,21,34,,26
2.93,18,,21,34,,26
2.97,18,,21,34,,26
3.0,18,,21,34,,26
3.03,18,,21,34,,26
3.07,18,,21,34,,26
3.1,18,,21,34,,26
3.13,18,,21,34,,26
3.17,18,,21,34,,26
3.2,18,,21,34,,26
3.23,18,,21,34,,26
3.27,18,,21,34,,26
3.3,18,,21,34,,26
3.33,18,,21,34,,26
3.37,18,,21,34,,26
3.4,18,,21,34,,26
3.43,18,,21,34,,26
3.47,18,,21,34,,26
3.5,18,,21,34,,26
3.53,18,,21,34,,26
3.57,18,,21,34,,26
3.6,18,,21,34,,26
3.63,18,,21,34,,26
3.67,18,,21,34,,26
3.7,18,,21,34,,26
3.73,18,,21,34,,26
3.77,18,,21,34,,26
3.8,18,,21,34,,26
3.83,18,,21,34,,26
3.87,18,,21,34,,26
3.9,18,,21,34,,26
3.93,18,,21,34,,26
3.97,18,,21,34,,26
4.0,18,,21,34,,26
4.03,18,,21,34,,26
4.07,18,,21,34,,26
4.1,18,,21,34,,26
4.13,18,,21,34,,26
4.17,18,,21,34,,26
4.2,18,,21,34,,26
4.23,18,,21,34,,26
4.27,18,,21,34,,26
4.3,18,,21,34,,26
4.33,18,,21,34,,26
