frame,ID,center_x,center_y,v_x,v_y,a_x,a_y,lane,preceding_rel_v_x,preceding_rel_v_y,right_preceding_rel_v_x,right_preceding_rel_v_y,left_preceding_rel_v_x,left_preceding_rel_v_y,following_rel_v_x,following_rel_v_y,right_following_rel_v_x,right_following_rel_v_y,left_following_rel_v_x,left_following_rel_v_y,preceding_distance,right_preceding_distance,left_preceding_distance,following_distance,right_following_distance,left_following_distance
0.0,9,144.04,520.82,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,130.34402556312276,128.5098739397094,99.60755493435222,,129.44736575148988,
0.03,9,143.08,520.6,-8.89,-2.04,0.0,0.0,2,8.89,2.04,8.89,2.04,8.89,2.04,,,8.89,2.04,,,129.38648654322444,127.53704559852405,98.69460218269285,,130.40661064531966,
0.07,9,141.77,520.53,-12.13,-0.65,-108.0,46.33,2,12.13,0.65,12.13,0.65,12.13,0.65,,,12.13,0.65,,,128.11477861667638,126.27197392929278,97.44544576325771,,131.74699579117544,
0.1,9,140.49,520.5,-11.85,-0.28,9.33,12.33,2,11.85,0.28,11.85,0.28,11.85,0.28,,,11.85,0.28,,,126.64466234310865,124.81602621458512,95.99328361921995,,132.84140393717615,
0.13,9,138.75,520.34,-16.11,-1.48,-142.0,-40.0,2,16.11,1.48,16.11,1.48,16.11,1.48,,,16.11,1.48,,,124.92000040025616,123.0926886537133,94.31249387011245,,134.5842672826211,
0.17,9,137.03,520.36,-15.93,0.19,6.0,55.67,2,15.93,-0.19,15.93,-0.19,15.93,-0.19,,,15.93,-0.19,,,123.37173177028845,121.56652211855038,92.77552802328856,,136.46058258706066,
0.2,9,135.46,520.28,-14.54,-0.74,46.33,-31.0,2,14.54,0.74,14.54,0.74,14.54,0.74,,,14.54,0.74,,,121.71991496875111,119.92580372880559,91.15476125798367,,137.95074845755641,
0.23,9,134.18,520.25,-11.85,-0.28,89.67,15.33,2,11.85,0.28,11.85,0.28,11.85,0.28,,,,,,,120.66951769191753,118.88534728889006,90.12082833618429,,,
0.27,9,132.44,520.21,-16.11,-0.37,-142.0,-3.0,2,16.11,0.37,16.11,0.37,16.11,0.37,,,,,,,118.78930802054535,117.02519130512029,88.26847058831369,,,
0.3,9,131.28,520.08,-10.74,-1.2,179.0,-27.67,2,10.74,1.2,10.74,1.2,10.74,1.2,,,,,,,117.6153718694967,115.85004272765721,87.13266035190249,,,
