frame,leading,right_leading,left_leading,following,right_following,left_following
2.03,40.0,,44.0,,,
2.07,40.0,,44.0,,,
2.1,40.0,,44.0,,,
2.13,40.0,,44.0,,,
2.17,40.0,,44.0,,,
2.2,40.0,,44.0,,,
2.23,40.0,,44.0,,,
2.27,40.0,,44.0,,,
2.3,40.0,,44.0,,,
2.33,40.0,,44.0,,,
2.37,40.0,,44.0,,,
2.4,40.0,,,,,
2.43,40.0,,,,,
2.47,40.0,,44.0,,,
2.5,40.0,,,,,
2.53,40.0,,,,,
2.57,40.0,,44.0,,,
2.6,40.0,,44.0,,,
2.63,40.0,,44.0,,,
2.67,40.0,,44.0,,,
2.7,40.0,,44.0,,,
2.73,40.0,,44.0,,,
2.77,40.0,,44.0,,,
2.8,40.0,,44.0,,,
2.83,40.0,,44.0,,,
2.87,40.0,,44.0,,,
2.9,40.0,,44.0,,,
2.93,40.0,,44.0,,,
2.97,40.0,,44.0,,,
3.0,40.0,,44.0,,,
3.03,40.0,,44.0,,,
3.07,40.0,,44.0,,,
3.1,40.0,,44.0,,,
3.13,40.0,,84.0,,,
3.17,40.0,,84.0,,,
3.2,40.0,,44.0,,,
3.23,40.0,,84.0,,,
3.27,40.0,,44.0,,,
3.3,40.0,,44.0,,,
3.33,40.0,,84.0,,,
3.37,40.0,,44.0,,,
3.4,40.0,,44.0,,,
3.43,40.0,,44.0,,,
3.47,40.0,,44.0,,,
3.5,40.0,,44.0,26.0,,
3.53,40.0,,44.0,26.0,,
3.57,40.0,,44.0,26.0,,
3.6,40.0,,44.0,26.0,,
3.63,40.0,,84.0,26.0,,
3.67,40.0,,44.0,26.0,,
3.7,40.0,,44.0,26.0,,
3.73,40.0,,44.0,26.0,,
3.77,40.0,,44.0,26.0,,
3.8,40.0,,44.0,26.0,,
3.83,40.0,,44.0,26.0,,
3.87,,,44.0,26.0,,
3.9,,,44.0,26.0,,
3.93,,,44.0,26.0,,
3.97,,,44.0,26.0,,
4.0,,,44.0,26.0,,
4.03,,,44.0,26.0,,15.0
4.07,,,44.0,26.0,,15.0
4.1,,,84.0,26.0,,15.0
4.13,,,44.0,26.0,,15.0
4.17,40.0,,84.0,26.0,,15.0
4.2,40.0,,84.0,26.0,,15.0
4.23,40.0,,44.0,26.0,,15.0
4.27,40.0,,44.0,26.0,,15.0
4.3,40.0,,44.0,26.0,,15.0
4.33,40.0,,44.0,26.0,,15.0
4.37,40.0,,44.0,26.0,,15.0
4.4,40.0,,44.0,26.0,,15.0
4.43,40.0,,44.0,26.0,,15.0
