frame,ID,center_x,center_y,v_x,v_y,a_x,a_y,lane,preceding_rel_v_x,preceding_rel_v_y,right_preceding_rel_v_x,right_preceding_rel_v_y,left_preceding_rel_v_x,left_preceding_rel_v_y,following_rel_v_x,following_rel_v_y,right_following_rel_v_x,right_following_rel_v_y,left_following_rel_v_x,left_following_rel_v_y,preceding_distance,right_preceding_distance,left_preceding_distance,following_distance,right_following_distance,left_following_distance
0.67,2,1427.22,547.53,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,,,,,,,,,31.324088175076998,18.07039844607743,,,,
0.7,2,1424.42,547.49,-25.93,-0.37,0.0,0.0,2,25.93,0.37,25.93,0.37,,,,,,,,,28.6266466775275,18.213656963937797,,,,
0.73,2,1421.15,547.41,-30.28,-0.74,-145.0,-12.33,2,30.28,0.74,30.28,0.74,,,,,,,,,25.248653429440598,18.91359563911627,,,,
0.77,2,1417.99,547.39,-29.26,-0.19,34.0,18.33,2,29.26,0.19,29.26,0.19,,,,,,,,,22.005762881572686,20.157107927478062,,,,
0.8,2,1414.95,547.35,-28.15,-0.37,37.0,-6.0,2,28.15,0.37,28.15,0.37,,,,,,,,,19.002644552798493,21.665190975387226,,,,
0.83,2,1412.02,547.26,-27.13,-0.83,34.0,-15.33,2,27.13,0.83,27.13,0.83,,,,,,,,,15.987276190771285,23.43283166840915,,,,
0.87,2,1409.03,547.22,-27.69,-0.37,-18.67,15.33,2,27.69,0.37,27.69,0.37,,,,,,,,,12.940765046935887,25.50112938675474,,,,
0.9,2,1405.87,547.18,-29.26,-0.37,-52.33,0.0,2,29.26,0.37,29.26,0.37,,,,,,,,,9.784119786674788,27.84580399270234,,,,
0.93,2,1402.79,547.16,-28.52,-0.19,24.67,6.0,2,28.52,0.19,28.52,0.19,,,,,,,,,6.72268547531409,30.297823354162006,,,,
0.97,2,1399.47,547.16,-30.74,0.0,-74.0,6.33,2,30.74,0.0,30.74,0.0,,,,,,,,,3.612602939709739,32.99867421579245,,,,
1.0,2,1396.4,547.07,-28.43,-0.83,77.0,-27.67,2,28.43,0.83,28.43,0.83,,,,,,,,,1.3861096637712385,35.67005046253789,,,,
1.03,2,1393.29,547.05,-28.8,-0.19,-12.33,21.33,2,28.8,0.19,28.8,0.19,,,,,,,,,3.37604798544085,38.49396965759699,,,,
1.07,2,1390.39,547.09,-26.85,0.37,65.0,18.67,2,26.85,-0.37,26.85,-0.37,,,,,,,,,6.248847893812021,41.20236036927982,,,,
1.1,2,1387.62,547.11,-25.65,0.19,40.0,-6.0,2,25.65,-0.19,25.65,-0.19,,,,,,,,,8.943450117264511,43.702664678483856,,,,
1.13,2,1384.56,546.98,-28.33,-1.2,-89.33,-46.33,2,28.33,1.2,28.33,1.2,,,,,,,,,11.969715953187949,46.47852084565531,,,,
1.17,2,1381.71,546.98,-26.39,0.0,64.67,40.0,2,26.39,0.0,26.39,0.0,,,,,,,,,14.756493485920062,49.08332608941668,,,,
1.2,2,1378.72,546.87,-27.69,-1.02,-43.33,-34.0,2,27.69,1.02,27.69,1.02,,,,,,,,,17.739289726480074,51.85972040032623,,,,
1.23,2,1375.78,546.79,-27.22,-0.74,15.67,9.33,2,27.22,0.74,27.22,0.74,,,,,,,,,20.72920644887309,54.66947411490266,,,,
