frame,leading,right_leading,left_leading,following,right_following,left_following
0.0,,,25.0,9.0,,3.0
0.03,,,25.0,9.0,,3.0
0.07,,,58.0,9.0,,3.0
0.1,,,25.0,9.0,,3.0
0.13,,,25.0,9.0,,3.0
0.17,,,25.0,9.0,,3.0
0.2,,,25.0,9.0,,3.0
0.23,,,25.0,9.0,,3.0
0.27,,,25.0,9.0,,3.0
0.3,,,,9.0,,3.0
0.33,,,25.0,9.0,,3.0
0.37,,,25.0,9.0,,3.0
0.4,,,25.0,9.0,,3.0
0.43,,,25.0,9.0,,3.0
0.47,,,25.0,9.0,,3.0
0.5,,,25.0,9.0,,3.0
0.53,,,25.0,9.0,,3.0
0.6,,,25.0,9.0,,3.0
0.77,,,25.0,9.0,,3.0
0.83,,,25.0,9.0,,3.0
0.87,,,25.0,9.0,,3.0
0.93,,,25.0,9.0,,3.0
0.97,,,,9.0,,3.0
1.0,,,25.0,9.0,,3.0
1.03,,,25.0,9.0,,3.0
1.1,,,25.0,9.0,,3.0
1.13,,,25.0,9.0,,3.0
1.17,,,25.0,9.0,,3.0
1.47,,,25.0,9.0,,3.0
1.5,,,25.0,9.0,,3.0
1.6,,,25.0,9.0,,3.0
1.67,,,25.0,9.0,,3.0
1.77,,,25.0,9.0,,3.0
2.03,,,,9.0,,3.0
2.5,,,,9.0,,25.0
2.53,,,,9.0,,3.0
2.57,,,,9.0,,3.0
2.6,,,,9.0,,3.0
2.63,,,,9.0,,3.0
2.67,,,,9.0,,3.0
2.7,,,,9.0,,3.0
2.77,,,,9.0,,3.0
2.8,,,,9.0,,25.0
2.83,,,,9.0,,25.0
2.87,,,,9.0,,25.0
2.9,,,,9.0,,25.0
2.93,,,,9.0,,25.0
2.97,,,,9.0,,25.0
3.0,,,,9.0,,25.0
3.03,,,,9.0,,3.0
3.07,,,,9.0,,25.0
3.1,,,,,,25.0
3.13,,,,,,25.0
3.17,,,,9.0,,25.0
3.2,,,,9.0,,25.0
3.23,,,,9.0,,25.0
3.27,,,,9.0,,25.0
3.3,,,,9.0,,25.0
3.33,,,,9.0,,25.0
3.37,,,,9.0,,25.0
3.4,,,,9.0,,3.0
3.43,,,,9.0,,25.0
3.47,,,,9.0,,3.0
3.5,,,,9.0,,3.0
3.53,,,,9.0,,25.0
3.57,,,,9.0,,3.0
3.6,,,,9.0,,25.0
3.63,,,,9.0,,25.0
3.67,,,,9.0,,25.0
3.7,,,37.0,9.0,,25.0
3.73,,,37.0,9.0,,25.0
3.77,,,37.0,9.0,,25.0
3.8,,,37.0,9.0,,25.0
3.83,,,37.0,9.0,,25.0
3.87,,,37.0,9.0,,25.0
3.9,,,37.0,9.0,,25.0
3.93,,,37.0,9.0,,25.0
3.97,,,37.0,9.0,,25.0
4.0,,,37.0,9.0,,25.0
4.03,,,37.0,9.0,,
4.07,,,37.0,9.0,,
4.1,,,37.0,9.0,,25.0
4.13,,,37.0,9.0,,
4.17,,,37.0,9.0,,
4.2,,,37.0,9.0,,
4.23,,,37.0,9.0,,
4.27,,,37.0,9.0,,
4.3,,,37.0,9.0,,
4.33,,,37.0,9.0,,
4.37,,,37.0,9.0,,
4.4,,,37.0,9.0,,
4.43,,,37.0,9.0,,
4.47,,,37.0,9.0,,
4.5,,,37.0,9.0,,
4.53,,,37.0,9.0,,
4.57,,,37.0,9.0,,
4.6,,,37.0,9.0,,
4.63,,,37.0,9.0,,
4.67,,,37.0,9.0,,
4.7,,,37.0,9.0,,25.0
4.73,,,37.0,9.0,,
4.77,,,37.0,9.0,,
4.8,,,37.0,9.0,,25.0
4.83,,,37.0,9.0,,25.0
4.87,,,37.0,9.0,,
4.9,,,37.0,9.0,,
4.93,,,37.0,9.0,,
4.97,,,37.0,9.0,,
5.0,,,37.0,9.0,,25.0
5.03,,,37.0,9.0,,
5.07,,,37.0,9.0,,
5.1,,,37.0,,9.0,
5.13,,,37.0,9.0,,
5.17,,,37.0,,,25.0
5.2,,,37.0,9.0,,
5.23,,,37.0,9.0,,
5.27,,,37.0,9.0,,
5.3,,,37.0,9.0,,
5.33,,,37.0,9.0,,
5.37,,,37.0,9.0,,
5.4,,,37.0,9.0,,
5.43,,,37.0,9.0,,
5.47,,,37.0,,9.0,
5.5,,,37.0,,9.0,
5.53,,,37.0,9.0,,25.0
5.57,,,37.0,9.0,,
5.6,,,37.0,9.0,,
5.63,,,37.0,,9.0,
5.67,,,37.0,,,
5.7,,,37.0,,,25.0
5.73,,,37.0,9.0,,
5.77,,,37.0,,,25.0
5.8,,,37.0,,,25.0
5.83,,,37.0,,,25.0
5.87,,,37.0,,,25.0
5.9,,,37.0,,,
5.93,,,37.0,,,25.0
5.97,,,37.0,,,25.0
6.0,,,37.0,,,25.0
6.03,,,37.0,,,25.0
6.1,,,37.0,,,25.0
6.23,,,37.0,,,25.0
6.3,,,13.0,,,25.0
6.33,,,37.0,,,25.0
6.37,,,13.0,,,25.0
6.4,,,13.0,,,25.0
6.47,,,37.0,,,25.0
6.5,,,37.0,,,25.0
6.53,,,37.0,,,25.0
6.57,,,37.0,,,25.0
6.6,,,37.0,,,25.0
6.63,,,13.0,,,25.0
6.67,,,13.0,,,25.0
6.7,,,37.0,,,
6.73,,,13.0,,,25.0
6.77,,,13.0,9.0,,
6.83,,,13.0,9.0,,25.0
6.87,,,13.0,9.0,,25.0
6.9,,,13.0,9.0,,25.0
6.93,,,13.0,,9.0,25.0
7.17,,,13.0,,9.0,
7.23,,,13.0,,9.0,
7.27,,,13.0,,9.0,
7.3,,,13.0,,,
7.33,,,13.0,,,
7.37,,,13.0,,,
7.4,,,13.0,,9.0,
7.43,,,13.0,,9.0,
7.47,,,13.0,,9.0,
7.5,,,22.0,,,
7.53,,,22.0,,,
7.57,,,22.0,,,
7.6,,,22.0,,,
7.63,,,85.0,,,
7.67,,,85.0,,,
7.7,,,85.0,,,
7.73,,,85.0,,,
7.77,,,85.0,,,13.0
7.8,,,85.0,,,13.0
7.83,,,85.0,,,13.0
7.87,,,85.0,,,13.0
7.9,,,85.0,,,13.0
7.93,,,85.0,,,13.0
7.97,,,85.0,,,13.0
8.0,,,85.0,,,13.0
8.03,,,85.0,,,13.0
8.07,,,85.0,,,13.0
8.13,,,85.0,,9.0,13.0
8.17,,,85.0,,9.0,13.0
8.2,,,85.0,,9.0,13.0
8.23,,,85.0,,9.0,13.0
8.27,,,85.0,,9.0,13.0
8.3,,,85.0,,9.0,13.0
8.33,,,85.0,,9.0,13.0
8.37,,,85.0,,9.0,13.0
8.67,,,80.0,,9.0,85.0
8.7,,,80.0,,9.0,85.0
8.73,,,80.0,,9.0,85.0
8.77,,,80.0,,9.0,85.0
8.8,,,80.0,,9.0,85.0
8.83,,,80.0,,9.0,85.0
8.87,,,22.0,,9.0,85.0
8.9,,,80.0,,9.0,85.0
8.93,,,80.0,,9.0,85.0
8.97,,,80.0,,,85.0
9.0,,,80.0,,9.0,13.0
9.03,,,80.0,,9.0,13.0
9.07,,,80.0,,9.0,13.0
9.1,,,80.0,,9.0,85.0
9.13,,,80.0,,9.0,85.0
9.17,,,80.0,,9.0,85.0
9.2,,,80.0,,9.0,85.0
9.23,,,80.0,,9.0,13.0
9.27,,,80.0,,9.0,13.0
