frame,ID,center_x,center_y,v_x,v_y,a_x,a_y,lane,preceding_rel_v_x,preceding_rel_v_y,right_preceding_rel_v_x,right_preceding_rel_v_y,left_preceding_rel_v_x,left_preceding_rel_v_y,following_rel_v_x,following_rel_v_y,right_following_rel_v_x,right_following_rel_v_y,left_following_rel_v_x,left_following_rel_v_y,preceding_distance,right_preceding_distance,left_preceding_distance,following_distance,right_following_distance,left_following_distance
0.0,27,1350.26,554.84,0.0,0.0,0.0,0.0,2,,,,,,,,,0.0,0.0,,,,,,,86.5867085643058,
0.03,27,1346.43,554.93,-35.46,0.83,0.0,0.0,2,,,,,,,,,35.46,-0.83,,,,,,,90.46671266272473,
0.07,27,1344.56,554.7,-17.31,-2.13,605.0,-98.67,2,,,,,,,,,17.31,2.13,,,,,,,92.08653810411168,
0.1,27,1341.61,554.28,-27.31,-3.89,-333.33,-58.67,2,,,,,,,,,,,,,,,,,,
0.13,27,1336.9,554.29,-43.61,0.09,-543.33,132.67,2,,,,,,,,,,,,,,,,,,
0.17,27,1332.72,554.52,-38.7,2.13,163.67,68.0,2,,,,,,,,,,,,,,,,,,
0.2,27,1329.37,554.61,-31.02,0.83,256.0,-43.33,2,,,,,,,,,,,,,,,,,,
0.23,27,1327.04,554.36,-21.57,-2.31,315.0,-104.67,2,,,,,,,,,,,,,,,,,,
0.27,27,1324.29,554.06,-25.46,-2.78,-129.67,-15.67,2,,,,,,,,,,,,,,,,,,
0.3,27,1321.57,553.53,-25.19,-4.91,9.0,-71.0,2,,,,,,,,,,,,,,,,,,
0.33,27,1318.57,553.51,-27.78,-0.19,-86.33,157.33,2,,,,,,,,,,,,,,,,,,
0.37,27,1315.37,553.07,-29.63,-4.07,-61.67,-129.33,2,,,,,,,,,,,,,,,,,,
0.4,27,1312.0,552.92,-31.2,-1.39,-52.33,89.33,2,,,,,,,,,,,,,,,,,,
0.43,27,1308.33,552.67,-33.98,-2.31,-92.67,-30.67,2,,,33.98,2.31,,,,,,,,,,120.58741891258805,,,,
0.47,27,1304.82,552.76,-32.5,0.83,49.33,104.67,2,,,32.5,-0.83,,,,,,,,,,117.24551718509319,,,,
0.5,27,1301.93,552.81,-26.76,0.46,191.33,-12.33,2,,,26.76,-0.46,,,,,,,,,,114.51809682316585,,,,
0.53,27,1298.79,552.48,-29.07,-3.06,-77.0,-117.33,2,,,29.07,3.06,,,,,,,,,,110.99261281725013,,,,
0.57,27,1295.69,552.34,-28.7,-1.3,12.33,58.67,2,,,28.7,1.3,,,,,,,,,,108.52535648409544,,,,
0.6,27,1292.02,552.17,-33.98,-1.57,-176.0,-9.0,2,,,33.98,1.57,,,,,,,,,,105.26065979272599,,,,
0.63,27,1288.86,552.0,-29.26,-1.57,157.33,0.0,2,,,29.26,1.57,,,,,,,,,,102.22327963825056,,,,
0.67,27,1285.57,551.58,-30.46,-3.89,-40.0,-77.33,2,,,30.46,3.89,,,,,,,,,,98.19684007135861,,,,
0.7,27,1282.31,551.5,-30.19,-0.74,9.0,105.0,2,,,30.19,0.74,,,,,,,,,,95.22307756001159,,,,
0.73,27,1279.01,551.5,-30.56,0.0,-12.33,24.67,2,,,30.56,0.0,,,,,,,,,,91.86262025437755,,,,
0.77,27,1276.01,551.31,-27.78,-1.76,92.67,-58.67,2,,,27.78,1.76,,,,,,,,,,88.78442036753967,,,,
0.8,27,1273.65,551.13,-21.85,-1.67,197.67,3.0,2,,,21.85,1.67,,,,,,,,,,86.42045128324648,,,,
0.83,27,1270.55,550.8,-28.7,-3.06,-228.33,-46.33,2,,,28.7,3.06,,,,,,,,,,83.13938477039619,,,,
0.87,27,1267.32,550.58,-29.91,-2.04,-40.33,34.0,2,,,29.91,2.04,,,,,,,,,,80.23734853545436,,,,
0.9,27,1264.52,550.46,-25.93,-1.11,132.67,31.0,2,,,25.93,1.11,,,,,,,,,,77.65447121705228,,,,
0.93,27,1261.52,550.31,-27.78,-1.39,-61.67,-9.33,2,,,27.78,1.39,,,,,27.78,1.39,,,,74.74972441420766,,,100.85762093168775,
0.97,27,1257.58,549.66,-36.48,-6.02,-290.0,-154.33,2,,,36.48,6.02,,,,,36.48,6.02,,,,70.82872651685882,,,104.7478233664071,
1.0,27,1253.95,549.24,-33.61,-3.89,95.67,71.0,2,,,33.61,3.89,,,,,33.61,3.89,,,,66.6393134718537,,,107.71698658985972,
1.03,27,1250.93,549.36,-27.96,1.11,188.33,166.67,2,,,27.96,-1.11,,,,,27.96,-1.11,,,,63.88036709349752,,,110.82326696141021,
1.07,27,1248.01,549.66,-27.04,2.78,30.67,55.67,2,,,27.04,-2.78,,,,,27.04,-2.78,,,,61.17426337930023,,,113.72877911944724,
1.1,27,1244.66,549.71,-31.02,0.46,-132.67,-77.33,2,,,31.02,-0.46,,,,,31.02,-0.46,,,,58.20136424517888,,,117.26641548201262,
1.13,27,1241.52,549.49,-29.07,-2.04,65.0,-83.33,2,,,29.07,2.04,,,,,29.07,2.04,,,,55.108025731285124,,,120.30155651528368,
1.17,27,1237.96,549.21,-32.96,-2.59,-129.67,-18.33,2,,,32.96,2.59,,,,,32.96,2.59,,,,51.94272326322512,,,124.11045483761643,
1.2,27,1235.16,548.93,-25.93,-2.59,234.33,0.0,2,,,25.93,2.59,,,,,25.93,2.59,,,,49.16421564512136,,,126.79636982185269,
1.23,27,1232.09,548.73,-28.43,-1.85,-83.33,24.67,2,,,28.43,1.85,,,,,28.43,1.85,,,,46.33044787178295,,,129.90937225620021,
